confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
196	1	1	2	2	0.727135955315665	-7.933646696800205	0.9999999999999999	27.32069305053797	C10H10O4	[M - H2O + H]+	YWWHKOHZGJFMIE	InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)	Monoethyl phthalate	CCOC(=O)C1=CC=CC=C1C(=O)O	1.63486385	75318;21894230;71750793;138396076	HMDB:(2120);ZINC bio:(ZINC00409879);additional;MeSH:(75318);PubMed;NORMAN:(NS00010914);COCONUT:(CNP0017360);PubChem:(75318 21894230 71750793 138396076);CHEBI:(70973);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8676728942	177.05459594726562	347.444754	2041_mapp_batch_00110_sirius_2294	2294
197	1	1	2	2	0.7253969991460174	-19.66834530573444	0.9999999999999999	28.55052130127048	C17H23NO4	[M + H]+	HGWPFSBHDACWNL	InChI=1S/C17H23NO4/c1-18(21)13-7-8-14(18)10-15(9-13)22-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3	Genatropin	C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)[O-]	1.85253608	20710;3000668;3246272;5771580;6419889;76969140;98047639;98060996	NORMAN:(NS00031556);COCONUT:(CNP0273990);Natural Products:(UNPD127130 UNPD76535);PubChem:(20710 3000668 3246272 5771580 6419889 76969140 98047639 98060996);SuperNatural:(SN00353693 SN00296774);CHEBI:(135298);ZINC bio:(ZINC00000058 ZINC00394477);PubChem class - safety and toxic;Training Set;PubMed	70574178	306.1693115234375	173.34201000000002	1384_mapp_batch_00110_sirius_1571	1571
198	1	1	2	2	0.7249000753866366	-34.90422762174353	0.9999999999999999	25.605777469007666	C12H17NO2	[M + H]+	HCJXEOFLVIFFDG	InChI=1S/C12H17NO2/c1-4-13(5-2)12(14)10-6-8-11(15-3)9-7-10/h6-9H,4-5H2,1-3H3	N,N-diethyl-4-methoxybenzamide	CCN(CC)C(=O)C1=CC=C(C=C1)OC	2.30932045	231459	PubChem class - safety and toxic;PubChem:(231459);ZINC bio:(ZINC00029526);additional	67641346	208.13319396972656	215.389086	1842_mapp_batch_00110_sirius_2082	2082
199	1	1	2	2	0.7243954342729061	-1.4089442786615365	0.9999999999999999	78.90304705948827	C15H14O6	[M + H]+	PFTAWBLQPZVEMU	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	Catergen	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	1.47232497	1203;9064;72276;73160;182232;255538;10517669;12015783;12309507;12309508;12309509;11087562;44224836;49787818;49787895;66995311;71310842;71310843;71314581;86271441;86271442;86271443;118886880;118886881;118886882;118886930;131871365	HMDB:(1871 2780 37953 37954 127721);SuperNatural:(SN00001082 SN00001083 SN00001085 SN00001084);ZINC bio:(ZINC00119978 ZINC00119983 ZINC00119985 ZINC00119988);additional;MeSH:(9064 72276);Plantcyc:(CPD-1961 CPD-7630);PubMed;NORMAN:(NS00004541);COCONUT:(CNP0293352);KNApSAcK:(947);Natural Products:(UNPD107895 UNPD80387 UNPD57689 UNPD108574);PubChem:(1203 9064 72276 73160 182232 255538 10517669 12015783 12309507 12309508 12309509 11087562 44224836 49787818 49787895 66995311 71310842 71310843 71314581 86271441 86271442 86271443 118886880 118886881 118886882 118886930 131871365);CHEBI:(90 23053 76125 33992 15600);PubChem class - bio and metabolites;KEGG:(C14079 C09728 C06562 C17590 C09727);PubChem class - safety and toxic;YMDB:(1653);Training Set;PubChem class - drug;Biocyc:(CPD-19100 CPD-1961 CPD-7630 CPD-19097)	121629054	291.08624267578125	155.00886	1738_mapp_batch_00110_sirius_1968	1968
200	1	1	2	2	0.7224848735285604	-32.902876187725	0.9999999999999999	53.5858556882578	C8H13NO2	[M - H2O + H]+	UOHSTKWPZWFYTF	InChI=1S/C8H13NO2/c1-9-5-2-6(10)4-7(9)8(11)3-5/h5,7-8,11H,2-4H2,1H3	Ambap5932-53-6	CN1C2CC(C1CC(=O)C2)O	-0.600000024	110737;852993;5323926;6604326;6950130;6950132;12348316;10964797;11019089;11860380;11860381;16211224;21780588;24870975;44387067;51063636;51346151;67374564	NORMAN:(NS00048027);COCONUT:(CNP0226659 CNP0291108);Natural Products:(UNPD108);PubChem:(110737 852993 5323926 6604326 6950130 6950132 12348316 10964797 11019089 11860380 11860381 16211224 21780588 24870975 44387067 51063636 51346151 67374564);SuperNatural:(SN00016223 SN00330670);CHEBI:(93883);ZINC bio:(ZINC00388126 ZINC00388127 ZINC08575665);additional;Training Set;PubMed;KEGG Mine	8593924194	138.09110260009766	141.135222	2031_mapp_batch_00110_sirius_2283	2283
201	1	1	2	2	0.7184769039962561	-40.993338308698476	0.9999999999999999	158.75713057976034	C14H29NO2	[M - H2O + H]+	QZXSMBBFBXPQHI	InChI=1S/C14H29NO2/c1-2-3-4-5-6-7-8-9-10-11-14(17)15-12-13-16/h16H,2-13H2,1H3,(H,15,17)	Copramyl	CCCCCCCCCCCC(=O)NCCO	4.0	8899	NORMAN:(NS00005328);PubChem:(8899);CHEBI:(85263);HSDB:(142-78-9);MeSH:(8899);PubChem class - safety and toxic;PubMed	67371622	226.21633911132812	449.66142	1125_mapp_batch_00110_sirius_1284	1284
202	1	4	1	6	0.7184225133443168	-155.59929446325694	0.4115577889447236	43.54531265226776	C17H33NO10	[M + Na]+	CAEDWHXKVRBMQP	InChI=1S/C17H33NO10/c1-8-10(20)12(22)13(23)17(26-8)28-15-11(21)9(7-19)27-16(14(15)24)25-6-4-2-3-5-18/h8-17,19-24H,2-7,18H2,1H3	null	CC1C(C(C(C(O1)OC2C(C(OC(C2O)OCCCCCN)CO)O)O)O)O	-3.0	71816584	PubChem:(71816584);CHEBI:(131885)	34	434.20068359375	179.008626	2116_mapp_batch_00110_sirius_2372	2372
203	1	1	2	2	0.7168391031864966	-1.4818601623219974	0.9999999999999999	79.0522025014667	C9H8O4	[M - H2O + H]+	QAIPRVGONGVQAS	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	Caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O	0.97017473	2518;1549111;689043;11458067;16109948;46780148;54681167;54691412;54710367;71309625;71434158;76973924;90769002;101215182;100923614;131866465	HMDB:(1964 3501 125102);SuperNatural:(SN00280300 SN00000970 SN00293240);ZINC bio:(ZINC00058172 ZINC04482687);additional;HSDB:(331-39-5);MeSH:(689043);Plantcyc:(CPD-676 CPD-8098);PubMed;NORMAN:(NS00010313);COCONUT:(CNP0082755 CNP0186784);KNApSAcK:(615);Natural Products:(UNPD52427 UNPD121048 UNPD216267);PubChem:(2518 1549111 689043 11458067 16109948 46780148 54681167 54691412 54710367 71309625 71434158 76973924 90769002 101215182 100923614 131866465);CHEBI:(16433 36281 58129 57770 17395);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01197 C01481);PubChem class - safety and toxic;YMDB:(1645);Training Set;PubChem class - drug;Biocyc:(CPD-676 CPD-8098)	17301498750	163.03914642333984	154.925322	2689_mapp_batch_00110_sirius_2992	2992
204	1	1	2	2	0.7166740855447281	-22.929165976537757	0.9999999999999999	58.73611222686021	C8H15NO	[M - H2O + H]+	CYHOMWAPJJPNMW	InChI=1S/C8H15NO/c1-9-6-2-3-7(9)5-8(10)4-6/h6-8,10H,2-5H2,1H3	Tropanol	CN1C2CCC1CC(C2)O	0.800000012	8424;449293;5035233;6101956;5320764;6931969;6931971;10057592;11859618;10441810;21766117;21766118;56988168;91135620;101051237	SuperNatural:(SN00117505 SN00229406);ZINC bio:(ZINC00158421 ZINC12339607);additional;MeSH:(8424 449293 6101956);Plantcyc:(PSEUDOTROPINE TROPINE);PubMed;NORMAN:(NS00015118);COCONUT:(CNP0346043 CNP0418085);KNApSAcK:(2306);Natural Products:(UNPD102697 UNPD44575);PubChem:(8424 449293 5035233 6101956 5320764 6931969 6931971 10057592 11859618 10441810 21766117 21766118 56988168 91135620 101051237);CHEBI:(15742 57493 57554 15884);PubChem class - bio and metabolites;KEGG:(C00729 C02066);PubChem class - safety and toxic;Training Set;Biocyc:(PSEUDOTROPINE TROPINE)	88009078	124.1118049621582	191.94753599999999	3120_mapp_batch_00110_sirius_3456	3456
205	1	1	2	2	0.7161069213579441	-7.996866820193064	0.9999999999999999	45.25829225207347	C20H18O10	[M + H]+	RNVUDWOQYYWXBJ	InChI=1S/C20H18O10/c21-9-3-1-8(2-4-9)18-19(30-20-17(27)15(25)12(24)7-28-20)16(26)14-11(23)5-10(22)6-13(14)29-18/h1-6,12,15,17,20-25,27H,7H2	Kaempferol 3-xyloside	C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O	0.800000012	5481882;11625890;10223753;14749097;22838903;21310440;44258911;44258912;72193724;89864333;92980216;139033617	SuperNatural:(SN00028489 SN00038888 SN00374326 SN00249681 SN00255811 SN00160769);ZINC bio:(ZINC31155769 ZINC38396388);additional;MeSH:(5481882);PubMed;COCONUT:(CNP0135445 CNP0340474);KNApSAcK:(5133);Natural Products:(UNPD3310 UNPD98064 UNPD131520 UNPD170395 UNPD106859 UNPD146360);PubChem:(5481882 11625890 10223753 14749097 22838903 21310440 44258911 44258912 72193724 89864333 92980216 139033617);YMDB Mine;CHEBI:(76294 76272 136619);KEGG:(C20727);Training Set;Biocyc:(CPD-13436 CPD-15540)	34363468150	419.09771728515625	191.090772	2206_mapp_batch_00110_sirius_2469	2469
206	1	1	2	2	0.7160146756434863	-19.977884827197478	0.9999999999999999	53.58377061981503	C8H15NO	[M - H2O + H]+	CYHOMWAPJJPNMW	InChI=1S/C8H15NO/c1-9-6-2-3-7(9)5-8(10)4-6/h6-8,10H,2-5H2,1H3	Tropanol	CN1C2CCC1CC(C2)O	0.800000012	8424;449293;5035233;6101956;5320764;6931969;6931971;10057592;11859618;10441810;21766117;21766118;56988168;91135620;101051237	SuperNatural:(SN00117505 SN00229406);ZINC bio:(ZINC00158421 ZINC12339607);additional;MeSH:(8424 449293 6101956);Plantcyc:(PSEUDOTROPINE TROPINE);PubMed;NORMAN:(NS00015118);COCONUT:(CNP0346043 CNP0418085);KNApSAcK:(2306);Natural Products:(UNPD102697 UNPD44575);PubChem:(8424 449293 5035233 6101956 5320764 6931969 6931971 10057592 11859618 10441810 21766117 21766118 56988168 91135620 101051237);CHEBI:(15742 57493 57554 15884);PubChem class - bio and metabolites;KEGG:(C00729 C02066);PubChem class - safety and toxic;Training Set;Biocyc:(PSEUDOTROPINE TROPINE)	88009078	124.11182022094727	175.431624	308_mapp_batch_00110_sirius_350	350
207	1	1	2	2	0.7143917741720403	-11.684860026540358	0.9999999999999999	72.02000789031565	C7H11NO3	[M + H]+	GNMSLDIYJOSUSW	InChI=1S/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)	Acetylproline	CC(=O)N1CCCC1C(=O)O	-0.103671774	66141;719436;322640;6927011;6927012;17788000;101339244;129852490	HMDB:(94701);SuperNatural:(SN00001074 SN00001075);ZINC bio:(ZINC00119664 ZINC00119667);MeSH:(66141 322640);PubMed;NORMAN:(NS00041126);COCONUT:(CNP0287531 CNP0339539);PubChem:(66141 719436 322640 6927011 6927012 17788000 101339244 129852490);CHEBI:(21560 44272);PubChem class - bio and metabolites;PubChem class - safety and toxic;YMDB:(833);Training Set	87384174	158.08126831054688	105.60610799999999	663_mapp_batch_00110_sirius_768	768
208	1	1	2	2	0.712593734211632	-40.54986792033375	0.9999999999999999	27.05833388002321	C16H21NO3	[M - H2O + H]+	ATKYNAZQGVYHIB	InChI=1S/C16H21NO3/c18-10-15(11-4-2-1-3-5-11)16(19)20-14-8-12-6-7-13(9-14)17-12/h1-5,12-15,17-18H,6-10H2	Norhyoscyamine	C1CC2CC(CC1N2)OC(=O)C(CO)C3=CC=CC=C3	2.20676899	64696;64701;10731100;12442859;12442861;9970624;59838152;118100546	SuperNatural:(SN00284262 SN00226009 SN00156571);ZINC bio:(ZINC02020510 ZINC14823926);additional;MeSH:(64696 64701 12442859);PubMed;COCONUT:(CNP0050678 CNP0307229);KNApSAcK:(2297);Natural Products:(UNPD64576 UNPD74978);PubChem:(64696 64701 10731100 12442859 12442861 9970624 59838152 118100546);CHEBI:(7631);KEGG:(C10862);Training Set	3727734	258.1490173339844	230.438508	856_mapp_batch_00110_sirius_984	984
209	1	1	2	2	0.712497519770001	-55.72877097852258	0.9999999999999999	40.20176016315966	C17H35NO2	[M - H2O + H]+	RBEJCQPPFCKTRZ	InChI=1S/C17H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(20)16(18)15-19/h13-14,16-17,19-20H,2-12,15,18H2,1H3	C17 Sphingosine	CCCCCCCCCCCCC=CC(C(CO)N)O	4.69999981	3247036;5283557;14767873;53394031;71581052;95065736;91746221;124511057	COCONUT:(CNP0224815);Natural Products:(UNPD10613);PubChem:(3247036 5283557 14767873 53394031 71581052 95065736 91746221 124511057);SuperNatural:(SN00275491);CHEBI:(74220 74166);additional;Training Set;PubMed	3719266	268.26458740234375	557.230356	3140_mapp_batch_00110_sirius_3477	3477
210	1	1	2	5	0.7121368725774313	-317.39165095664015	0.8291457286432161	27.391802224805765	C42H52N2O9	[M - H2O + H]+	YITGJNBXENDXFQ	InChI=1S/C42H52N2O9/c1-7-21-33(46)41(3,4)35-25-19-15-12-13-17-23-30(45)27-38-44-32(29-51-38)40(49)53-36(42(5,6)34(47)22-8-2)24-18-14-10-9-11-16-20-26-37-43-31(28-50-37)39(48)52-35/h7-23,26,28-30,33-36,45-47H,24-25,27H2,1-6H3	null	CC=CC(C(C)(C)C1CC=CC=CC=CC=CC2=NC(=CO2)C(=O)OC(CC=CC=CC=CC(CC3=NC(=CO3)C(=O)O1)O)C(C)(C)C(C=CC)O)O	9.19999981	10462642;22829373;42617730;139587265	COCONUT:(CNP0267794);Natural Products:(UNPD140142);PubChem:(10462642 22829373 42617730 139587265);SuperNatural:(SN00357165)	3178498	711.3609924316406	235.292214	1373_mapp_batch_00110_sirius_1560	1560
211	1	1	2	4	0.7107241113374367	-152.15167146539116	0.4683417085427136	4.448857634248194	C8H16N2O3S2	[M - H2O + H]+	RHJXZAWQBJGJJP	InChI=1S/C8H16N2O3S2/c1-14-4-2-3-7(10-13)15-5-6(9)8(11)12/h6,13H,2-5,9H2,1H3,(H,11,12)	S-(4-methylthiobutylhydroximoyl)-L-cysteine	CSCCCC(=NO)SCC(C(=O)O)N	-1.70000005	46173872;91820133;139031736	PubChem:(46173872 91820133 139031736);CHEBI:(80983);PubChem class - bio and metabolites;KEGG:(C17242);Plantcyc:(CPD-7546);Biocyc:(CPD-7546)	16910626	235.0566864013672	34.4166672	801_mapp_batch_00110_sirius_920	920
212	1	1	2	2	0.7077045781461729	-187.61815623891977	0.9999999999999999	50.128189385190346	C13H21NO5	[M + H]+	UEASBNMLRVSIRE	InChI=1S/C13H21NO5/c1-7(8(2)16)13(18)19-11-3-4-14-5-10(17)9(6-15)12(11)14/h7,9-12,15,17H,3-6H2,1-2H3	null	CC(C(=O)C)C(=O)OC1CCN2C1C(C(C2)O)CO	0.100000001	91753677;137796490	COCONUT:(CNP0303152);Natural Products:(UNPD97800);PubChem:(91753677 137796490);SuperNatural:(SN00397343)	3178498	272.1490173339844	84.542976	1691_mapp_batch_00110_sirius_1914	1914
213	1	2	2	5	0.7060849709937573	-225.8061671833247	0.9050251256281406	13.554001367140001	C21H31N7O7	[M + H]+	ARNGIGOPGOEJCH	InChI=1S/C21H31N7O7/c22-13(7-4-8-25-21(23)24)18(32)26-11-16(29)27-14(10-17(30)31)19(33)28-15(20(34)35)9-12-5-2-1-3-6-12/h1-3,5-6,13-15H,4,7-11,22H2,(H,26,32)(H,27,29)(H,28,33)(H,30,31)(H,34,35)(H4,23,24,25)	Rgdf peptide	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCN=C(N)N)N	-2.11060023	3080994;44296692;44364493;44370069	MeSH:(3080994);PubChem:(3080994 44296692 44364493 44370069);PubMed	70	494.23443603515625	49.07421	444_mapp_batch_00110_sirius_513	513
214	1	1	2	2	0.7056842343554937	-58.84548674485621	0.9999999999999999	52.564841468322946	C18H25NO5	[M - H2O + H]+	DJIVYOZJUUNZBB	InChI=1S/C18H25NO5/c1-19-12-5-6-13(19)10-14(9-12)24-18(20)11-7-15(21-2)17(23-4)16(8-11)22-3/h7-8,12-14H,5-6,9-10H2,1-4H3	Oprea1_408571	CN1C2CCC1CC(C2)OC(=O)C3=CC(=C(C(=C3)OC)OC)OC	2.9000001	667778;2836879;3301107;7438129;7438132;11904355	COCONUT:(CNP0295370);Natural Products:(UNPD165379);PubChem:(667778 2836879 3301107 7438129 7438132 11904355);SuperNatural:(SN00321366);ZINC bio:(ZINC12416699);additional;Training Set;PubMed	3727426	318.1693420410156	184.12219199999998	1947_mapp_batch_00110_sirius_2196	2196
215	1	1	2	2	0.7050907572526854	-173.28012738681045	0.9999999999999999	43.512734102605634	C13H21NO5	[M + H]+	UEASBNMLRVSIRE	InChI=1S/C13H21NO5/c1-7(8(2)16)13(18)19-11-3-4-14-5-10(17)9(6-15)12(11)14/h7,9-12,15,17H,3-6H2,1-2H3	null	CC(C(=O)C)C(=O)OC1CCN2C1C(C(C2)O)CO	0.100000001	91753677;137796490	COCONUT:(CNP0303152);Natural Products:(UNPD97800);PubChem:(91753677 137796490);SuperNatural:(SN00397343)	3178498	272.14892578125	124.71396	2485_mapp_batch_00110_sirius_2779	2779
216	1	1	2	2	0.7049965058510081	-4.779295235829419	0.9999999999999999	27.014040649320876	C8H8O3	[M + H]+	OSWPMRLSEDHDFF	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3	Analgit	COC(=O)C1=CC=CC=C1O	1.30729675	4133;12196098;11378589;16216930;21972286;129849694;129851308;134915257	HMDB:(34172);PubChem class - food;SuperNatural:(SN00116756);ZINC bio:(ZINC00000490);additional;HSDB:(119-36-8);MeSH:(4133);Plantcyc:(CPD-6442);PubMed;NORMAN:(NS00008765);COCONUT:(CNP0320906);KNApSAcK:(30767);Natural Products:(UNPD114370);PubChem:(4133 12196098 11378589 16216930 21972286 129849694 129851308 134915257);CHEBI:(31832);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C12305);PubChem class - safety and toxic;YMDB:(1370);Training Set;PubChem class - drug;Biocyc:(CPD-6442 B-DARA-HEX-2:6_2:KETO)	17435716478	153.0546112060547	163.15389	2130_mapp_batch_00110_sirius_2389	2389
217	1	4	1	5	0.7045905011777386	-398.4928009129616	0.02613065326633166	20.672373809616733	C29H45NO9	[M + Na]+	SQGYKNDGZPDTBW	InChI=1S/C29H45NO9/c1-6-39-27(36)29(38,28(5,37)26(34)35)18-22(4)14-8-12-20(2)10-7-11-21(3)13-9-15-23-16-17-30(25(23)33)19-24(31)32/h10,13,16,22,37-38H,6-9,11-12,14-15,17-19H2,1-5H3,(H,31,32)(H,34,35)	ircinialactam D	CCOC(=O)C(CC(C)CCCC(=CCCC(=CCCC1=CCN(C1=O)CC(=O)O)C)C)(C(C)(C(=O)O)O)O	4.19999981	46886222	COCONUT:(CNP0113224);Natural Products:(UNPD94257);PubChem:(46886222);SuperNatural:(SN00386815);PubMed	3178562	574.2967529296875	129.087054	2290_mapp_batch_00110_sirius_2563	2563
218	1	1	2	2	0.7044005420460533	-24.380068124198626	0.9999999999999999	58.771256250318054	C8H15NO	[M - H2O + H]+	CYHOMWAPJJPNMW	InChI=1S/C8H15NO/c1-9-6-2-3-7(9)5-8(10)4-6/h6-8,10H,2-5H2,1H3	Tropanol	CN1C2CCC1CC(C2)O	0.800000012	8424;449293;5035233;6101956;5320764;6931969;6931971;10057592;11859618;10441810;21766117;21766118;56988168;91135620;101051237	SuperNatural:(SN00117505 SN00229406);ZINC bio:(ZINC00158421 ZINC12339607);additional;MeSH:(8424 449293 6101956);Plantcyc:(PSEUDOTROPINE TROPINE);PubMed;NORMAN:(NS00015118);COCONUT:(CNP0346043 CNP0418085);KNApSAcK:(2306);Natural Products:(UNPD102697 UNPD44575);PubChem:(8424 449293 5035233 6101956 5320764 6931969 6931971 10057592 11859618 10441810 21766117 21766118 56988168 91135620 101051237);CHEBI:(15742 57493 57554 15884);PubChem class - bio and metabolites;KEGG:(C00729 C02066);PubChem class - safety and toxic;Training Set;Biocyc:(PSEUDOTROPINE TROPINE)	88009078	124.11210632324219	228.332772	566_mapp_batch_00110_sirius_655	655
219	1	1	2	2	0.7039225174596989	-7.528009105815391	0.9999999999999999	56.24529664529072	C17H23NO3	[M - H2O + H]+	RKUNBYITZUJHSG	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3	Daturine	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3	2.4876864	3661;25817;64692;637577;638022;154417;174174;3819933;5318386;6321299;6325383;6334600;6542157;6921704;6931560;6999113;12057539;10017172;10924272;10062878;11779050;11781260;11822450;10379698;10402034;21608699;44224297;54272005;71313530;78358485;76973593;76973603;87502387;91607119;118655007;118655010;118655011;118655012;118655013;118655018;118655024;118655026;121356386;124016034	HMDB:(14568 14712);SuperNatural:(SN00258809 SN00345628);ZINC bio:(ZINC00000056 ZINC00057173 ZINC12358661 ZINC12503096);additional;HSDB:(101-31-5 51-55-8 13269-35-7);MeSH:(3661 64692 154417 174174 637577 5318386 6931560);Plantcyc:(ATROPINE L-HYOSCYAMINE);PubMed;NORMAN:(NS00008542);COCONUT:(CNP0231295);KNApSAcK:(2277);Natural Products:(UNPD114126 UNPD37492);PubChem:(3661 25817 64692 637577 638022 154417 174174 3819933 5318386 6321299 6325383 6334600 6542157 6921704 6931560 6999113 12057539 10017172 10924272 10062878 11779050 11781260 11822450 10379698 10402034 21608699 44224297 54272005 71313530 78358485 76973593 76973603 87502387 91607119 118655007 118655010 118655011 118655012 118655013 118655018 118655024 118655026 121356386 124016034);CHEBI:(91877 16684 94601 58164 92712 57858 48882 104243 78734 17486);PubChem class - bio and metabolites;KEGG:(C01479 C02046);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(L-HYOSCYAMINE)	121564030	272.1643981933594	220.10407800000002	2038_mapp_batch_00110_sirius_2291	2291
220	1	1	2	2	0.7038988295802721	-17.972545861078178	0.9999999999999999	36.04206646744444	C17H23NO4	[M + H]+	WTQYWNWRJNXDEG	InChI=1S/C17H23NO4/c1-18-12-7-13(9-15(18)16(20)8-12)22-17(21)14(10-19)11-5-3-2-4-6-11/h2-6,12-16,19-20H,7-10H2,1H3	anisodamine	CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3	1.54956329	2198;64704;183088;1767474;906762;929216;1403491;1403492;439976;442993;5701991;3949820;7040178;5459777;6571525;6710677;6918612;10017971;11860513;11865000;22525014;25028101;40542655;51026956;46878373;50930264;71587892;73012293;71711121;73440795;71761052;76965511;86308943;91746610;98072234;100817658;101995422;124717432;124717433;126969949;129628892;129846196;134693125;131954667;139033153	SuperNatural:(SN00064235 SN00002768 SN00248076 SN00265177 SN00046131 SN00294472);ZINC bio:(ZINC00488597 ZINC01280399 ZINC02112569 ZINC03197739 ZINC03871565 ZINC05525710 ZINC05525712);additional;MeSH:(2198 64704 183088 442993 5701991 6710677 6918612 51026956 129628892 134693125);Plantcyc:(CPD-2202);PubMed;COCONUT:(CNP0070040 CNP0253722);KNApSAcK:(2274);Natural Products:(UNPD48485 UNPD197108 UNPD100008);PubChem:(2198 64704 183088 1767474 906762 929216 1403491 1403492 439976 442993 5701991 3949820 7040178 5459777 6571525 6710677 6918612 10017971 11860513 11865000 22525014 25028101 40542655 51026956 46878373 50930264 71587892 73012293 71711121 73440795 71761052 76965511 86308943 91746610 98072234 100817658 101995422 124717432 124717433 126969949 129628892 129846196 134693125 131954667 139033153);CHEBI:(15645 2735 57459);PubChem class - bio and metabolites;KEGG:(C03325 C10842);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-2202)	121301366	306.17022705078125	156.658002	1270_mapp_batch_00110_sirius_1445	1445
221	1	1	2	2	0.7036495248015843	-29.431516899875025	0.9999999999999999	27.94529374496338	C17H23NO4	[M - H2O + H]+	WTQYWNWRJNXDEG	InChI=1S/C17H23NO4/c1-18-12-7-13(9-15(18)16(20)8-12)22-17(21)14(10-19)11-5-3-2-4-6-11/h2-6,12-16,19-20H,7-10H2,1H3	anisodamine	CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3	1.54956329	2198;64704;183088;1767474;906762;929216;1403491;1403492;439976;442993;5701991;3949820;7040178;5459777;6571525;6710677;6918612;10017971;11860513;11865000;22525014;25028101;40542655;51026956;46878373;50930264;71587892;73012293;71711121;73440795;71761052;76965511;86308943;91746610;98072234;100817658;101995422;124717432;124717433;126969949;129628892;129846196;134693125;131954667;139033153	SuperNatural:(SN00064235 SN00002768 SN00248076 SN00265177 SN00046131 SN00294472);ZINC bio:(ZINC00488597 ZINC01280399 ZINC02112569 ZINC03197739 ZINC03871565 ZINC05525710 ZINC05525712);additional;MeSH:(2198 64704 183088 442993 5701991 6710677 6918612 51026956 129628892 134693125);Plantcyc:(CPD-2202);PubMed;COCONUT:(CNP0070040 CNP0253722);KNApSAcK:(2274);Natural Products:(UNPD48485 UNPD197108 UNPD100008);PubChem:(2198 64704 183088 1767474 906762 929216 1403491 1403492 439976 442993 5701991 3949820 7040178 5459777 6571525 6710677 6918612 10017971 11860513 11865000 22525014 25028101 40542655 51026956 46878373 50930264 71587892 73012293 71711121 73440795 71761052 76965511 86308943 91746610 98072234 100817658 101995422 124717432 124717433 126969949 129628892 129846196 134693125 131954667 139033153);CHEBI:(15645 2735 57459);PubChem class - bio and metabolites;KEGG:(C03325 C10842);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-2202)	121301366	288.15919494628906	163.55969399999998	2092_mapp_batch_00110_sirius_2346	2346
222	1	1	2	2	0.7014207093536076	-107.08954308996479	0.9999999999999999	158.8053634150988	C13H25NO3	[M - H2O + H]+	HEUQYIQQCNOXOG	InChI=1S/C13H25NO3/c1-2-3-4-5-6-7-8-9-10-12(15)14-11-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	acylglycine C:11	CCCCCCCCCCC(=O)NCC(=O)O	3.79999995	454092	COCONUT:(CNP0135234);HMDB:(13286);PubChem:(454092);PubMed;CHEBI:(74438)	2097258	226.17945861816406	291.093252	1847_mapp_batch_00110_sirius_2087	2087
