row ID,row m/z,row retention time,202404241651_EB_dbgi_003163_01_01.mzML Peak area,202404241651_EB_dbgi_003169_01_02.mzML Peak area,202404241651_EB_dbgi_003173_01_01.mzML Peak area,202404241651_EB_dbgi_003186_01_01.mzML Peak area,202404241651_EB_dbgi_003190_01_01.mzML Peak area,202404241651_EB_dbgi_003194_02_01.mzML Peak area,202404241651_EB_dbgi_003200_01_01.mzML Peak area,202404241651_EB_dbgi_003206_01_01.mzML Peak area,202404241651_EB_dbgi_003210_02_01.mzML Peak area,202404241651_EB_dbgi_mapp_QC_01.mzML Peak area,202404241651_EB_dbgi_mapp_QC_02.mzML Peak area,202404241651_EB_dbgi_mapp_QC_03.mzML Peak area,202404241651_EB_dbgi_mapp_QC_04.mzML Peak area,202404241651_EB_dbgi_mapp_QC_05.mzML Peak area,202404241651_EB_dbgi_mapp_QC_06.mzML Peak area,202404241651_EB_dbgi_mapp_blk_01.mzML Peak area,202404241651_EB_dbgi_mapp_blk_02.mzML Peak area,202404241651_EB_dbgi_mapp_blk_post01.mzML Peak area,202404241651_EB_dbgi_mapp_blk_post02.mzML Peak area,202404241651_EB_dbgi_mapp_blk_post03.mzML Peak area,202404241651_EB_dbgi_mapp_blk_pre01.mzML Peak area,202404241651_EB_dbgi_mapp_blk_pre02.mzML Peak area,202404241651_EB_dbgi_mapp_blk_pre03.mzML Peak area,
237,599.4099457159729,9.296169852380954,6403850.170496303,6293426.61574107,6888742.277807576,6939881.36805657,4213116.13083815,4733686.5588883385,1.5492691688131278E7,1.8750394991833955E7,1841552.503707227,6018990.190736734,7743667.197915681,7776854.446383823,8285817.63078297,7770367.6264200285,7022534.421365098,0,0,11270.397131657306,3429.2032099805683,3637.2881877054606,25636.355986754414,1172.8041719501607,1021.3401351562449,
238,191.14266924097916,3.4906029652173913,2009532.5163224041,1772168.3555393477,1464477.702913663,481679.1520183942,2269557.5624414417,6200822.811839944,1.2784879479319107E7,2343338.988001515,1815950.268449161,3168721.9612633875,2985425.385624627,3203124.762831419,3029364.3002543505,3238326.566543594,3271478.898485286,580.8013520888637,1099.1900879326338,3564.956607881813,1676.7422118500817,3338.03473002752,4156.232502572707,3738.134595464365,2701.5970412225956,
239,291.0863044903908,2.267601581818182,1850431.5847629365,4.2602536690252475E7,7212890.7270690305,1442592.9785865906,4485714.522050047,7.975270798653238E7,4882456.129036472,4.6672183504086666E7,4597800.145588894,2.1813900941488653E7,2.3022604632196378E7,1.9327175871567793E7,2.0086898272927284E7,2.3014598587715868E7,1.9908414207626466E7,0,2246.7363494919364,5438.2104564074625,3086.9638570814063,2641.5467040995973,667.6075700683348,1642.7986134850873,1056.4206088601043,
240,820.5923195392977,11.250175217391304,7383111.950561566,7378879.6691486975,6147074.025027732,4887688.050396625,6255642.170288493,8140681.373271573,7331936.057486769,8215157.72820474,8490452.211238444,8643751.704487808,7521970.082548066,6424309.668156371,5540253.866220003,7199873.988217565,8548207.01976712,18839.112839444326,90153.19385612731,900126.055499407,679249.5882599727,688435.5284106004,1327607.6136562093,342694.12452691194,810838.0833282399,
241,533.1548373044192,0.6225796335714284,5071185.77154477,36956.66628416424,3944133.410241396,3380723.8667918956,2689275.766765339,9147205.097140843,4736551.682196152,6176166.08918936,0,3441608.2462052894,3000573.277283133,3518686.241948931,4051026.5060140947,3012566.011782337,3041584.647313284,0,0,0,0,0,0,0,0,
242,631.126142981912,3.2437200642857147,1982310.3482167597,4178.662921694096,6781.969739648448,4066414.488581771,3842844.644183957,29482.951330149437,0,2788981.799375047,4210.647368933282,1896185.5207047898,1714315.7670368361,1825780.9654446212,1752747.1964620587,1736996.524981027,1546231.8761706944,0,0,0,0,0,0,0,0,
243,565.4041756424249,9.032132782352942,2317735.076886029,1730951.0920161067,2947519.8620758993,1274185.6080769137,896021.3275235454,1277781.301932896,538602.1225467076,1987067.2336218534,1266349.3219504305,1943971.8995635218,1960001.701662786,1877134.656164964,1770573.62801309,1941721.0333605616,1844679.1854560308,0,0,3184.420623456229,0,0,0,760.1671447141712,0,
244,510.16027810652173,3.07845409375,3588905.5296916715,51670.49448674402,746731.6942495796,4198772.221986006,3377800.3079289147,3204643.2675405513,224345.0909938478,73595.3721718623,2019764.9867812074,2393998.839894549,2087687.191852217,2318242.357584802,2172860.346197317,2600931.3957283157,2512960.480443236,0,0,551.7590260180491,0,0,0,0,0,
245,615.4975741162713,11.60825988888889,2586449.508157222,2361934.467336273,1927916.0978005426,926270.5418380218,732123.7757349403,2234490.455910868,3905689.299848763,2965774.9921347033,1231849.7120057896,2410944.9276286056,2303022.6377894003,1898686.7770255876,1591490.6713202414,2482667.2592258784,2425558.535374066,0,0,44513.33415550677,0,0,19129.42027007862,0,7299.947740605912,
246,409.27313463725744,8.199647599999997,3915071.63592845,2014436.239467804,3599204.2308304515,2133802.4744498567,2012065.4432976523,2976222.211143887,2950939.8704486666,2980092.1969261193,973245.6671690467,2584950.8410459785,3435884.516972022,3305655.7780580586,3448305.496413411,3492168.0121333245,2746054.921600026,554.4656660156315,0,3778.1900615432187,3557.388388979454,2653.1029495035,194321.68944075212,2079.368644727098,2765.3403038862016,
247,537.5359436866981,10.785156956521739,6570529.866804596,6124495.570427735,2.3817994197865356E7,2.6720317061578535E7,2.8483400101686306E7,1.4683729619114878E7,4946566.647418644,3832935.7606721306,5707076.816943001,1.4927676649874985E7,1.5971014780529866E7,5188054.23421262,2.4066522587078627E7,2.304502598932531E7,2.705843172432512E7,2.4393207872175064E7,3.380775537487891E7,8975887.637879776,2.544950157017277E7,1.6572356622270213E7,2.2006441044922292E7,2.564097895392051E7,3.9529746735502474E7,
248,637.2646304953314,10.06136412173913,2780306.114981442,543469.0640427822,601955.9297028601,956545.7499614324,1165564.4058618539,100649.9223784282,803128.2929194936,104523.93488220911,36840.2803351022,685102.2129313953,779485.518934603,803267.329312964,712048.7214905985,874682.3447894471,870317.5773520978,670.9426889647208,636.0229471436016,11040.259048250044,5801.000902113242,13050.350176230197,2078.5548213573006,3289.8140173790566,839.3196864550623,
249,163.0599918879414,0.6370594586956522,1.141101834669393E7,8893355.227381648,1.0108436951023413E7,7465763.312795085,7056331.835126164,1.7092270422222007E7,1.5951206630704168E7,1.7167202214014586E7,6111335.727720774,1.1628334039129764E7,1.1478982022480292E7,1.1630917960881887E7,1.1012118659241976E7,1.1305810975790735E7,1.1782558412035666E7,963.3765400126471,23338.704404902088,51145.663776026006,78251.93502285596,44659.27593719328,17188.25811601936,23615.189152575666,55467.880688674806,
250,210.06066949133293,0.7904768513043477,1.4454879986586398E7,1.650148907381567E7,1.0616017565923648E7,1.754323945707307E7,1.0014396847377079E7,1.4770829446702685E7,2.1345586490072623E7,2.0802103522511657E7,9991577.018288113,1.5006146330430515E7,8718296.703579046,1.6757444801706368E7,9914865.009883752,1.6144994833883684E7,1.5235978114623992E7,4460.21913651937,3424.7420824483133,1525.3712665332928,2062.2402050282253,1435.3776555439495,7095.881015335392,3177.8875862624845,1856.786808221634,
251,782.568348571143,9.941172213043476,7348922.250142458,1.0134429849332102E7,7893418.247033491,2894693.7221878795,8073976.82172466,5210066.500649595,6290607.570209878,1.2566417324766565E7,3453500.463256836,1297.213875849563,7221336.689439713,7626939.405171012,1.2141934748147996E7,1.0070978593061E7,1.5609603034442635E7,8665.512597542214,2246.1730235762197,1.0065883703649236E7,466917.4023762398,65761.58597894158,12930.465340371777,710352.6958485746,25091.14355530199,
252,407.13383910190913,3.8893698266666665,1994414.2290476128,5249.46294851517,3282.5277619394546,1910031.0069291475,1418138.9865572369,33804.14719519927,1005.4228514414193,4218.132033479005,8733.83639350051,706715.9043932171,685072.8894053303,659897.7577259155,673180.5842628534,699895.8067946223,679126.4331497964,0,0,0,0,0,0,0,0,
253,482.2595128334427,3.1925117,2245328.487424335,392246.3466373847,95959.02604478315,488647.35703085363,228600.28176498655,75854.60258736397,2329229.3457148178,1297006.6727349586,573039.6882622441,667345.2407853534,661015.7244842964,617347.4788772118,534438.3856987703,668731.4051965141,634132.9143800685,0,0,0,0,0,0,0,0,
254,311.1851859714674,6.105242278260871,2580879.546987807,2622019.178431648,2553600.7863648417,2577253.14690658,2587228.7725113165,2558637.5445431834,2412911.7878127987,2574552.88977709,2198897.924295352,2610199.149037275,2618961.632094992,2747921.3128952743,2661304.3769905055,2640410.2711456656,2468291.4120527254,2971742.1195788486,2526623.5336945793,2443952.3639062163,2494940.24495245,2409957.966596077,9377881.912667697,3622580.714954596,3255222.076704269,
255,518.3244742301483,7.003056486956521,2008525.3886319979,438570.48969725834,5953685.514458007,342153.14441882423,658672.4333473574,475249.27570350096,522980.0951084263,350076.6591224099,176292.2781370259,1318276.6208473668,1304980.0668502976,1300784.6132212116,1239577.545470968,1282367.497462858,1269645.425280988,395.07817499195806,467.27784565576474,5836.536778808946,3098.7795469834355,4578.890492803007,35261.16728309762,962.3487908057398,1016.1281160764979,
256,216.95059798997497,0.5161403773913044,3888184.94751869,64739.775159998826,4466741.3633632,3245774.064161991,2737054.1574266087,4858265.925313863,3006073.148824644,7629091.3576663295,25085.89285100211,3555019.0331182606,3729129.352275104,3825125.681099054,3665445.3457332365,3455237.344390387,3165636.7610302996,2000.1828274309555,3187.2551284292567,3862.6219565799606,950.6478207946323,2102.6044309483877,2070.2310378567645,1838.9934182700408,1438.4688727296334,
257,278.2476965967458,6.770606676190477,4368107.866195943,4388508.009741846,3673988.4362241877,3890543.2376728416,3403916.640953754,3144983.7727326117,2284516.8228110336,3207549.2042282517,3209565.5442755963,3922849.1527157463,3917484.663469591,3926613.423072805,3772189.02951785,4039533.715303385,3918120.253434783,352695.7689539338,311023.25056903483,1836.3851513033378,516.3180200514853,681.7103928222072,11969.748102497857,0,0,
258,389.178738926555,2.414815386363636,2298201.8476864584,892504.3969026991,1005263.8581800513,208551.56591440065,349948.32690635,81948.98154670464,1073407.6631388084,126246.71584195239,218599.33337892184,640268.6152711029,600607.8826522678,643190.6475326271,606501.3017993052,651091.8000868533,617449.3127099072,0,22283.991414013082,22520.658718943097,10701.92943192998,5827.971008422884,733.2251604418939,2972.7317504823923,1136.3470979762221,
259,301.0337826252965,3.343240394444445,2674437.622686939,557843.8717956193,193054.73268459455,2267246.5945678577,2781229.8672312,4724445.357351363,766061.6203285317,239729.59122807227,6416800.381023655,2115894.759182082,2142887.2383988267,2112334.885236851,2216243.6501903506,2484281.209769191,2197956.343007236,0,0,16250.97090634941,1460.3739883461983,1375.9971747165841,0,0,0,
260,543.3140664292164,4.6802073,3569105.6989303804,27699.113814829103,414259.86360149266,443491.59230772435,2542843.6110735354,22090.66415887007,81470.0946229832,14730.528221395041,94147.61531689257,448009.51015169785,477000.79867397074,501188.35926721286,507882.07820594433,509112.1764178608,451432.80300476647,0,0,0,0,0,0,0,0,
261,249.0462423897982,0.5655341833333333,2609646.107675961,546624.1054751101,3420464.8158068806,1239354.341343325,1338949.5097443254,3400298.9432193562,3582089.4699255973,3064418.476965988,147424.3713887804,2604730.6711782403,2601977.3644820233,2596037.3193417164,2419063.876790453,2521329.0864507854,2471049.62905562,0,0,5860.846441720911,26729.05711149588,24207.19986781423,2553.9469388994366,34080.153267027876,5975.6689159489815,
262,769.4860851305959,10.839135217391306,1353894.0895432173,51251.39595538878,47862.43812258424,1476521.8901758643,1878847.341905153,1131433.3010547594,679022.2139156916,458711.32892936753,131707.6118144546,705066.9156073983,614921.0241514437,1178061.1458998602,403037.7076433253,580934.3140968666,533422.7045197154,1605.1022992527128,14446.992178212633,222292.33341861592,192459.25020398866,191117.38773456923,286979.83392925875,137864.6534695288,228134.0230807686,
263,397.183134443495,3.6808442666666665,932155.7105333565,100713.59824071512,166345.31990613925,181029.45016987427,172145.97028632407,26089.35593842983,1785350.6941845766,13284.91078018359,446399.86752299964,235716.1821143894,420621.6047543687,316362.09960521833,285213.4599150777,252340.75238034324,251887.85549131548,0,0,0,0,0,0,0,0,
264,374.1447733692208,2.5759488045454546,1870137.7211647462,1674316.4258446381,677042.7666490297,1517455.951126362,1484149.0364286315,1866829.4138523256,1160837.2054426903,1369096.4640456568,569520.4852977217,1307938.5021701662,1231416.813453795,1189013.4624981221,1126531.2818945183,1291888.0428569838,1189981.5929196524,0,1099.448318416987,13598.113410323307,11155.998403256464,13043.174027378895,14514.506630936294,15478.193557196826,13389.332900553947,
265,951.1787333424885,3.08290445,4498936.468594417,5762.3946016113405,159424.72953637503,5088100.14841366,3596662.1002104487,742364.370801822,48926.383583859366,16274.892887978045,430737.97855448537,644785.3441818611,627176.888643843,533221.9502532693,596836.6438382012,642378.4461679906,591549.6965861551,0,0,447.85232954734715,0,0,0,0,0,
266,525.1661657908606,0.61945215,5402384.049490434,879814.3218525179,1624480.0136691544,1564951.1177414134,1294601.701809813,4724558.855486934,4168744.0459957686,5094120.178797222,64307.331468597695,3045346.5888494877,2782647.7335126027,3182793.6085534217,3541923.3671899377,2740345.237865457,2965553.1016906756,0,0,0,0,0,0,0,0,
267,573.0846866233718,3.243082406666667,1739317.8097216405,0,43660.655821546956,3912992.347877797,4097579.769561547,1.5740119057126507E7,45185.50512544612,137970.09907337042,17906.631403315307,3472026.9796208097,3134879.1878028405,3431826.2218750636,3334247.4890358225,3361083.2712174947,3140898.6000809525,0,0,1743.2106218723131,0,0,0,0,0,
268,559.518940637982,8.748173428571429,2229702.951662146,1369947.4177423746,2174228.1213065227,1210265.9928885824,1498072.34555113,1443333.994875474,1460640.778978521,1481947.8923726385,1665655.2378392408,1655225.7064809743,1625019.7329785542,1781748.2108227008,1580699.4988304444,1732775.9862195922,1790817.0150042432,2706.208697806665,2808.045962942015,0,510.6777790858556,695.333235738218,0,680.2081029059685,750.2579868164152,
269,198.94008592562156,0.5194444239130435,3329744.9843382784,43002.950914808855,3543288.694217761,2367635.9390885793,1865877.9302744898,3913337.765838357,2247390.5148050524,6687473.708762992,26032.965090742124,2792065.8932428746,2676956.4477750007,2764892.3019322706,2599080.881142459,2703802.386449723,2445080.3281213962,608.4738038913567,2688.6939072597047,1009.4607937615733,1027.063414372038,694.8890676338406,607.2485715763203,1395.46797042305,1351.4287776653339,
270,308.29414897531706,9.525732117391303,2239697.802713746,1682548.782071252,1930856.7695296735,1351165.3178653074,1528458.1709334005,1430564.6986353705,1686188.3559634215,1491333.06476485,1541557.9300646428,1643795.3107843094,1959434.5978876103,1838668.3270097866,1776799.0891735933,1751755.060712546,1666585.9220867867,1024.3379911377388,2406.5392659609984,2806.232538321654,794.127860378163,560.0755627441472,27219.554077533765,2314.1433061157504,813.3488255551897,
271,431.3844133230677,9.698909513043477,2486642.2096322686,1303225.815486058,335442.66758276214,1991400.191485812,2806755.4779697093,2546010.3547940333,667078.3944547013,4000920.869854022,893448.7348280253,7214243.605609688,5269601.062444133,5303357.540273517,4037418.6692179847,5111790.004416057,4881057.9370248355,930446.4180190292,949286.9780602129,77493.97997807982,98125.79656389404,82939.67281081244,1518.1889878740112,72485.99930005078,111227.56373419102,
272,265.25273420715894,9.370917686956519,3068347.5457711807,2540433.5324027874,2607680.2243553665,2197127.4765638327,2476026.274493064,2612526.1684929547,2569354.9208962684,2544140.8585516,2781056.396695201,2539818.9833911126,2708322.9027471947,2834033.212303313,2547768.839607968,2593515.7713903566,2760506.9530139146,36275.815494907016,42447.3296636203,1531.7262415900204,1266.5763872093858,713.7889382548797,76367.52847132242,615.2803380682204,584.1526831054757,
273,559.308814700111,4.000102966666667,2344635.6872517955,476688.88684286876,1696112.7323750814,593183.3071428548,3052211.6634146334,397093.5408925255,36516.59009990582,87353.94237051265,260889.763317325,862488.0945763253,905535.1058182387,903476.4900129212,932498.5248926817,930001.0293066078,894413.6803567898,0,0,0,0,0,0,0,0,
274,181.1221006456353,9.055625491304347,2167248.6609248733,1619037.9352211384,2659583.95108981,1510198.904201198,1001162.3935633057,1397688.5913048687,1516008.5152324864,2266096.610033364,1375642.305254536,1924588.9558886506,1835868.3709537429,1854656.0696233024,1896651.8953692336,1899635.4114700428,1840421.5190427545,2317.488278850552,1079.329273501433,2832.285860360689,2222.2465720187415,2701.041091475455,20966.587148028964,15151.075650249579,3912.999552693863,
275,404.19205880972055,2.3339803066666667,1478512.3970789765,3642205.0020785904,92936.37549461728,1832255.3666713983,4506429.633159639,772157.4224985288,909495.8897816684,941293.6294544912,397211.5239193078,1806518.1606894727,1881379.9859583615,1939333.3754657868,2243773.5791648864,1825228.1208119644,1769155.758388509,0,0,0,0,0,0,0,0,
276,288.2532275655995,6.717641491304347,2335958.7470639003,2302649.0012141536,2240802.8498350335,2199505.264197493,2230363.4205072583,2265685.296874507,2166108.478601572,2096954.3263940045,1980126.8379859389,2163339.708562776,2190261.753822338,2166751.340951279,2157561.2564232475,2158400.3273441363,2217911.9218970872,2473320.9815799096,2418419.591525129,2211292.673318859,2327249.6155195734,2247203.3741759844,2846468.581538641,2283221.074655815,2467802.2305622026,
277,945.5539428710938,10.630878866666666,2494775.7591794822,1273647.3508692146,1113504.1346819615,926880.0152602858,806609.7438063395,1373360.4413231642,1063973.9596220548,2060948.7564503278,1325039.9397672007,1371912.5786388186,1827665.336614906,1564608.184133801,1398997.4617926863,1447304.3486188913,1394109.1932398279,0,0,0,0,0,0,0,0,
278,569.1852149963379,3.4164836454545453,1956593.4913783744,0,0,1226535.286595166,147210.26782297267,64132.781161249426,0,57247.2780651794,0,389730.0715937539,362608.3321298173,360331.6630279074,326744.22029957396,413505.4796503475,362916.1103215633,0,0,0,0,0,0,0,0,
279,487.21474940283434,3.2531213055555552,1981472.7556075305,618283.4419856848,197652.80821535684,778524.9313616394,449323.71005011053,175277.59135046613,6075747.642990948,3370981.7815689966,551961.830601417,1725348.9794852796,1484248.8861594782,1823997.5005735194,581056.0250776964,1692441.4210034262,1542614.5502786324,0,0,518.8158409808318,520.6312841528477,0,0,0,1405.4510404328628,
280,371.1679407844766,3.007141342105263,4568029.079298656,1630632.5531517686,1069075.6860168893,933193.0902865569,3388828.509227371,461275.037652992,1875336.4678360526,632922.4477076947,917780.4338607525,1926204.7652347384,1935403.7248800718,1907738.941312289,1716790.4912410765,1992782.6032732707,1802136.4023525724,0,0,426.8967517089686,365.8928053055417,434.42738776647684,0,0,485.1647559814511,
281,339.04799478645,1.8289881466666666,2426957.087282902,2208196.778915435,993622.1753345504,3126253.278998306,2888950.2432731753,426190.67758044804,34492.71478835883,23061.387446846224,557453.3710203655,1325067.822096471,1299717.7144205002,1331007.293553316,1288159.6612413032,1390057.1594986399,1318689.1334889114,0,0,0,0,0,0,0,0,
282,933.5550537109375,10.782239866666668,2576717.3470961805,1019859.7471224525,1403786.4752197328,977119.7009714416,725157.8005329057,1233773.5684946615,1320873.487842409,1121211.2053667502,1052489.3454500285,1207802.1004278632,1326216.005736799,1266871.0440949246,1015342.7093339157,1181119.6464856623,1108212.802742524,0,0,0,0,0,0,0,0,
283,193.07065490501515,0.6362696256521739,1.0217313337998187E7,2142073.536634229,4124648.9092973503,3235093.077195437,1.269467126189893E7,2528376.4587043677,4998835.169433291,862866.3082046175,1317525.8516424263,5028088.675192158,4770783.226249771,4732518.318067973,4894582.293659933,4809077.472018533,5189158.9362854585,935.7532601475588,3918.087330344899,5637.867910792983,26218.27482520908,31928.467810540496,7658.756437113121,19192.87411217275,11025.709563142731,
284,256.1753874239714,2.056784991304348,1364011.8070341013,1738072.1282514054,1647849.0540153773,1027648.1885448659,1007621.5272419763,1320560.8192731761,1135560.8708027343,923450.979150104,625688.0800349617,1822592.493159684,1787699.805030043,1725173.263499287,1563988.4955829028,1795968.2747691534,1770887.2842033003,116311.69769720975,177217.73749285453,310665.9793377416,288107.8521764216,286533.4507904055,460230.7515066432,505256.5562686626,383791.5361099209,
285,617.4198409855715,9.292019089473683,5905399.102259825,5225686.540799853,5454288.218226339,5700319.360650025,3538976.949015982,4013811.8571354966,1.3028705451431274E7,1.4673684018431101E7,2036176.9738863162,5854646.774875982,6825415.275795595,6802752.805960557,6293713.323299373,6865116.010026242,6866424.003564591,0,0,4363.334707880893,886.5209002389104,602.457346435554,10742.175342608609,0,0,
286,466.26494487726416,4.25962323,2639586.655024403,2859994.1214772286,2114948.211084028,3565660.114420779,2011714.1534986142,2716599.59478166,208484.26015920725,2598403.894047815,810597.2208478922,2534293.111787859,2390015.6899231127,2379239.081049171,2356874.575344735,2559723.148609176,2470119.469808316,0,430.01583004137365,412.17053692785635,0,523.8967227417925,1160.3160298959742,0,555.8971080523595,
287,354.3363708983132,9.427628686956522,2674595.7579010073,1978058.1347608492,3305637.1682471745,2656724.1449450376,3222340.1706981906,1979306.4499609724,3003605.2626342825,2656281.8037463794,1205357.3397343243,2290254.327161103,2499620.3437917335,2485159.81991346,2294238.6950729503,2267237.6761299744,2221566.207079476,37697.020113880826,26007.079610448767,11191.462959626835,5601.948677416631,6270.62520774723,992957.2466655124,22544.06739504673,6441.68737547292,
288,332.13357236650256,0.8534761105555553,6516877.645587702,7488550.306568494,490713.5964272967,381962.224638961,4327735.547559509,1048010.7489359268,1.8399384683110494E7,1140325.2218502688,1791932.8479443553,5231802.299479653,4935985.523247191,4848487.232699893,4526614.397758347,5011880.826454546,4748514.1004794035,0,0,1019.1632432145225,475.30412162438677,467.4511229463123,0,0,0,
289,387.20153694621973,2.7234318681818186,1897308.1122127874,970509.4375864664,1289673.64893984,1362453.5536151314,2221831.1063616183,2322926.854572712,1.4094461191886732E7,2593805.9623872302,677785.893903409,3460346.4361687014,2582288.860885202,3504698.661915329,3028247.802408758,3458590.3251404907,3355329.901588496,0,2104.9830137783492,11263.948079438898,9014.73435626736,6242.955707722713,10225.29341255414,8013.104781309754,3894.750828591774,
290,405.13324144151477,6.07210478888889,1833433.8999810112,0,0,4181207.12010334,469436.5875064191,0,0,0,0,764139.414161677,783541.722769718,790546.2206282356,766680.3290721322,791160.1202335944,736026.8688704342,0,0,0,0,0,0,0,0,
291,637.3054528720136,9.359275982608695,1454816.0538627303,403120.4014058973,417764.5837634274,282560.44878848514,129404.7887209474,373187.0781750306,112776.53493447928,212201.96002481398,183551.4855781816,460224.1108934507,467620.79593287664,441738.2345768882,460207.13556962495,400270.1805659101,389468.3172775678,80699.19638065262,85483.98149842073,3218.015318009665,2437.5087488190884,1983.3371586658268,3554.99096553493,2834.780374671731,1914.0929502611255,
292,453.172893138847,3.5289558466666673,1730608.5799646522,22916.05004673036,49153.93725189725,152981.7463952357,2875871.840807588,148768.90904323512,289563.7395322029,1191092.072084169,41097.25549171272,1180130.0622136362,1180420.309163755,1094073.9339073994,1137634.80759461,1235072.1993457498,979115.869549592,0,0,0,0,0,0,0,0,
293,478.4982557189543,11.137795588235292,6040666.106800221,7235954.755731325,4384136.884190986,4757270.178183624,4819987.036756067,4407901.379051384,5100835.3315890115,4836984.040422609,5366675.8198301755,0,5855749.875339605,5706477.621735475,3274577.4160302146,5113677.227392904,5529570.87137084,0,0,4472265.631777362,1469.6455371680527,0,0,6641.069285617694,0,
294,918.5778813979205,9.359458017647059,1376865.2642780244,401734.3338629936,463962.6322331459,229353.05767431337,116239.75927570419,373934.422950998,139047.34930103994,181295.88993131832,178174.022206201,414083.0504398584,418357.41462747083,464799.3336790158,388049.67799837055,404307.7833685616,427101.4363725921,4896.760909318335,2169.077081970656,0,0,0,0,0,0,
295,476.21299394321096,3.610460014285714,1343806.6636955172,159959.58096523953,5283434.401593876,920585.4269140915,654956.7982060503,128902.59786638129,175743.3571734837,2526389.2162577305,1430573.2463384604,1166120.3973986541,1106029.0142681666,998159.449638839,1052342.6174936232,1106026.4616191867,981278.6528049771,0,0,993.6287095557622,1879.8708699931556,833.6297607421567,660.0038935546954,918.1720010167318,2142.160272047595,
296,669.2916754035608,9.646530885714286,2120039.8187768343,102198.72481920681,129009.73427588718,847224.8977598881,1233448.5521660985,67972.61792266172,375639.327952408,29647.49024005814,0,348453.02584645286,381478.3272668499,396943.9116568861,396913.7336974816,416615.49274447444,462203.4069690868,0,0,0,0,0,0,0,0,
297,226.216306766381,7.4871211913043485,2056511.7442600536,1395815.9437498597,1902752.3847844666,1245920.8200500088,1589100.1154087065,1601762.5754884519,1676440.0410012053,1497920.6099132386,1484450.2818032478,1646379.7135011014,1615829.152059579,1859828.4606919165,1478503.7153655246,1709195.6412222425,1442580.442072781,1226.7280767868908,1694.3999818227562,3026.1955362194253,1008.1000416064326,774.6183046874336,9461.181436891407,974.7199535222585,2066.4874963389175,
298,492.38972738514775,9.289349543478261,2201458.954613386,2129492.7076697634,2176814.550375347,2287720.414058258,2347908.0188399428,2080414.1667166152,2059326.2117920127,2420359.45356484,2206885.097797543,1984698.8463482766,2304892.287297352,2265338.1357818567,2334254.259852609,2315745.4797520544,2277670.5527592795,2430194.3839605753,2534071.2343209214,2739343.6645168983,2041756.862948649,2470228.346357284,2093826.5981282224,2783017.33064995,2064152.5354247678,
299,259.08103385752383,0.6419934854545454,8854334.672175603,8881190.750277564,6698435.666118024,7063458.538101156,5490015.01061923,1.4620141147743568E7,1.3619703655866416E7,1.1221429313352466E7,6652614.403025049,9548173.886986187,9403411.999030372,9307282.056725852,9323655.91203104,9318803.359089151,9703747.269399568,0,3030.008139565937,8890.382646890173,12244.078583135055,22828.917073137523,14653.386017623245,27902.2329290932,26224.86924536631,
300,227.16421672380105,2.704310565217391,1428561.6069280368,175165.82468943554,1680994.0171549427,171996.12683432887,1314041.8725745378,850148.6174833109,135952.1483420217,1944032.0324448212,609679.9695205966,851488.7512981966,1128250.6783640943,811732.3362289268,786239.0208100765,823761.1224415794,770070.8848008283,917.1362908871886,778.6059059553075,4448.944488792481,5487.291377088893,4734.192598115855,12558.035080517493,6955.375458290043,2884.3929573420255,
301,620.2623864711101,9.479817117391306,2890172.547283274,1881385.0498689096,1234194.390327356,2583133.9540896663,2038801.332216764,471465.1444217888,2589159.456008322,514721.4636869209,335584.88279415335,2488732.124811932,1975162.0704424416,1920924.5428087353,1560889.1167091285,1713883.9427168183,1396273.7951282589,2585.438806460918,6252.532387176162,12449.85526239375,35081.840550333894,16105.547015749005,29714.532822283974,7485.864832931053,18233.98584391396,
302,628.2382731345847,5.138785193333332,2245478.404922948,4543.5154136527335,582.9497938311836,2241841.533792847,1523319.6232465026,4381.349373640898,587.5642083339744,1376.3016754790237,0,1349698.4012033204,1387220.5983665294,1335735.9101779747,1235999.3103556717,1357855.3845808513,1326766.9813878837,0,0,440.0883262870219,0,0,0,0,0,
303,393.1883020092687,3.6558615999999997,2060987.756894289,764056.1935742558,638938.4070610914,63788.68994724572,453056.0782115759,1548195.655761628,257473.09189630608,1476102.6413394576,3391096.0357089024,782722.1075092746,330291.7294129198,940216.1929400482,781275.7572933278,803597.2462270771,763029.3276164605,0,0,2049.365220087925,3252.6329462866997,1541.813034131098,543.9364039306706,509.84311684605314,625.0222714599797,
304,591.1672307505359,3.389899735714286,2061233.2244447237,1868.6200696845685,57140.83436027744,2021923.7774057856,154621.1116949416,555473.2504094292,41289.93623597434,23263.987811775994,0,531825.764536612,515619.64996734116,548362.7876076883,607319.7171786025,511859.1981867474,565557.5155478287,0,0,0,0,0,0,0,0,
305,822.6077547465321,11.608235739130434,2326926.4016696364,1914190.3647046385,2059726.9940821552,1216324.817518731,1266176.1679656648,2441782.6893038494,2380546.225931252,2662628.3772384445,1735299.4254502843,2262160.8154449724,2126923.5067356573,2062309.1344404633,1603477.575287821,2350275.434320719,2337798.238205662,1397.4168171386882,7324.880556335393,62207.90750012731,87783.20983573221,85409.87508413977,126576.72211529654,104476.7092399227,112293.74552109295,
