"feature_id_full","feature_id","feature_mz","feature_rt","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_distal_p_value","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_p_value","sample_Biscutella laevigata_treatment_distal_vs_sample_Biscutella laevigata_treatment_proximal_p_value","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_distal_p_value_minus_log10","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_p_value_minus_log10","sample_Biscutella laevigata_treatment_distal_vs_sample_Biscutella laevigata_treatment_proximal_p_value_minus_log10","sample_Biscutella laevigata_treatment_distal_vs_sample_Biscutella laevigata_treatment_proximal_fold_change","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_fold_change","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_distal_fold_change","sample_Biscutella laevigata_treatment_distal_vs_sample_Biscutella laevigata_treatment_proximal_fold_change_log2","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_fold_change_log2","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_distal_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"526_246.15_5.1",526,246.151472183073,5.14256911428572,0.0333105907099587,0.0241473684202498,0.959777573936976,1.47741766572369,1.61713019173804,0.0178294019647636,0.960612375193691,0.644920295729063,0.671363717960666,-0.0579737005161092,-0.632807222819286,-0.574833522303177,"Amino acids and Peptides","Fatty Acids and Conjugates","Amino fatty acids","null",NA,"CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)c1ccccc1)C2","CC(=O)NCCCCCCCCCS(=O)(=O)C",NA,NA,NA,NA,"XQJMXPAEFMWDOZ","InChI=1S/C15H19NO2/c1-16-12-7-8-13(16)10-14(9-12)18-15(17)11-5-3-2-4-6-11/h2-6,12-14H,7-10H2,1H3/t12-,13+,14-","XQJMXPAEFMWDOZ-BTTYYORXSA-N","InChI=1S/C12H25NO3S/c1-12(14)13-10-8-6-4-3-5-7-9-11-17(2,15)16/h3-11H2,1-2H3,(H,13,14)","IPZVVWAJUDWCPP"
"1216_768.56_11.6",1216,768.56162109375,11.56288375,0.0347475549423291,0.0111346640645613,0.59977709608846,1.45907574970448,1.95332288119915,0.222010122825106,0.893775286899193,0.659415218442453,0.737786363203425,-0.162015940466465,-0.600740911976571,-0.438724971510106,"Fatty acids","Glycerolipids","Glycosyldiacylglycerols","null",NA,NA,"CCCCCCCCCCCCCCC=CC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC(=O)C(=C)CCCCCCCCC)O)O",NA,NA,NA,NA,"VSXIALWYRJBSSV","nan","nan","InChI=1S/C43H77NO10/c1-4-6-8-10-12-13-14-15-16-17-18-20-22-24-30-37(48)42(52)44-34(32-53-43-41(51)40(50)39(49)38(31-45)54-43)36(47)29-26-25-28-35(46)33(3)27-23-21-19-11-9-7-5-2/h24,26,29-30,34,36-41,43,45,47-51H,3-23,25,27-28,31-32H2,1-2H3,(H,44,52)","MFDPZDJWPLVIDT"
"2442_323.11_2.4",2442,323.110188802883,2.37910469523809,0.0387308172583856,0.0339368882530712,0.993355653545692,1.41194333887598,1.46932798159629,0.00289523215063203,0.981591464240212,0.633942034516849,0.64583083452905,-0.0268053912735229,-0.657577163573515,-0.630771772299992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769_299.31_9.4",1769,299.306549798875,9.36269114761905,0.0387422099091813,0.998672703084726,0.0411140849295502,1.41181561015306,0.000576820617002753,1.38600937132892,1.40274287018332,0.995653387858929,0.70979037500209,0.488250579942334,-0.00628450384696205,-0.494535083789296,"Fatty acids","Sphingolipids","Sphingoid bases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407_507.49_8.5",1407,507.489935012091,8.46660594761905,0.0399903057889884,0.760949722149599,0.0981929137298811,1.39804527498719,0.118644037203586,1.00791985273296,1.35194465842646,0.930971982253891,0.688616931507729,0.435036096407211,-0.103190344580846,-0.538226440988057,"Terpenoids","Triterpenoids","Malabaricane triterpenoids","null",NA,NA,"CC1CCC2C(C1)CCC3C2(CCC4C3(CCC5C4(CCC6C5(CCC7C6CCCC7(C)C)C)C)C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C37H62/c1-24-10-12-27-25(23-24)11-13-30-34(27,4)21-16-32-36(6)20-15-29-26-9-8-18-33(2,3)28(26)14-19-35(29,5)31(36)17-22-37(30,32)7/h24-32H,8-23H2,1-7H3","XUSROHUAERWJQV"
"1541_511.18_3.8",1541,511.178599639946,3.79514082352941,0.0457973719096139,0.0373117676381362,0.984450759370664,1.33915944334768,1.42815417585051,0.00680600168779006,0.967101237809414,0.599992305618144,0.620402789450657,-0.0482611734989308,-0.736984095362414,-0.688722921863483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744_309.24_11.2",744,309.242391968021,11.17729185,0.0476253347825836,0.00974027562008795,0.401498619382198,1.32216195842986,2.01142875373846,0.396315943774401,0.865941502307227,0.666640545381434,0.769844780051801,-0.207658526265367,-0.585019029401616,-0.377360503136248,"Terpenoids","Steroids","Androstane steroids","6alpha-Triol",NA,NA,"CC12CCC3C(C1CCC2O)CC(C4C3(CCC(C4)O)C)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C19H32O3/c1-18-7-5-11(20)9-15(18)16(21)10-12-13-3-4-17(22)19(13,2)8-6-14(12)18/h11-17,20-22H,3-10H2,1-2H3","OFAZPSYXUKIJIK"
"3088_583.41_9.4",3088,583.414500845725,9.43875291363636,0.0482321162264763,0.0590131463963626,0.985469110544679,1.31666368260811,1.22905122952047,0.00635698409914044,1.02483944474096,0.696405449442465,0.679526391198271,0.0353979093216921,-0.522000602620835,-0.557398511942527,"Terpenoids","Carotenoids (C40)","Carotenoids (C40, β-β)","Violaxanthin",NA,NA,"CC(=CC=CC=C(C)C=CC=C(C)C=CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=CC34C(CC(CC3(O4)C)O)(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C40H56O4/c1-29(17-13-19-31(3)21-23-39-35(5,6)25-33(41)27-37(39,9)43-39)15-11-12-16-30(2)18-14-20-32(4)22-24-40-36(7,8)26-34(42)28-38(40,10)44-40/h11-24,33-34,41-42H,25-28H2,1-10H3","SZCBXWMUOPQSOX"
"2517_300.13_0.6",2517,300.128662109375,0.64529446047619,0.0485769764046147,0.0447742146041393,0.997562903027826,1.31356952064775,1.34897202348183,0.00105970959955348,0.988563487925383,0.645534699827752,0.653002773936637,-0.0165944726113227,-0.631433447187729,-0.614838974576406,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","7-Methyl-2''-deoxyguanosine imidazole (ring open)",NA,NA,"CN(C=O)C1=C(N=C(NC1=O)N)NC2CC(C(O2)CO)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H17N5O5/c1-16(4-18)8-9(14-11(12)15-10(8)20)13-7-2-5(19)6(3-17)21-7/h4-7,17,19H,2-3H2,1H3,(H4,12,13,14,15,20)","RLBJYWQLKDLJEV"
"3375_828.54_9.7",3375,828.538775357333,9.72127615909091,0.0495681377787166,0.0541306420516142,0.997199011851406,1.30479739676197,1.2665568216468,0.00121816052094608,1.01201333918908,0.666746024068314,0.658831260665566,0.0172283060945865,-0.584790778146826,-0.602019084241412,"Fatty acids","Glycerophospholipids","Oxidized glycerophospholipids","null",NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)OC(=O)CCCCCCCC1C(O1)CCCCCCCC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C42H80NO11P/c1-3-5-7-9-11-12-13-14-15-16-17-18-19-23-27-31-40(44)50-33-36(34-51-55(48,49)52-35-37(43)42(46)47)53-41(45)32-28-24-20-22-26-30-39-38(54-39)29-25-21-10-8-6-4-2/h36-39H,3-35,43H2,1-2H3,(H,46,47)(H,48,49)","FWUHPCJHRCUGCZ"
"3979_404.19_3.8",3979,404.191788617302,3.77633785882353,0.0517012366325078,0.029850804442801,0.894248766283434,1.28649906897083,1.52504396066989,0.0485416503365736,0.921247393552104,0.603377064558933,0.654956604254216,-0.118339462432462,-0.728868236778556,-0.610528774346093,"Polyketides","Linear polyketides","Open-chain polyketides","(5-acetamido-3,4-diacetyloxy-6-butoxyoxan-2-yl)methyl acetate",NA,NA,"CCCCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C18H29NO9/c1-6-7-8-24-18-15(19-10(2)20)17(27-13(5)23)16(26-12(4)22)14(28-18)9-25-11(3)21/h14-18H,6-9H2,1-5H3,(H,19,20)","NDHDOPGXUSBUJH"
"1309_615.5_11.6",1309,615.497264405994,11.60301968,0.0561604133722872,0.0308372804100737,0.876768333031517,1.25056970421439,1.51092393006914,0.0571151443501582,0.939969698372378,0.690415515868445,0.734508268792012,-0.0893138452380726,-0.534463207985021,-0.445149362746949,"Fatty acids","Glycerolipids","Diacylglycerols","Diacylglycerol(16:0/18:2)",NA,NA,"CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCCCCC",NA,NA,NA,NA,"ZDBLXLQFRZTIIU","nan","nan","InChI=1S/C37H68O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-35(33-38)34-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,35,38H,3-10,12,14-16,19-34H2,1-2H3","SVXWJFFKLMLOHO"
"1504_476.28_7.8",1504,476.275147210984,7.83114870952381,0.0603351908391956,0.412197980161726,0.0122301924980677,1.21942930926272,0.384894140666379,1.91256670729809,1.69466638756783,1.15077173971098,0.679055032986495,0.761001292020689,0.202601697375585,-0.558399594645104,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","1-16:0-lysoPE",NA,NA,"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)","YVYMBNSKXOXSKW"
"1198_587.47_11.2",1198,587.46746673584,11.18003115,0.0625480970709558,0.0120215852845938,0.391885367955022,1.20378589850701,1.92003825821061,0.406840951717163,0.867555331035857,0.68296110598189,0.787224839211624,-0.204972321904919,-0.550124674212095,-0.345152352307176,"Fatty acids","Glycerolipids","Diacylglycerols","Diacylglycerol(18:2/14:0)",NA,NA,"CCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCC=CCCCCC",NA,NA,NA,NA,"RFTWGTNWFRSBHI","nan","nan","InChI=1S/C35H64O5/c1-3-5-7-9-11-13-15-16-17-18-20-21-23-25-27-29-34(37)39-32-33(31-36)40-35(38)30-28-26-24-22-19-14-12-10-8-6-4-2/h11,13,16-17,33,36H,3-10,12,14-15,18-32H2,1-2H3","AMBUOMWGQGABQI"
"1652_416.26_3.5",1652,416.264092407227,3.476815656,0.0648334118163352,0.0488111811588211,0.971689818622547,1.1882011233297,1.31148068292837,0.0124723477890566,0.969622483804328,0.702829690173905,0.724848796220506,-0.0445049421811593,-0.50875295738013,-0.464248015198971,"Fatty acids","Linear polyketides","Open-chain polyketides","null",NA,"CC1=C(C=CC(C)OC2OC(CO)C(O)C(O)C2O)C(C)(C)CCC1=O","CC1C(OC(CC1=C)(CC(=O)NCC2CC(C(C(O2)CC(CO)O)(C)C)O)O)C",NA,NA,NA,NA,"PPPBOWXAOKXHBI","InChI=1S/C19H30O7/c1-10(5-6-12-11(2)13(21)7-8-19(12,3)4)25-18-17(24)16(23)15(22)14(9-20)26-18/h5-6,10,14-18,20,22-24H,7-9H2,1-4H3","PPPBOWXAOKXHBI-UHFFFAOYSA-N","InChI=1S/C21H37NO7/c1-12-8-21(27,29-14(3)13(12)2)9-19(26)22-10-16-7-17(25)20(4,5)18(28-16)6-15(24)11-23/h13-18,23-25,27H,1,6-11H2,2-5H3,(H,22,26)","YWJZKKGHAWXBLL"
"4403_360.15_1.7",4403,360.149897460937,1.712185176,0.065117097675178,0.0235335740265433,0.691863438707517,1.18630496456456,1.62831211183223,0.159979618937065,0.891244812057872,0.65149128230066,0.730990266071087,-0.166106321244064,-0.618182220876381,-0.452075899632317,NA,NA,NA,NA,"C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@]2(CO)[C@H]([C@@H]([C@@H](CO)O2)O)O)O)O)O)O","OC[C@H]1O[C@@H](O[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O|OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O",NA,"\"\"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1\"\"",NA,"CZMRCDWAGMRECN-UGDNZRGBSA-N","CZMRCDWAGMRECN","HIWPGCMGAMJNRG|HDTRYLNUVZCQOY|DLRVVLDZNNYCBX|GUBGYTABKSRVRQ|CZMRCDWAGMRECN","InChI=1S/C12H22O11/c13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4+,5-,6+,7+,8+,9+,10-,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4+,5+,6+,7-,8-,9-,10+,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1","HIWPGCMGAMJNRG-RTPHMHGBSA-N|HDTRYLNUVZCQOY-LIZSDCNHSA-N|DLRVVLDZNNYCBX-LDGFZSKTSA-N|GUBGYTABKSRVRQ-YOLKTULGSA-N|CZMRCDWAGMRECN-UGDNZRGBSA-N",NA,NA
"2021_381.08_1.6",2021,381.079211426392,1.568400608,0.0722822269100608,0.0274511068528581,0.71973672525443,1.14096847592498,1.56144013972401,0.142826336456015,0.901196741264299,0.670175020298015,0.743650070635873,-0.15008599810312,-0.577390181492994,-0.427304183389873,"Carbohydrates","Saccharides","Disaccharides","Sugar-d6",NA,NA,"C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2","CZMRCDWAGMRECN"
"255_365.11_1",255,365.105423583984,0.9926437988,0.0811729554968003,0.0456142646187183,0.890766727362591,1.09058864113916,1.34089932232616,0.0502360134528826,0.932960342402407,0.671957159769593,0.7202419322983,-0.100112337535265,-0.573558837118594,-0.47344649958333,NA,NA,NA,NA,NA,"COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O",NA,NA,NA,NA,NA,"DJOJDHGQRNZXQQ","InChI=1S/C16H14O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-7,14,17-18H,8H2,1H3/t14-/m0/s1","DJOJDHGQRNZXQQ-AWEZNQCLSA-N",NA,NA
"1617_522.28_7.6",1617,522.282962618739,7.57163706666667,0.0913937804841185,0.596101845115396,0.0264089973156105,1.03908335780373,0.224679533895745,1.57824808756869,1.64340030175888,1.12382802778093,0.683843143133256,0.716683936782769,0.168421286048614,-0.548262650734155,"Fatty acids","Fatty amides","N-acyl amines","[(Z,2S,3S,4R)-2-acetamido-3,4-diacetyloxyoctadec-9-enyl] acetate",NA,NA,"CCCCCCCCC=CCCCCC(C(C(COC(=O)C)NC(=O)C)OC(=O)C)OC(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C26H45NO7/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-25(33-22(4)30)26(34-23(5)31)24(27-20(2)28)19-32-21(3)29/h13-14,24-26H,6-12,15-19H2,1-5H3,(H,27,28)","XWEOAXMZNJVODZ"
"1186_409.27_8.5",1186,409.27275808234,8.54451124210526,0.092909554850218,0.0454324539882596,0.839241897408958,1.03193962071741,1.34263380457264,0.0761128430231321,0.914538916560102,0.660648193119876,0.722383904235375,-0.128883532312298,-0.598045879367743,-0.469162347055446,NA,NA,NA,NA,NA,"CC1(C)C(=O)[C@@H]([C@H](O)c2ccccc2)C[C@]2(C)[C@@H]1CC[C@@]13C=C[C@@H](C[C@H]12)[C@@](C)(O)C3",NA,NA,NA,NA,NA,"RLGBUTVIBWFTRW","InChI=1S/C27H36O3/c1-24(2)20-11-13-27-12-10-18(26(4,30)16-27)14-21(27)25(20,3)15-19(23(24)29)22(28)17-8-6-5-7-9-17/h5-10,12,18-22,28,30H,11,13-16H2,1-4H3/t18-,19+,20+,21-,22+,25+,26-,27+/m0/s1","RLGBUTVIBWFTRW-IIEYBPOLSA-N",NA,NA
"1823_196.06_1.8",1823,196.060362974803,1.79762235833333,0.0963148079199774,0.77649963125254,0.0406368679855228,1.01630693713775,0.109858746174992,1.39107977191069,1.53470661971887,1.08049055447185,0.704037202022219,0.617962890950557,0.1116864603731,-0.506276430577457,"Amino acids and Peptides","Small peptides","Aminoacids","Salicylurate",NA,"O=C(O)c1cc(O)ccc1O|O=C(O)c1cccc(O)c1O|O=C(O)c1ccc(O)c(O)c1|O=c1ccc2cc(O)c(O)cc2o1","C1=CC=C(C(=C1)C(=O)NCC(=O)O)O",NA,NA,NA,NA,"WXTMDXOMEHJXQO|GLDQAMYCGOIJDV|YQUVCSBJEUQKSH|ILEDWLMCKZNDJK","InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)|InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)|InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)|InChI=1S/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11/h1-4,10-11H","WXTMDXOMEHJXQO-UHFFFAOYSA-N|GLDQAMYCGOIJDV-UHFFFAOYSA-N|YQUVCSBJEUQKSH-UHFFFAOYSA-N|ILEDWLMCKZNDJK-UHFFFAOYSA-N","InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)","ONJSZLXSECQROL"
"3400_792.56_11",3400,792.561484201878,11.0234576190476,0.0981469472350939,0.0221435706378414,0.484370464917186,1.00812320415946,1.65475234807883,0.314822346360012,0.84573381258565,0.640891110739126,0.75779293815833,-0.24172443590493,-0.641848835299627,-0.400124399394698,"Fatty acids","Sphingolipids","Neutral glycosphingolipids","null",NA,NA,"CCCCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC(=O)C(=C)CCCCCCCCC)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C43H79NO10/c1-4-6-8-10-12-13-14-15-16-17-18-20-22-24-30-37(48)42(52)44-34(32-53-43-41(51)40(50)39(49)38(31-45)54-43)36(47)29-26-25-28-35(46)33(3)27-23-21-19-11-9-7-5-2/h26,29,34,36-41,43,45,47-51H,3-25,27-28,30-32H2,1-2H3,(H,44,52)","MKDAUPXSVHJOBE"
"2578_618.43_8",2578,618.428025817871,8.01064215,0.0999218165967226,0.0458627267354204,0.814012128490642,1.00033967900981,1.33854012817252,0.0893691242295719,0.904745748152292,0.653011677757652,0.721762637836385,-0.144415672211092,-0.614819303280415,-0.470403631069324,"Terpenoids","Triterpenoids","Lupane triterpenoids","null",NA,NA,"CCC1CCCC(CC1)C(CC(CCC2=CC(=C(C=C2)O)OCCC(C3=CC(=NC=C3)N)C4(CCCCC4)C5=CC=C[N-]5)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C38H54N3O4/c1-2-27-8-6-9-29(14-11-27)34(44)26-31(42)15-12-28-13-16-33(43)35(24-28)45-23-18-32(30-17-22-41-37(39)25-30)38(19-4-3-5-20-38)36-10-7-21-40-36/h7,10,13,16-17,21-22,24-25,27,29,31-32,34,42-44H,2-6,8-9,11-12,14-15,18-20,23,26H2,1H3,(H2,39,41)/q-1","AQHOPRSGXVRFNQ"
"2441_360.15_1.6",2441,360.149844360352,1.5771618,0.105900117666086,0.0382793377254697,0.707535910002721,0.975103557345739,1.4170355846011,0.150251513230873,0.887724213960191,0.662521244805588,0.746314265609632,-0.171816545506564,-0.593961377253606,-0.422144831747042,"Alkaloids","Pseudoalkaloids","Phenylalanine-derived alkaloids","Chlorambucil-t-butyl ester",NA,"OC[C@H]1O[C@@H](O[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O|OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O","CC(C)(C)OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl",NA,NA,NA,NA,"HIWPGCMGAMJNRG|HDTRYLNUVZCQOY|DLRVVLDZNNYCBX|GUBGYTABKSRVRQ|CZMRCDWAGMRECN","InChI=1S/C12H22O11/c13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4+,5-,6+,7+,8+,9+,10-,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4+,5+,6+,7-,8-,9-,10+,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1","HIWPGCMGAMJNRG-RTPHMHGBSA-N|HDTRYLNUVZCQOY-LIZSDCNHSA-N|DLRVVLDZNNYCBX-LDGFZSKTSA-N|GUBGYTABKSRVRQ-YOLKTULGSA-N|CZMRCDWAGMRECN-UGDNZRGBSA-N","InChI=1S/C18H27Cl2NO2/c1-18(2,3)23-17(22)6-4-5-15-7-9-16(10-8-15)21(13-11-19)14-12-20/h7-10H,4-6,11-14H2,1-3H3","SZXDOYFHSIIZCF"
"2788_589.48_11.6",2788,589.482697987932,11.5598696190476,0.108640547533898,0.0384060214729278,0.697739724854318,0.964008054271681,1.41560067960508,0.156306550356247,0.889305293979287,0.670912482044164,0.754423128464802,-0.169249320939376,-0.575803510214054,-0.406554189274678,"Fatty acids","Glycerolipids","Diacylglycerols","Diacylglycerol(20:3n6/14:1n5)",NA,"CCCCCCCCCC[C@H]1O[C@H]1CC[C@H]1O[C@H]1CC[C@H]1O[C@H]1CCCCCCCCCCCCC1=C[C@@H](C)OC1=O","CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCC",NA,NA,NA,NA,"KCYRZEFVHDREPK","InChI=1S/C37H64O5/c1-3-4-5-6-7-13-16-19-22-31-33(40-31)24-26-35-36(42-35)27-25-34-32(41-34)23-20-17-14-11-9-8-10-12-15-18-21-30-28-29(2)39-37(30)38/h28-29,31-36H,3-27H2,1-2H3/t29-,31-,32+,33+,34-,35-,36+/m1/s1","KCYRZEFVHDREPK-PVBUPMEXSA-N","InChI=1S/C37H64O5/c1-3-5-7-9-11-13-15-16-17-18-19-20-22-23-25-27-29-31-36(39)41-34-35(33-38)42-37(40)32-30-28-26-24-21-14-12-10-8-6-4-2/h10-13,16-17,19-20,35,38H,3-9,14-15,18,21-34H2,1-2H3","SKFOPGGYQYBFCU"
