"sirius_smiles"	"sirius_sirius_confidenceRank"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_#adducts"	"sirius_#predictedFPs"	"sirius_ConfidenceScore"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_id"	"sirius_featureId"	"sirius_chebiid"	"sirius_chebiasciiname"	"sirius_searchscore"	"sirius_entitystar"	"feature_id"
"C1=CC=C(C=C1)C(=O)NC2C(C(C(OC2O)CO)O)O"	813	1	1	2	2	"0.394696021009256"	-256.166069986463	"0.9999999999999999"	56.028365905843	"C13H17NO6"	"[M + H]+"	"VSGKVJPCJOJUBP"	"InChI=1S/C13H17NO6/c15-6-8-10(16)11(17)9(13(19)20-8)14-12(18)7-4-2-1-3-5-7/h1-5,8-11,13,15-17,19H,6H2,(H,14,18)"	"Glucosamine analog, 1"	-1.00298238	"253013;10589017;10423941;10423943;21677942;27506902;27506903;27506904;46783646;58852881;71191323;90352172;90352714;90352715;95162085;124200295;124200400;133126697;131700285;131704686;134554133"	"PubChem:(253013 10589017 10423941 10423943 21677942 27506902 27506903 27506904 46783646 58852881 71191323 90352172 90352714 90352715 95162085 124200295 124200400 133126697 131700285 131704686 134554133);PubChem class - bio and metabolites"	16777218	284.113250732422	117.794832	"1109_mapp_batch_00109_sirius_1180"	1180	NA	NA	NA	NA	1180
"C1=CC=C(C=C1)C(=O)NC2C(C(C(OC2O)CO)O)O"	979	1	1	2	2	"0.3455138120037589"	-256.696030441883	"0.9994974874371859"	52.2992854320396	"C13H17NO6"	"[M + H]+"	"VSGKVJPCJOJUBP"	"InChI=1S/C13H17NO6/c15-6-8-10(16)11(17)9(13(19)20-8)14-12(18)7-4-2-1-3-5-7/h1-5,8-11,13,15-17,19H,6H2,(H,14,18)"	"Glucosamine analog, 1"	-1.00298238	"253013;10589017;10423941;10423943;21677942;27506902;27506903;27506904;46783646;58852881;71191323;90352172;90352714;90352715;95162085;124200295;124200400;133126697;131700285;131704686;134554133"	"PubChem:(253013 10589017 10423941 10423943 21677942 27506902 27506903 27506904 46783646 58852881 71191323 90352172 90352714 90352715 95162085 124200295 124200400 133126697 131700285 131704686 134554133);PubChem class - bio and metabolites"	16777218	284.112243652344	137.119518	"3644_mapp_batch_00109_sirius_3963"	3963	NA	NA	NA	NA	3963
"C1=CC=C(C=C1)C(=O)NCC(=O)NC(CCCCN)C(=O)O"	1009	1	1	2	2	"0.33913691479186436"	-157.12485450052	"0.9999999999999999"	19.4666101633244	"C15H21N3O4"	"[M - H2O + H]+"	"LRCZLURYHGISRZ"	"InChI=1S/C15H21N3O4/c16-9-5-4-8-12(15(21)22)18-13(19)10-17-14(20)11-6-2-1-3-7-11/h1-3,6-7,12H,4-5,8-10,16H2,(H,17,20)(H,18,19)(H,21,22)"	"Hippuryl-Lys"	-2	"98208;7010494;7010495;6992307;6992308"	"MeSH:(98208 7010495);PubChem:(98208 7010494 7010495 6992307 6992308);PubMed;ZINC bio:(ZINC01569744 ZINC02390912)"	8262	290.148742675781	177.297252	"2400_mapp_batch_00109_sirius_2581"	2581	NA	NA	NA	NA	2581
"C1=CC=C(C=C1)C(=O)NCC(=O)NCC(=O)N"	2881	1	1	2	2	"0.07530676116383879"	-207.299357246586	"0.9999999999999999"	76.6881436753345	"C11H13N3O3"	"[M + H]+"	"NIJAAPDQNKYFSU"	"InChI=1S/C11H13N3O3/c12-9(15)6-13-10(16)7-14-11(17)8-4-2-1-3-5-8/h1-5H,6-7H2,(H2,12,15)(H,13,16)(H,14,17)"	"N-(carbamoylmethyl)-2-(phenylformamido)acetamide"	-0.598248482	"3560665"	"PubChem class - safety and toxic;Training Set;PubChem:(3560665);additional"	67649538	236.10334777832	334.785078	"3491_mapp_batch_00109_sirius_3791"	3791	NA	NA	NA	NA	3791
"C1=CC=C(C=C1)C(=O)NCCC2=CNC3=CC=CC=C32"	572	1	1	1	1	"0.4850714943306593"	-51.1124305223346	"0.9999999999999999"	11.6758184368406	"C17H16N2O"	"[M - H2O + H]+"	"KTEDBFKQSUUOQJ"	"InChI=1S/C17H16N2O/c20-17(13-6-2-1-3-7-13)18-11-10-14-12-19-16-9-5-4-8-15(14)16/h1-9,12,19H,10-11H2,(H,18,20)"	"Oprea1_089334"	3.26670241	"684658"	"COCONUT:(CNP0414889);Natural Products:(UNPD100397);PubChem:(684658);ZINC bio:(ZINC00051336);Training Set;PubMed"	2154562	247.123107910156	444.865182	"45_mapp_batch_00109_sirius_47"	47	NA	NA	NA	NA	47
"C1=CC=C(C=C1)C(=O)OCC(CO)O"	847	1	1	2	2	"0.38269174709084774"	-60.6165203545186	"0.9999999999999999"	62.3002217903417	"C10H12O4"	"[M + H]+"	"SFCPXHKCMRZQAC"	"InChI=1S/C10H12O4/c11-6-9(12)7-14-10(13)8-4-2-1-3-5-8/h1-5,9,11-12H,6-7H2"	"1-Monobenzoylglycerol"	0.730788887	"137911;928191;928192;10899578;25240815;25241039;101706283"	"COCONUT:(CNP0362518);PubChem:(137911 928191 928192 10899578 25240815 25241039 101706283);SuperNatural:(SN00047227 SN00047228);PubMed;ZINC bio:(ZINC00518264 ZINC00518265)"	3153986	197.080917358398	173.707416	"794_mapp_batch_00109_sirius_846"	846	NA	NA	NA	NA	846
"C1=CC=C(C=C1)C(=O)OCC(COC2C(C(C(C(O2)C(=O)O)O)O)O)O"	224	1	1	2	2	"0.7330787133613131"	-32.4662306111097	"0.9994974874371858"	35.7219106033598	"C16H20O10"	"[M - H2O + H]+"	"DLZMKPZOEYKXHQ"	"InChI=1S/C16H20O10/c17-9(6-24-15(23)8-4-2-1-3-5-8)7-25-16-12(20)10(18)11(19)13(26-16)14(21)22/h1-5,9-13,16-20H,6-7H2,(H,21,22)"	"null"	-0.899999976	"45783079;51693489;51693491;101793099;133556366"	"COCONUT:(CNP0115847 CNP0131848);PubChem:(45783079 51693489 51693491 101793099 133556366);SuperNatural:(SN00033299 SN00033300);ZINC bio:(ZINC35457686 ZINC35457690);additional;Training Set"	3694594	355.100830078125	173.707416	"1863_mapp_batch_00109_sirius_1993"	1993	NA	NA	NA	NA	1993
"C1=CC=C(C=C1)C(=O)OCC(COC2C(C(C(C(O2)C(=O)O)O)O)O)O"	21	1	1	2	2	"0.985322863476812"	-15.7185118703831	"0.9999999999999999"	82.5150085769791	"C16H20O10"	"[M + H]+"	"DLZMKPZOEYKXHQ"	"InChI=1S/C16H20O10/c17-9(6-24-15(23)8-4-2-1-3-5-8)7-25-16-12(20)10(18)11(19)13(26-16)14(21)22/h1-5,9-13,16-20H,6-7H2,(H,21,22)"	"null"	-0.899999976	"45783079;51693489;51693491;101793099;133556366"	"COCONUT:(CNP0115847 CNP0131848);PubChem:(45783079 51693489 51693491 101793099 133556366);SuperNatural:(SN00033299 SN00033300);ZINC bio:(ZINC35457686 ZINC35457690);additional;Training Set"	3694594	373.112884521484	173.707416	"816_mapp_batch_00109_sirius_869"	869	NA	NA	NA	NA	869
"C1=CC=C(C=C1)C(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O"	1683	1	1	2	2	"0.2145776426411757"	-91.3904326040467	"0.9994974874371858"	70.314282172559	"C19H26O12"	"[M + H]+"	"AFHCRQREQZIDSI"	"InChI=1S/C19H26O12/c20-6-10-13(23)16(26)19(8-21,30-10)31-18-15(25)14(24)12(22)11(29-18)7-28-17(27)9-4-2-1-3-5-9/h1-5,10-16,18,20-26H,6-8H2"	"null"	-2.46917486	"10906400"	"COCONUT:(CNP0325734);KNApSAcK:(42164);Natural Products:(UNPD175732);PubChem:(10906400);SuperNatural:(SN00036721);ZINC bio:(ZINC13537964);additional;Training Set"	3727378	447.149444580078	141.127206	"3359_mapp_batch_00109_sirius_3636"	3636	NA	NA	NA	NA	3636
"C1=CC=C(C=C1)C(C(=O)N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O"	1960	1	1	2	2	"0.18003009532877043"	-220.138738980387	"0.9989949748743717"	60.3626524996952	"C20H29NO12"	"[M + H]+"	"OCQMNDCGKQJTNY"	"InChI=1S/C20H29NO12/c21-18(29)17(8-4-2-1-3-5-8)33-20-16(28)14(26)12(24)10(32-20)7-30-19-15(27)13(25)11(23)9(6-22)31-19/h1-5,9-17,19-20,22-28H,6-7H2,(H2,21,29)"	"(2R)-2-{[6-O-(beta-D-glucopyranosyl)-beta-D-glucopyranosyl]oxy}-2-phenylethanamide"	-3.5999999	"181802;3037437;11248520;53463159;90664212"	"COCONUT:(CNP0324197);PubChem:(181802 3037437 11248520 53463159 90664212);additional;EcoCyc Mine;Training Set;PubMed;KEGG Mine"	25772441666	476.176147460938	156.917406	"2338_mapp_batch_00109_sirius_2512"	2512	NA	NA	NA	NA	2512
"C1=CC=C(C=C1)C(C(C(=O)O)N)O"	576	1	1	2	2	"0.48239094280979955"	-53.8460909893961	"0.9999999999999999"	32.0953635311085	"C9H11NO3"	"[M - H2O + H]+"	"VHVGNTVUSQUXPS"	"InChI=1S/C9H11NO3/c10-7(9(12)13)8(11)6-4-2-1-3-5-6/h1-5,7-8,11H,10H2,(H,12,13)"	"|A-phenylserine"	-2.5	"11479;73562;94134;111178;672406;672407;4229052;5190944;6427039;6919633;6919634;6919635;6919636;12314153;101863920;101863918"	"HMDB:(2184);SuperNatural:(SN00216148 SN00042666 SN00042669 SN00042667 SN00042668);ZINC bio:(ZINC00034161 ZINC00034162 ZINC00034163 ZINC00034164);MeSH:(73562 94134 12314153);Plantcyc:(CPD-644);PubMed;NORMAN:(NS00002730);COCONUT:(CNP0361341);PubChem:(11479 73562 94134 111178 672406 672407 4229052 5190944 6427039 6919633 6919634 6919635 6919636 12314153 101863920 101863918);YMDB Mine;CHEBI:(57901 16795);PubChem class - bio and metabolites;KEGG:(C03290);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-12740 CPD-12741 CPD-8855 CPD-644)"	34447190382	164.070602416992	89.899266	"3151_mapp_batch_00109_sirius_3401"	3401	NA	NA	NA	NA	3401
"C1=CC=C(C=C1)C(C(C=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O"	1701	1	1	2	2	"0.2129614204729508"	-371.65969786227	"0.015577889447236183"	76.6612011039276	"C19H25N3O8S"	"[M + H]+"	"PNVFIGNJXUQATQ"	"InChI=1S/C19H25N3O8S/c20-12(19(29)30)6-7-15(24)22-13(18(28)21-8-16(25)26)10-31-14(9-23)17(27)11-4-2-1-3-5-11/h1-5,9,12-14,17,27H,6-8,10,20H2,(H,21,28)(H,22,24)(H,25,26)(H,29,30)"	"null"	-3.70000005	"131838897"	"HMDB:(135293);PubChem:(131838897);PubChem class - bio and metabolites"	16777226	456.144500732422	301.578018	"2352_mapp_batch_00109_sirius_2528"	2528	"CHEBI:186803"	"2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-[(1-hydroxy-3-oxo-1-phenylpropan-2-yl)sulfanyl]ethyl}-C-hydroxycarbonimidoyl)butanoic acid"	"2.04"	"2"	2528
"C1=CC=C(C=C1)C(CC=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N"	967	1	1	2	2	"0.3498082185759194"	-166.951639101113	"0.9999999999999999"	32.9039459797989	"C19H25N3O7S"	"[M + H]+"	"OOFSDLPAAPKBNR"	"InChI=1S/C19H25N3O7S/c20-13(19(28)29)6-7-16(24)22-14(18(27)21-10-17(25)26)11-30-15(8-9-23)12-4-2-1-3-5-12/h1-5,9,13-15H,6-8,10-11,20H2,(H,21,27)(H,22,24)(H,25,26)(H,28,29)"	"null"	-3.20000005	"131838890"	"HMDB:(135282);PubChem:(131838890);PubChem class - bio and metabolites"	16777226	440.149078369141	152.84904	"2153_mapp_batch_00109_sirius_2309"	2309	"CHEBI:168936"	"2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-[(3-oxo-1-phenylpropyl)sulfanyl]ethyl}-C-hydroxycarbonimidoyl)butanoic acid"	"2.04"	"2"	2309
"C1=CC=C(C=C1)C(CN)O"	514	1	1	2	2	"0.5115599386036668"	-9.49912277179502	"0.9999999999999999"	42.9910908713319	"C8H11NO"	"[M - H2O + H]+"	"ULSIYEODSMZIPX"	"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2"	"bmse000307"	0.315441757	"1000;643217;450537;4745144;10606812;6951163;6951164;6951165;15968885;71751616"	"HMDB:(1065 62626);SuperNatural:(SN00118560 SN00118561 SN00225187);ZINC bio:(ZINC00403283 ZINC00403284);additional;MeSH:(1000);PubMed;NORMAN:(NS00014647);COCONUT:(CNP0082756 CNP0107878);Natural Products:(UNPD39583);PubChem:(1000 643217 450537 4745144 10606812 6951163 6951164 6951165 15968885 71751616);YMDB Mine;CHEBI:(57741 16343);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02735);PubChem class - safety and toxic;Training Set;Biocyc:(PHENYLETHANOLAMINE)"	51627485550	120.080879211426	114.7125	"961_mapp_batch_00109_sirius_1021"	1021	"CHEBI:16343"	"phenylethanolamine"	"4.01"	"3"	1021
"C1=CC=C(C=C1)C(CN)O"	515	1	1	2	2	"0.5115062653118543"	-9.5034543663609	"0.9999999999999999"	42.9986498880415	"C8H11NO"	"[M - H2O + H]+"	"ULSIYEODSMZIPX"	"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2"	"bmse000307"	0.315441757	"1000;643217;450537;4745144;10606812;6951163;6951164;6951165;15968885;71751616"	"HMDB:(1065 62626);SuperNatural:(SN00118560 SN00118561 SN00225187);ZINC bio:(ZINC00403283 ZINC00403284);additional;MeSH:(1000);PubMed;NORMAN:(NS00014647);COCONUT:(CNP0082756 CNP0107878);Natural Products:(UNPD39583);PubChem:(1000 643217 450537 4745144 10606812 6951163 6951164 6951165 15968885 71751616);YMDB Mine;CHEBI:(57741 16343);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02735);PubChem class - safety and toxic;Training Set;Biocyc:(PHENYLETHANOLAMINE)"	51627485550	120.08088684082	114.7125	"3889_mapp_batch_00109_sirius_4235"	4235	"CHEBI:16343"	"phenylethanolamine"	"4.01"	"3"	4235
"C1=CC=C(C=C1)C(CN)O"	409	1	1	2	2	"0.5580075848829831"	-8.76433906835043	"0.9999999999999999"	49.0312493456976	"C8H11NO"	"[M - H2O + H]+"	"ULSIYEODSMZIPX"	"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2"	"bmse000307"	0.315441757	"1000;643217;450537;4745144;10606812;6951163;6951164;6951165;15968885;71751616"	"HMDB:(1065 62626);SuperNatural:(SN00118560 SN00118561 SN00225187);ZINC bio:(ZINC00403283 ZINC00403284);additional;MeSH:(1000);PubMed;NORMAN:(NS00014647);COCONUT:(CNP0082756 CNP0107878);Natural Products:(UNPD39583);PubChem:(1000 643217 450537 4745144 10606812 6951163 6951164 6951165 15968885 71751616);YMDB Mine;CHEBI:(57741 16343);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02735);PubChem class - safety and toxic;Training Set;Biocyc:(PHENYLETHANOLAMINE)"	51627485550	120.081157684326	94.433496	"141_mapp_batch_00109_sirius_148"	148	"CHEBI:16343"	"phenylethanolamine"	"4.01"	"3"	148
"C1=CC=C(C=C1)C(CN)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O"	377	1	1	1	1	"0.5867028047789056"	-118.673129699916	"0.0"	66.3208969646363	"C20H31NO11"	"[M + H]+"	"CUIKJXSFFYMXSE"	"InChI=1S/C20H31NO11/c21-6-10(9-4-2-1-3-5-9)30-20-18(28)16(26)14(24)12(32-20)8-29-19-17(27)15(25)13(23)11(7-22)31-19/h1-5,10-20,22-28H,6-8,21H2"	"(1s)-2-Amino-1-Phenylethyl 6-O-Beta-L-Glucopyranosyl-Alpha-D-Mannopyranoside"	-3.5999999	"24820109;44231023"	"PubChem:(24820109 44231023);PubChem class - bio and metabolites"	16777218	462.195373535156	183.320046	"2188_mapp_batch_00109_sirius_2347"	2347	NA	NA	NA	NA	2347
"C1=CC=C(C=C1)C[N+]2=CC=C(C=C2)CC3=CC=C(C=C3)[N+](=O)[O-]"	2203	1	1	2	2	"0.15104317045431803"	-168.167200362816	"0.9999999999999999"	38.5462041411081	"C19H16N2O2"	"[M + H]+"	"YADCXGHQVFWYKM"	"InChI=1S/C19H17N2O2/c22-21(23)19-8-6-16(7-9-19)14-17-10-12-20(13-11-17)15-18-4-2-1-3-5-18/h1-13H,14-15H2/q+1"	"1-benzyl-4-[(4-nitrophenyl)methyl]pyridin-1-ium"	4.30000019	"4178781"	"PubChem:(4178781);SuperNatural:(SN00121091);ZINC bio:(ZINC03094921)"	1056770	305.128326416016	319.902528	"132_mapp_batch_00109_sirius_139"	139	NA	NA	NA	NA	139
"C1=CC=C(C=C1)C=CC(=O)O"	430	1	1	1	1	"0.5494690780996446"	-8.74629225005148	"0.9944723618090452"	20.1609033689929	"C9H8O2"	"[M - H2O + H]+"	"WBYWAXJHAXSJNI"	"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)"	"cinnamate"	1.81576502	"8784;444539;3920069;5957728;5372954;6857483;10773127;12206115;12206117;11008079;11298058;16213746;16213747;21677327;21677329;87138530;101086315;101086316;101086317;101086318;101108447;102009729;101188533;101636136;101249582;101249583;100943778;100943781;118797106;123151745;129848421;129849789;129883117;131854032;135121404;139025096"	"HMDB:(567 930 128078);PubChem class - food;SuperNatural:(SN00280202 SN00133813);ZINC bio:(ZINC04532783 ZINC16051516);additional;MeSH:(8784 444539 5957728);Plantcyc:(CPD-674);PubMed;NORMAN:(NS00001286);COCONUT:(CNP0085905 CNP0390407);KNApSAcK:(34743);Natural Products:(UNPD226281 UNPD219915 UNPD109023 UNPD171793 UNPD161812);PubChem:(8784 444539 3920069 5957728 5372954 6857483 10773127 12206115 12206117 11008079 11298058 16213746 16213747 21677327 21677329 87138530 101086315 101086316 101086317 101086318 101108447 102009729 101188533 101636136 101249582 101249583 100943778 100943781 118797106 123151745 129848421 129849789 129883117 131854032 135121404 139025096);CHEBI:(35700 35697 23248 15669 35699 27386);PubChem class - bio and metabolites;KEGG:(C00423 C10438);PubChem class - safety and toxic;YMDB:(1324);Training Set;PubChem class - drug;Biocyc:(CPD-674)"	255846782	131.049285888672	131.95755	"2589_mapp_batch_00109_sirius_2794"	2794	"CHEBI:27386"	"cinnamic acid"	"3.35"	"3"	2794
"C1=CC=C(C=C1)C=CC(=O)O"	670	1	2	2	4	"0.44370925241780007"	-15.1153963218678	"0.7407035175879397"	30.6313957406975	"C9H8O2"	"[M - H2O + H]+"	"WBYWAXJHAXSJNI"	"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)"	"cinnamate"	1.81576502	"8784;444539;3920069;5957728;5372954;6857483;10773127;12206115;12206117;11008079;11298058;16213746;16213747;21677327;21677329;87138530;101086315;101086316;101086317;101086318;101108447;102009729;101188533;101636136;101249582;101249583;100943778;100943781;118797106;123151745;129848421;129849789;129883117;131854032;135121404;139025096"	"HMDB:(567 930 128078);PubChem class - food;SuperNatural:(SN00280202 SN00133813);ZINC bio:(ZINC04532783 ZINC16051516);additional;MeSH:(8784 444539 5957728);Plantcyc:(CPD-674);PubMed;NORMAN:(NS00001286);COCONUT:(CNP0085905 CNP0390407);KNApSAcK:(34743);Natural Products:(UNPD226281 UNPD219915 UNPD109023 UNPD171793 UNPD161812);PubChem:(8784 444539 3920069 5957728 5372954 6857483 10773127 12206115 12206117 11008079 11298058 16213746 16213747 21677327 21677329 87138530 101086315 101086316 101086317 101086318 101108447 102009729 101188533 101636136 101249582 101249583 100943778 100943781 118797106 123151745 129848421 129849789 129883117 131854032 135121404 139025096);CHEBI:(35700 35697 23248 15669 35699 27386);PubChem class - bio and metabolites;KEGG:(C00423 C10438);PubChem class - safety and toxic;YMDB:(1324);Training Set;PubChem class - drug;Biocyc:(CPD-674)"	255846782	131.04931640625	95.09112	"2910_mapp_batch_00109_sirius_3135"	3135	"CHEBI:27386"	"cinnamic acid"	"3.35"	"3"	3135
"C1=CC=C(C=C1)C=NNC2=NC3=C(N=CN=C3N2C4C(C(C(O4)CO)O)O)N"	2024	1	2	2	4	"0.17298746710340407"	-267.285470578645	"0.018090452261306532"	42.5141913910229	"C17H19N7O4"	"[M + H]+"	"BYHXYKVPYGWHQF"	"InChI=1S/C17H19N7O4/c18-14-11-15(20-8-19-14)24(16-13(27)12(26)10(7-25)28-16)17(22-11)23-21-6-9-4-2-1-3-5-9/h1-6,8,10,12-13,16,25-27H,7H2,(H,22,23)(H2,18,19,20)"	"2-[6-amino-8-(2-benzylidenehydrazinyl)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol"	0.169541717	"3820110;9637549;16493959;40806869;40806870;40994643;44659909;51443535;51443536;71966052"	"COCONUT:(CNP0381728);PubChem:(3820110 9637549 16493959 40806869 40806870 40994643 44659909 51443535 51443536 71966052);SuperNatural:(SN00077932 SN00077930 SN00077931 SN00077933);ZINC bio:(ZINC08740540 ZINC08740541 ZINC08740542 ZINC08740543)"	3153922	386.156127929688	111.35028	"571_mapp_batch_00109_sirius_604"	604	NA	NA	NA	NA	604
"C1=CC=C(C=C1)C2=CC=C(C=C2)CCC(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)N"	735	1	1	2	3	"0.41981007248147645"	-279.893801285182	"0.8964824120603017"	14.3179744502393	"C25H29N3O7"	"[M - H2O + H]+"	"KGICPKKIUBLFER"	"InChI=1S/C25H29N3O7/c26-24(34)19(11-14-22(30)31)28-25(35)20(12-15-23(32)33)27-21(29)13-8-16-6-9-18(10-7-16)17-4-2-1-3-5-17/h1-7,9-10,19-20H,8,11-15H2,(H2,26,34)(H,27,29)(H,28,35)(H,30,31)(H,32,33)"	"N-(3-Biphenyl-4-Ylpropanoyl)-L-Alpha-Glutamyl-L-Alpha-Glutamyl-Amide"	1.10000002	"46861566;72200162;71075792"	"PubChem:(46861566 72200162 71075792);PubMed;PubChem class - bio and metabolites"	16777282	466.197509765625	308.171256	"1124_mapp_batch_00109_sirius_1196"	1196	NA	NA	NA	NA	1196
"C1=CC=C(C=C1)C2=CC=C(C=C2)CCC(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)N"	2923	1	1	2	2	"0.06969527169063273"	-341.94998417298	"0.9999999999999999"	13.6264792134037	"C25H29N3O7"	"[M - H2O + H]+"	"KGICPKKIUBLFER"	"InChI=1S/C25H29N3O7/c26-24(34)19(11-14-22(30)31)28-25(35)20(12-15-23(32)33)27-21(29)13-8-16-6-9-18(10-7-16)17-4-2-1-3-5-17/h1-7,9-10,19-20H,8,11-15H2,(H2,26,34)(H,27,29)(H,28,35)(H,30,31)(H,32,33)"	"N-(3-Biphenyl-4-Ylpropanoyl)-L-Alpha-Glutamyl-L-Alpha-Glutamyl-Amide"	1.10000002	"46861566;72200162;71075792"	"PubChem:(46861566 72200162 71075792);PubMed;PubChem class - bio and metabolites"	16777282	466.197784423828	285.374658	"2235_mapp_batch_00109_sirius_2399"	2399	NA	NA	NA	NA	2399
"C1=CC=C(C=C1)C2=CC3=CC=CC=C3N2CC(=O)NCCC4=CNC5=CC=CC=C54"	643	1	1	1	1	"0.4548480162424611"	-94.4465144149931	"0.9999999999999999"	14.0493786491646	"C26H23N3O"	"[M - H2O + H]+"	"WERQTZYZWDMTCJ"	"InChI=1S/C26H23N3O/c30-26(27-15-14-21-17-28-23-12-6-5-11-22(21)23)18-29-24-13-7-4-10-20(24)16-25(29)19-8-2-1-3-9-19/h1-13,16-17,28H,14-15,18H2,(H,27,30)"	"null"	5.19999981	"49652065"	"COCONUT:(CNP0392209);PubChem:(49652065);ZINC bio:(ZINC40309045)"	2105346	376.180404663086	458.310972	"1182_mapp_batch_00109_sirius_1259"	1259	NA	NA	NA	NA	1259
"C1=CC=C(C=C1)C2=NC=CC3=C2NC4=CC=CC=C34"	1651	1	1	2	2	"0.21858314523740804"	-36.9345858912751	"0.9999999999999999"	12.3369197573251	"C17H12N2"	"[M + H]+"	"WOHXZRIXRLZSBI"	"InChI=1S/C17H12N2/c1-2-6-12(7-3-1)16-17-14(10-11-18-16)13-8-4-5-9-15(13)19-17/h1-11,19H"	"1-phenyl-9H-pyrido[3,4-b]indole"	4	"854531"	"COCONUT:(CNP0121876);PubChem:(854531);PubMed;ZINC bio:(ZINC00407152)"	2105410	245.107345581055	391.556052	"1604_mapp_batch_00109_sirius_1706"	1706	NA	NA	NA	NA	1706
"C1=CC=C(C=C1)C2=NC=CC3=C2NC4=CC=CC=C34"	1766	1	1	2	2	"0.20520057446722967"	-37.2287852990121	"0.9999999999999999"	16.7036360446886	"C17H12N2"	"[M + H]+"	"WOHXZRIXRLZSBI"	"InChI=1S/C17H12N2/c1-2-6-12(7-3-1)16-17-14(10-11-18-16)13-8-4-5-9-15(13)19-17/h1-11,19H"	"1-phenyl-9H-pyrido[3,4-b]indole"	4	"854531"	"COCONUT:(CNP0121876);PubChem:(854531);PubMed;ZINC bio:(ZINC00407152)"	2105410	245.107177734375	247.489758	"1305_mapp_batch_00109_sirius_1387"	1387	NA	NA	NA	NA	1387
"C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=NN=C5C(=C4)C(=O)N=N5"	1500	1	2	1	4	"0.24225269831504787"	-228.412885793747	"0.1020100502512563"	10.7837605344433	"C18H10N6O"	"[M + Na]+"	"RURYGRIJIZXNQD"	"InChI=1S/C18H10N6O/c25-18-12-10-13(19-20-17(12)21-22-18)15-14-8-4-5-9-24(14)23-16(15)11-6-2-1-3-7-11/h1-10H"	"5-(2-Phenylpyrazolo[1,5-A]pyridin-3-Yl)-3h-Pyrazolo[3,4-C]pyridazin-3-One"	2.4000001	"71660641"	"PubChem:(71660641);PubMed;PubChem class - bio and metabolites"	16777282	349.079772949219	97.08399	"3365_mapp_batch_00109_sirius_3643"	3643	NA	NA	NA	NA	3643
"C1=CC=C(C=C1)C2=NOC(=N2)C(Cl)(Cl)Cl"	3092	1	1	1	1	"0.041923588749319306"	-193.601811157191	"0.9994974874371859"	15.7515790856463	"C9H5Cl3N2O"	"[M + Na]+"	"DYLKAZGGQBPFEM"	"InChI=1S/C9H5Cl3N2O/c10-9(11,12)8-13-7(14-15-8)6-4-2-1-3-5-6/h1-5H"	"3-Phenyl-5-trichloromethyl-1,2,4-oxadiazole"	3.49931931	"14577"	"PubChem:(14577);PubChem class - safety and toxic"	67108866	284.935760498047	31.8809922	"3444_mapp_batch_00109_sirius_3741"	3741	NA	NA	NA	NA	3741
