"canopus_id"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#all classifications"	"canopus_featureId"	"feature_id"
"933_mapp_batch_00109_sirius_992"	"C15H24N6O2"	"[M - H2O + H]+"	"C15H22N6O"	"Alkaloids"	0.293839275836945	"Small peptides"	0.698236346244812	"Dipeptides"	0.852046489715576	"Alpha amino acid amides"	0.962769091129303	"Amino acids and derivatives"	0.919872105121612	"Amino acids, peptides, and analogues"	0.930941104888916	"Carboxylic acids and derivatives"	0.971809267997742	"Organic acids and derivatives"	0.974099278450012	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Benzoic acids and derivatives; Benzamides; Hippuric acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	992	992
"934_mapp_batch_00109_sirius_993"	"C44H47N3O10S2"	"[M + K]+"	"C44H47N3O10S2"	"Shikimates and Phenylpropanoids"	0.533296167850494	"Flavonoids"	0.3044253885746	"Angucyclines"	0.248120307922363	"N-acyl-alpha amino acids and derivatives"	0.530181348323822	"Amino acids and derivatives"	0.971473634243012	"Amino acids, peptides, and analogues"	0.976105391979218	"Carboxylic acids and derivatives"	0.995689451694488	"Organic acids and derivatives"	0.995463311672211	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiophenes; Benzopyrans; Alkyl aryl ethers; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Imidazolidinones; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acid esters; Benzenediols; Acetals; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Azolidines; 1-benzopyrans; Dialkylthioethers; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities"	993	993
"935_mapp_batch_00109_sirius_994"	"C18H33NO3"	"[M - H2O + H]+"	"C18H31NO2"	"Fatty acids"	0.990616023540497	"Fatty amides"	0.724501252174377	"N-acyl amines"	0.690244078636169	"Long-chain fatty acids"	0.753042995929718	"Long-chain fatty acids"	0.753042995929718	"Fatty acids and conjugates"	0.945273876190186	"Fatty Acyls"	0.964334964752197	"Lipids and lipid-like molecules"	0.966892123222351	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	994	994
"936_mapp_batch_00109_sirius_996"	"C13H31N7O"	"[M + Na]+"	"C13H31N7O"	"Alkaloids"	0.980966329574585	"Ornithine alkaloids"	0.86055713891983	"Polyamines"	0.71575802564621	"Fatty amides"	0.57519918680191	NA	NA	"Fatty amides"	0.57519918680191	"Fatty Acyls"	0.746405899524689	"Lipids and lipid-like molecules"	0.561106383800507	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	996	996
"938_mapp_batch_00109_sirius_998"	"C24H32O7"	"[M - H2O + H]+"	"C24H30O6"	"Terpenoids"	0.396743267774582	"Lignans"	0.740092158317566	"Dibenzylbutane lignans"	0.427829295396805	"Anisoles"	0.668828129768372	NA	NA	"Anisoles"	0.668828129768372	"Phenol ethers"	0.853341400623322	"Benzenoids"	0.927745580673218	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organooxygen compounds; Tertiary alcohols; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	998	998
"939_mapp_batch_00109_sirius_999"	"C32H63NO3"	"[M + H]+"	"C32H63NO3"	"Fatty acids"	0.999561965465546	"Sphingolipids"	0.995919167995453	"Ceramides"	0.996422588825226	"Long-chain ceramides"	0.505493760108948	"Long-chain ceramides"	0.505493760108948	"Ceramides"	0.999963641166687	"Sphingolipids"	0.999099254608154	"Lipids and lipid-like molecules"	0.98616760969162	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	999	999
"940_mapp_batch_00109_sirius_1000"	"C24H46O4"	"[M - H2O + H]+"	"C24H44O3"	"Fatty acids"	0.744640290737152	"Steroids"	0.515588939189911	"Cholestane steroids"	0.526632070541382	"3-hydroxysteroids"	0.699621081352234	"3-hydroxysteroids"	0.699621081352234	"Hydroxysteroids"	0.343398630619049	"Steroids and steroid derivatives"	0.154437899589539	"Lipids and lipid-like molecules"	0.997713088989258	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Fatty alcohols; Secondary alcohols; Carbonyl compounds; 3-hydroxysteroids; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1000	1000
"941_mapp_batch_00109_sirius_1001"	"C14H19NO2"	"[M + H]+"	"C14H19NO2"	"Alkaloids"	0.84501588344574	"Tryptophan alkaloids"	0.650134265422821	"Phenylethylamines"	0.360017627477646	"Carbamate esters"	0.867656826972961	"Amino acids and derivatives"	0.916928768157959	"Amino acids, peptides, and analogues"	0.90970903635025	"Carboxylic acids and derivatives"	0.936344027519226	"Organic acids and derivatives"	0.889187753200531	"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carbamate esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; m-Xylenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1001	1001
"942_mapp_batch_00109_sirius_1002"	"C18H13NO3"	"[M - H2O + H]+"	"C18H11NO2"	"Shikimates and Phenylpropanoids"	0.489073663949966	"Tryptophan alkaloids"	0.332789838314056	"Anthraquinones and anthrones"	0.314961403608322	"Naphthalenes"	0.684986770153046	NA	NA	NA	NA	"Naphthalenes"	0.684986770153046	"Benzenoids"	0.999347269535065	"Organic compounds; Organoheterocyclic compounds; Naphthalenes; 1,3-dicarbonyl compounds; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1002	1002
"944_mapp_batch_00109_sirius_1004"	"C9H17NO3"	"[M + H]+"	"C9H17NO3"	"Amino acids and Peptides"	0.872422456741333	"Small peptides"	0.918819427490234	"Aminoacids"	0.789915263652802	"Amino acids"	0.998088181018829	"Amino acids and derivatives"	0.994419634342194	"Amino acids, peptides, and analogues"	0.994693696498871	"Carboxylic acids and derivatives"	0.999458372592926	"Organic acids and derivatives"	0.999311566352844	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Alpha-amino ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1004	1004
"945_mapp_batch_00109_sirius_1005"	"C27H21N3"	"[M + H]+"	"C27H21N3"	"Alkaloids"	0.99746310710907	"Tryptophan alkaloids"	0.788571417331696	"Simple indole alkaloids"	0.393963426351547	"Harmala alkaloids"	0.0193230081349611	NA	NA	NA	NA	"Harmala alkaloids"	0.0193230081349611	"Alkaloids and derivatives"	0.0155125297605991	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Pyrroles; Indoles and derivatives; Organonitrogen compounds; Quinolines and derivatives; Benzenoids; Indoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	1005	1005
"946_mapp_batch_00109_sirius_1006"	"C15H22N2O7"	"[M - H2O + H]+"	"C15H20N2O6"	"Alkaloids"	0.477701485157013	"Tryptophan alkaloids"	0.648432433605194	"Simple indole alkaloids"	0.422543793916702	"Alpha amino acids and derivatives"	0.836853802204132	"Amino acids and derivatives"	0.891063690185547	"Amino acids, peptides, and analogues"	0.886075019836426	"Carboxylic acids and derivatives"	0.869646549224854	"Organic acids and derivatives"	0.877935945987701	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Hexoses; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; Dialkylamines; Polyols; Benzenoids; Amines; Secondary amines; Nucleoside and nucleotide analogues; Aralkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1006	1006
"947_mapp_batch_00109_sirius_1007"	"C8H14BNO5S"	"[M + H]+"	"C8H14BNO5S"	"Amino acids and Peptides"	0.9868403673172	"Small peptides"	0.991350412368774	"Aminoacids"	0.685720980167389	"N-acyl-alpha amino acids and derivatives"	0.118655532598495	"Amino acids and derivatives"	0.978685021400452	"Amino acids, peptides, and analogues"	0.976886570453644	"Carboxylic acids and derivatives"	0.999958872795105	"Organic acids and derivatives"	0.999999046325684	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organometallic compounds; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Organometalloid compounds; Thia fatty acids; Carbonyl compounds; Organoboron compounds; Sulfenyl compounds; Organic salts; Fatty Acyls; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1007	1007
"948_mapp_batch_00109_sirius_1008"	"C14H19NO8"	"[M + H]+"	"C14H19NO8"	"Alkaloids"	0.551339507102966	"Amino acid glycosides"	0.231533840298653	"Cyanogenic glycosides"	0.152969926595688	"Hexoses"	0.905401468276978	"Monosaccharides"	0.979915380477905	"Carbohydrates and carbohydrate conjugates"	0.999448716640472	"Organooxygen compounds"	0.999998688697815	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Oxazinanes; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Morpholines; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Cyclitols and derivatives; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1008	1008
"951_mapp_batch_00109_sirius_1011"	"C25H49NO4"	"[M + H]+"	"C25H49NO4"	"Fatty acids"	0.998444736003876	"Fatty esters"	0.999009013175964	"Fatty acyl carnitines"	0.925469756126404	"Acyl carnitines"	0.666533291339874	"Acyl carnitines"	0.666533291339874	"Fatty acid esters"	0.999847531318665	"Fatty Acyls"	0.999841213226318	"Lipids and lipid-like molecules"	0.999672055244446	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1011	1011
"952_mapp_batch_00109_sirius_1012"	"C15H24O2"	"[M - H2O + H]+"	"C15H22O"	"Terpenoids"	0.997161388397217	"Sesquiterpenoids"	0.975650310516357	"Caryophyllane sesquiterpenoids"	0.402896106243134	"Sesquiterpenoids"	0.647994518280029	NA	NA	"Sesquiterpenoids"	0.647994518280029	"Prenol lipids"	0.384840339422226	"Lipids and lipid-like molecules"	0.601655066013336	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Cyclic alcohols and derivatives; Sesquiterpenoids; Tertiary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1012	1012
"953_mapp_batch_00109_sirius_1013"	"C26H49NO7"	"[M + H]+"	"C26H49NO7"	"Fatty acids"	0.578605949878693	"Glycerophospholipids"	0.100144289433956	"Monoacylglycerols"	0.0571128912270069	"Fatty acid esters"	0.848513126373291	NA	NA	"Fatty acid esters"	0.848513126373291	"Fatty Acyls"	0.874590814113617	"Lipids and lipid-like molecules"	0.761218369007111	"Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1013	1013
"954_mapp_batch_00109_sirius_1014"	"C11H23NO3S"	"[M + H]+"	"C11H23NO3S"	"Fatty acids"	0.390369892120361	"Fatty acyls"	0.190318256616592	"Piperidine alkaloids"	0.108383648097515	"Amino acids, peptides, and analogues"	0.290615946054459	NA	NA	"Amino acids, peptides, and analogues"	0.290615946054459	"Carboxylic acids and derivatives"	0.227817729115486	"Organic acids and derivatives"	0.228205054998398	"Organic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1014	1014
"956_mapp_batch_00109_sirius_1016"	"C24H40O12"	"[M + Na]+"	"C24H40O12"	"Terpenoids"	0.767021417617798	"Sesquiterpenoids"	0.328032314777374	"Fatty acyl glycosides of mono- and disaccharides"	0.279306441545486	"Alkyl glycosides"	0.529577672481537	"Alkyl glycosides"	0.529577672481537	"Fatty acyl glycosides"	0.427193433046341	"Fatty Acyls"	0.907150328159332	"Lipids and lipid-like molecules"	0.97943764925003	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; 1,3-dicarbonyl compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1016	1016
"957_mapp_batch_00109_sirius_1017"	"C13H9F3N2O2"	"[M - H2O + H]+"	"C13H7F3N2O"	"Alkaloids"	0.986901104450226	"Nicotinic acid alkaloids"	0.965489387512207	"Pyridine alkaloids"	0.962083578109741	"Trifluoromethylbenzenes"	0.67309045791626	NA	NA	"Trifluoromethylbenzenes"	0.67309045791626	"Benzene and substituted derivatives"	0.363492339849472	"Benzenoids"	0.919212877750397	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Pyridinecarboxylic acids and derivatives; Organofluorides; Pyridinecarboxylic acids; Benzenoids; Amines; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1017	1017
"959_mapp_batch_00109_sirius_1019"	"C22H42N2O2"	"[M - H2O + H]+"	"C22H40N2O"	"Fatty acids"	0.714615225791931	"Fatty amides"	0.83868008852005	"N-acyl amines"	0.659978330135345	"Amino acids and derivatives"	0.848311603069305	"Amino acids and derivatives"	0.848311603069305	"Amino acids, peptides, and analogues"	0.861062705516815	"Carboxylic acids and derivatives"	0.698789417743683	"Organic acids and derivatives"	0.988120198249817	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1019	1019
"960_mapp_batch_00109_sirius_1020"	"C24H48NO7P"	"[M + H]+"	"C24H48NO7P"	"Fatty acids"	0.987799525260925	"Glycerophospholipids"	0.999031901359558	"Glycerophosphocholines"	0.992153465747833	"Lysophosphatidylcholines"	0.887515366077423	"Lysophosphatidylcholines"	0.887515366077423	"Glycerophosphocholines"	0.984176099300384	"Glycerophospholipids"	0.973832428455353	"Lipids and lipid-like molecules"	0.998572587966919	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1020	1020
"961_mapp_batch_00109_sirius_1021"	"C8H11NO"	"[M - H2O + H]+"	"C8H9N"	"Alkaloids"	0.892850399017334	"Tyrosine alkaloids"	0.477258682250977	"Phenylethylamines"	0.585637986660004	"Indoles"	6.54937393846922e-05	NA	NA	"Indoles"	6.54937393846922e-05	"Indoles and derivatives"	0.000116835530207027	"Organoheterocyclic compounds"	0.00118353962898254	"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; 1,2-aminoalcohols; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Alkanolamines; Aromatic alcohols; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1021	1021
"963_mapp_batch_00109_sirius_1024"	"C26H41NO2"	"[M + H]+"	"C26H41NO2"	"Fatty acids"	0.999938130378723	"Fatty amides"	0.999676704406738	"N-acyl amines"	0.997616767883301	"N-acyl amines"	0.999935984611511	"N-acyl amines"	0.999935984611511	"Fatty amides"	0.999844670295715	"Fatty Acyls"	0.999934911727905	"Lipids and lipid-like molecules"	0.99972015619278	"Organic compounds; Lipids and lipid-like molecules; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities"	1024	1024
"964_mapp_batch_00109_sirius_1025"	"C38H72O10"	"[M - H2O + H]+"	"C38H70O9"	"Fatty acids"	0.631936192512512	"Glycerolipids"	0.339764952659607	"Open-chain polyketides"	0.245387643575668	"Fatty acid esters"	0.508569836616516	NA	NA	"Fatty acid esters"	0.508569836616516	"Fatty Acyls"	0.57755982875824	"Lipids and lipid-like molecules"	0.839990258216858	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1025	1025
"966_mapp_batch_00109_sirius_1027"	"C32H39N3O6"	"[M + Na]+"	"C32H39N3O6"	"Amino acids and Peptides"	0.280128180980682	"Ornithine alkaloids"	0.446719318628311	"Polyamines"	0.559248149394989	"Alpha amino acids and derivatives"	0.739384412765503	"Amino acids and derivatives"	0.839496076107025	"Amino acids, peptides, and analogues"	0.831453382968903	"Carboxylic acids and derivatives"	0.998155534267426	"Organic acids and derivatives"	0.99998950958252	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Styrenes; Alpha amino acids and derivatives; Alkyl aryl ethers; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Cinnamic acids and derivatives; Ureas; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	1027	1027
"967_mapp_batch_00109_sirius_1028"	"C11H20O4"	"[M - H2O + H]+"	"C11H18O3"	"Polyketides"	0.887042760848999	"Linear polyketides"	0.763340830802917	"Open-chain polyketides"	0.557234406471252	"Gamma butyrolactones"	0.595439732074738	NA	NA	"Gamma butyrolactones"	0.595439732074738	"Lactones"	0.698958277702332	"Organoheterocyclic compounds"	0.57815158367157	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Secondary alcohols; Carbonyl compounds; Oxolanes; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1028	1028
"968_mapp_batch_00109_sirius_1029"	"C10H19NO7"	"[M - H2O + H]+"	"C10H17NO6"	"Carbohydrates"	0.775425732135773	"Aminosugars and aminoglycosides"	0.847377121448517	"Aminosugars"	0.957509100437164	"Amino acids and derivatives"	0.136756956577301	"Amino acids and derivatives"	0.136756956577301	"Amino acids, peptides, and analogues"	0.113272279500961	"Carboxylic acids and derivatives"	0.960702121257782	"Organic acids and derivatives"	0.993152022361755	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Hemiacetals; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Polyols; Amines; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1029	1029
