"id_canopus"	"molecularFormula_canopus"	"adduct_canopus"	"precursorFormula_canopus"	"NPC#pathway_canopus"	"NPC#pathway Probability_canopus"	"NPC#superclass_canopus"	"NPC#superclass Probability_canopus"	"NPC#class_canopus"	"NPC#class Probability_canopus"	"ClassyFire#most specific class_canopus"	"ClassyFire#most specific class Probability_canopus"	"ClassyFire#level 5_canopus"	"ClassyFire#level 5 Probability_canopus"	"ClassyFire#subclass_canopus"	"ClassyFire#subclass Probability_canopus"	"ClassyFire#class_canopus"	"ClassyFire#class Probability_canopus"	"ClassyFire#superclass_canopus"	"ClassyFire#superclass probability_canopus"	"ClassyFire#all classifications_canopus"	"featureId_canopus"	"feature_id"
"802_mapp_batch_00111_sirius_817"	"C17H29NO9"	"[M - H2O + H]+"	"C17H27NO8"	"Alkaloids"	0.302495330572128	"Linear polyketides"	0.0247456654906273	"Aminosugars"	0.0120436539873481	"Hexoses"	0.5774787068367	"Monosaccharides"	0.708091914653778	"Carbohydrates and carbohydrate conjugates"	0.515213370323181	"Organooxygen compounds"	0.99999988079071	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; O-glycosyl compounds; Dialkylamines; Polyols; Amines; Secondary amines; Alkanolamines; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	817	817
"803_mapp_batch_00111_sirius_818"	"C13H21NO"	"[M + H]+"	"C13H21NO"	"Alkaloids"	0.794507503509521	"Lysine alkaloids"	0.653281629085541	"Piperidine alkaloids"	0.277701675891876	"Cyclohexanols"	0.0278018284589052	"Secondary alcohols"	0.0307379718869925	"Alcohols and polyols"	0.0324969664216041	"Organooxygen compounds"	0.999976277351379	"Organic oxygen compounds"	0.999996066093445	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	818	818
"804_mapp_batch_00111_sirius_819"	"C54H87N5O11"	"[M + H]+"	"C54H87N5O11"	"Polyketides"	0.99450820684433	"Oligopeptides"	0.700958371162415	"Cyclic peptides"	0.349805355072021	"Alpha amino acids and derivatives"	0.827156186103821	"Amino acids and derivatives"	0.931154191493988	"Amino acids, peptides, and analogues"	0.951055824756622	"Carboxylic acids and derivatives"	0.999964594841003	"Organic acids and derivatives"	0.999996066093445	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	819	819
"806_mapp_batch_00111_sirius_821"	"C24H23N5O4"	"[M + Na]+"	"C24H23N5O4"	"Alkaloids"	0.82623153924942	"Histidine alkaloids"	0.528461337089539	"Imidazole alkaloids"	0.353327542543411	"Hydroxycinnamic acids and derivatives"	0.963477909564972	NA	NA	"Hydroxycinnamic acids and derivatives"	0.963477909564972	"Cinnamic acids and derivatives"	0.997759222984314	"Phenylpropanoids and polyketides"	0.993619978427887	"Organic compounds; Organoheterocyclic compounds; Styrenes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Phenol ethers; Benzenoids; Cinnamic acid amides; Organic oxides; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	821	821
"807_mapp_batch_00111_sirius_822"	"C18H32O"	"[M - H2O + H]+"	"C18H30"	"Fatty acids"	0.77068167924881	"Fatty acyls"	0.609991014003754	"Fatty alcohols"	0.181593105196953	"Prenol lipids"	0.117236115038395	NA	NA	NA	NA	"Prenol lipids"	0.117236115038395	"Lipids and lipid-like molecules"	0.894669115543365	"Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	822	822
"810_mapp_batch_00111_sirius_826"	"C21H37NO7"	"[M + H]+"	"C21H37NO7"	"Terpenoids"	0.478535354137421	"Macrolides"	0.270953625440598	"Open-chain polyketides"	0.312114387750626	"Amino acids and derivatives"	0.650527536869049	"Amino acids and derivatives"	0.650527536869049	"Amino acids, peptides, and analogues"	0.651874840259552	"Carboxylic acids and derivatives"	0.836224913597107	"Organic acids and derivatives"	0.796433568000793	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Amines; Primary amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	826	826
"811_mapp_batch_00111_sirius_827"	"C32H65NO3"	"[M + Na]+"	"C32H65NO3"	"Fatty acids"	0.99958997964859	"Sphingolipids"	0.997871398925781	"Ceramides"	0.998730957508087	"Ceramides"	0.999982953071594	NA	NA	"Ceramides"	0.999982953071594	"Sphingolipids"	0.999507427215576	"Lipids and lipid-like molecules"	0.993331372737884	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	827	827
"814_mapp_batch_00111_sirius_830"	"C18H26O2"	"[M - H2O + H]+"	"C18H24O"	"Terpenoids"	0.932950854301453	"Diterpenoids"	0.471439510583878	"Androstane steroids"	0.578738570213318	"Oxosteroids"	0.675269365310669	NA	NA	"Oxosteroids"	0.675269365310669	"Steroids and steroid derivatives"	0.36569356918335	"Lipids and lipid-like molecules"	0.690166354179382	"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organooxygen compounds; Oxosteroids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	830	830
"815_mapp_batch_00111_sirius_831"	"C20H28N2O6S"	"[M + K]+"	"C20H28N2O6S"	"Alkaloids"	0.395956963300705	"Nicotinic acid alkaloids"	0.317430347204208	"Pyridine alkaloids"	0.342542916536331	"Amino acids and derivatives"	0.562207102775574	"Amino acids and derivatives"	0.562207102775574	"Amino acids, peptides, and analogues"	0.540148377418518	"Carboxylic acids and derivatives"	0.774004638195038	"Organic acids and derivatives"	0.786387205123901	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Pyridines and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	831	831
"817_mapp_batch_00111_sirius_833"	"C20H35NO7"	"[M + H]+"	"C20H35NO7"	"Fatty acids"	0.41446191072464	"Apocarotenoids"	0.251350998878479	"Open-chain polyketides"	0.313265532255173	"Fatty acids and conjugates"	0.523092865943909	NA	NA	"Fatty acids and conjugates"	0.523092865943909	"Fatty Acyls"	0.795046269893646	"Lipids and lipid-like molecules"	0.81742799282074	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Primary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Oxanes; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	833	833
"819_mapp_batch_00111_sirius_835"	"C40H56O2"	"[M - H2O + H]+"	"C40H54O"	"Terpenoids"	0.999335587024689	"Carotenoids (C40)"	0.9840869307518	"Carotenoids (C40, β-κ)"	0.675340175628662	"Xanthophylls"	0.786719977855682	"Carotenoids"	0.744748950004578	"Tetraterpenoids"	0.750916361808777	"Prenol lipids"	0.998485624790192	"Lipids and lipid-like molecules"	0.998591363430023	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Acryloyl compounds; Organooxygen compounds; Carotenoids; Enones; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Alpha,beta-unsaturated ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	835	835
"820_mapp_batch_00111_sirius_836"	"C44H86N2O2"	"[M + H]+"	"C44H86N2O2"	"Fatty acids"	0.993861794471741	"Fatty amides"	0.900407314300537	"N-acyl amines"	0.77011638879776	"N-acyl amines"	0.970262348651886	"N-acyl amines"	0.970262348651886	"Fatty amides"	0.969473600387573	"Fatty Acyls"	0.976559400558472	"Lipids and lipid-like molecules"	0.935827910900116	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	836	836
"821_mapp_batch_00111_sirius_837"	"C6H4N4S3"	"[M + K]+"	"C6H4N4S3"	"Alkaloids"	0.996107876300812	"Anthranilic acid alkaloids"	0.596938788890839	"Phenazine alkaloids"	0.378765076398849	"Pyrimidines and pyrimidine derivatives"	0.684974730014801	NA	NA	"Pyrimidines and pyrimidine derivatives"	0.684974730014801	"Diazines"	0.834152162075043	"Organoheterocyclic compounds"	0.999116361141205	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Azoles; Diazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	837	837
"826_mapp_batch_00111_sirius_843"	"C20H42N2O2"	"[M + H]+"	"C20H42N2O2"	"Fatty acids"	0.997183978557587	"Fatty amides"	0.974447011947632	"N-acyl amines"	0.774390637874603	"Amino acids and derivatives"	0.852121949195862	"Amino acids and derivatives"	0.852121949195862	"Amino acids, peptides, and analogues"	0.849577009677887	"Carboxylic acids and derivatives"	0.999083042144775	"Organic acids and derivatives"	0.999890685081482	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	843	843
"827_mapp_batch_00111_sirius_844"	"C40H52O2"	"[M + H]+"	"C40H52O2"	"Terpenoids"	0.998892724514008	"Carotenoids (C40)"	0.990276575088501	"Carotenoids (C40, β-β)"	0.519610047340393	"Prenol lipids"	0.993166387081146	NA	NA	NA	NA	"Prenol lipids"	0.993166387081146	"Lipids and lipid-like molecules"	0.986251533031464	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	844	844
"828_mapp_batch_00111_sirius_845"	"C29H40O3"	"[M - H2O + H]+"	"C29H38O2"	"Terpenoids"	0.997053265571594	"Steroids"	0.979722201824188	"Cholestane steroids"	0.464244693517685	"Triterpenoids"	0.659118294715881	NA	NA	"Triterpenoids"	0.659118294715881	"Prenol lipids"	0.12634502351284	"Lipids and lipid-like molecules"	0.995428323745728	"Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Bile acids, alcohols and derivatives; Triterpenoids; Carbonyl compounds; 3-oxosteroids; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities"	845	845
"829_mapp_batch_00111_sirius_846"	"C18H45N4O4"	"[M - H2O + H]+"	"C18H43N4O3"	"Fatty acids"	0.480515450239182	"Ornithine alkaloids"	0.389404326677322	"N-acyl amines"	0.277691781520844	"Amino acids and derivatives"	0.524095356464386	"Amino acids and derivatives"	0.524095356464386	"Amino acids, peptides, and analogues"	0.54422128200531	"Carboxylic acids and derivatives"	0.754189252853394	"Organic acids and derivatives"	0.968277931213379	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic sulfuric acids and derivatives; Monoalkylamines; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	846	846
"830_mapp_batch_00111_sirius_847"	"C9H8O3"	"[M + H]+"	"C9H8O3"	"Shikimates and Phenylpropanoids"	0.995970606803894	"Phenylpropanoids (C6-C3)"	0.984494507312775	"Cinnamic acids and derivatives"	0.983895659446716	"Coumaric acids"	0.990840256214142	"Coumaric acids and derivatives"	0.943112671375275	"Hydroxycinnamic acids and derivatives"	0.925147771835327	"Cinnamic acids and derivatives"	0.837941467761993	"Phenylpropanoids and polyketides"	0.981597781181335	"Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Coumaric acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"	847	847
"832_mapp_batch_00111_sirius_849"	"C24H32F3N3O13"	"[M + H]+"	"C24H32F3N3O13"	"Carbohydrates"	0.905221700668335	"Nucleosides"	0.790885031223297	"Pyrimidine nucleos(t)ides"	0.960472583770752	"Neuraminic acids"	0.134462103247643	"Sugar acids and derivatives"	0.790678679943085	"Carbohydrates and carbohydrate conjugates"	0.858686149120331	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Pyrans; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Amino acids and derivatives; Glucuronides; Hydroxy acids and derivatives; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Aminopyrimidines and derivatives; Cyclic alcohols and derivatives; Diazines; Organofluorides; Acetals; Secondary alcohols; Tertiary alcohols; Beta hydroxy acids and derivatives; Oxanes; Glucuronic acid derivatives; Hydropyrimidines; Polyols; Benzenoids; Halohydrins; Alkyl halides; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	849	849
"834_mapp_batch_00111_sirius_851"	"C22H43NO2"	"[M - H2O + H]+"	"C22H41NO"	"Fatty acids"	0.966296255588532	"Fatty amides"	0.702001631259918	"N-acyl ethanolamines (endocannabinoids)"	0.502855896949768	"N-acyl amines"	0.557125389575958	"N-acyl amines"	0.557125389575958	"Fatty amides"	0.768316984176636	"Fatty Acyls"	0.545697510242462	"Lipids and lipid-like molecules"	0.640297114849091	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acylethanolamines; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	851	851
"836_mapp_batch_00111_sirius_853"	"C30H46O4"	"[M - H2O + H]+"	"C30H44O3"	"Terpenoids"	0.999908208847046	"Triterpenoids"	0.999321103096008	"Lupane triterpenoids"	0.953915297985077	"Triterpenoids"	0.982017755508423	NA	NA	"Triterpenoids"	0.982017755508423	"Prenol lipids"	0.979759097099304	"Lipids and lipid-like molecules"	0.998406827449799	"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Steroid acids; Organic oxides; Hydrocarbon derivatives; 18-hydroxysteroids; Organic oxygen compounds; Chemical entities"	853	853
"837_mapp_batch_00111_sirius_854"	"C12H25NO2"	"[M - H2O + H]+"	"C12H23NO"	"Fatty acids"	0.98507809638977	"Fatty amides"	0.917600870132446	"N-acyl amines"	0.833529114723206	"Amino fatty acids"	0.500971019268036	"Amino fatty acids"	0.500971019268036	"Fatty acids and conjugates"	0.742996871471405	"Fatty Acyls"	0.950654745101929	"Lipids and lipid-like molecules"	0.973068237304688	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	854	854
"838_mapp_batch_00111_sirius_855"	"C25H36O11"	"[M + Na]+"	"C25H36O11"	"Shikimates and Phenylpropanoids"	0.923592388629913	"Phenylpropanoids (C6-C3)"	0.144920542836189	"Cinnamic acids and derivatives"	0.266477435827255	"Alkyl glycosides"	0.505368947982788	"Alkyl glycosides"	0.505368947982788	"Fatty acyl glycosides"	0.743658065795898	"Fatty Acyls"	0.860212385654449	"Lipids and lipid-like molecules"	0.872585237026215	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	855	855
"840_mapp_batch_00111_sirius_857"	"C37H64O4"	"[M + Na]+"	"C37H64O4"	"Fatty acids"	0.922787070274353	"Glycerolipids"	0.839470744132996	"Diacylglycerols"	0.914323389530182	"1,2-diacylglycerols"	0.943449437618256	"Diacylglycerols"	0.942841947078705	"Diradylglycerols"	0.929796278476715	"Glycerolipids"	0.942234694957733	"Lipids and lipid-like molecules"	0.975966274738312	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Primary alcohols; Organooxygen compounds; Fatty acid esters; Diacylglycerols; 1,2-diacylglycerols; Secondary alcohols; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	857	857
"844_mapp_batch_00111_sirius_862"	"C22H37N5O5"	"[M - H2O + H]+"	"C22H35N5O4"	"Amino acids and Peptides"	0.886641919612885	"Small peptides"	0.888619422912598	"Tripeptides"	0.749037086963654	"Dipeptides"	0.530156791210175	"Peptides"	0.432885885238647	"Amino acids, peptides, and analogues"	0.96827644109726	"Carboxylic acids and derivatives"	0.990142405033112	"Organic acids and derivatives"	0.996212244033814	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	862	862
"845_mapp_batch_00111_sirius_863"	"C13H16O8"	"[M + H]+"	"C13H16O8"	"Shikimates and Phenylpropanoids"	0.580627143383026	"Cyclic polyketides"	0.648200154304504	"2-pyrone derivatives"	0.752929270267487	"Phenolic glycosides"	0.575174033641815	"Glycosyl compounds"	0.967688500881195	"Carbohydrates and carbohydrate conjugates"	0.997498214244842	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Pyrans; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Pyranones and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	863	863
"848_mapp_batch_00111_sirius_866"	"C21H24O7"	"[M + H]+"	"C21H24O7"	"Shikimates and Phenylpropanoids"	0.759193241596222	"Coumarins"	0.462675780057907	"Simple coumarins"	0.434690564870834	"Methoxybenzoic acids and derivatives"	0.0305609423667192	"Methoxybenzoic acids and derivatives"	0.0305609423667192	"Benzoic acids and derivatives"	0.104350373148918	"Benzene and substituted derivatives"	0.474205493927002	"Benzenoids"	0.959545195102692	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Phenol ethers; Benzenoids; 1-benzopyrans; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	866	866
"849_mapp_batch_00111_sirius_867"	"C25H43N3O"	"[M + H]+"	"C25H43N3O"	"Alkaloids"	0.987706124782562	"Nicotinic acid alkaloids"	0.206430479884148	"Pyridine alkaloids"	0.173828542232513	"Phenol ethers"	0.733958005905151	NA	NA	NA	NA	"Phenol ethers"	0.733958005905151	"Benzenoids"	0.987382709980011	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	867	867
"852_mapp_batch_00111_sirius_870"	"C19H27N5O9"	"[M + K]+"	"C19H27N5O9"	"Carbohydrates"	0.828638195991516	"Ornithine alkaloids"	0.17965666949749	"Pyrimidine nucleos(t)ides"	0.282307714223862	"Glycosyl compounds"	0.504220426082611	"Glycosyl compounds"	0.504220426082611	"Carbohydrates and carbohydrate conjugates"	0.845136761665344	"Organooxygen compounds"	0.999988794326782	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Ketones; Alcohols and polyols; Purines and purine derivatives; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aminopyrimidines and derivatives; Cyclic alcohols and derivatives; Diazines; Monosaccharides; Acetals; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Polyols; Amines; Primary amines; Secondary amines; Tertiary amines; Tertiary alkylarylamines; Alkanolamines; 6-aminopurines; Aminosaccharides; Imidolactams; Dialkylarylamines; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	870	870
