"smiles_sirius"	"confidenceRank_sirius"	"structurePerIdRank_sirius"	"formulaRank_sirius"	"#adducts_sirius"	"#predictedFPs_sirius"	"ConfidenceScore_sirius"	"CSI:FingerIDScore_sirius"	"ZodiacScore_sirius"	"SiriusScore_sirius"	"molecularFormula_sirius"	"adduct_sirius"	"InChIkey2D_sirius"	"InChI_sirius"	"name_sirius"	"xlogp_sirius"	"pubchemids_sirius"	"links_sirius"	"dbflags_sirius"	"ionMass_sirius"	"retentionTimeInSeconds_sirius"	"id_sirius"	"featureId_sirius"	"chebiid_sirius"	"chebiasciiname_sirius"	"searchscore_sirius"	"entitystar_sirius"	"feature_id"
"C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O"	1586	1	1	1	2	"0.18565859967323564"	-16.0213890152159	1	65.5306751820951	"C12H22O11"	"[M + H]+"	"HDTRYLNUVZCQOY"	"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2"	"Trehaose"	-4.19999981	"1143;7427;641622;641623;641628;7567208;7568941;7568945;7568949;7568953;6101927;5321995;5321996;5321997;10783457;9840965;12304616;10871590;10925912;10088795;10286734;10405207;11968999;11969000;10450108;18638133;18652485;18667086;21550669;21550670;21581143;21633294;22524534;22814150;22882169;21340501;26470604;26470605;24802549;24824402;25796499;25796500;25796501;25796502;45109765;45109790;44119912;44158049;46916361;46916403;51576595;51576810;51579139;51579421;57123435;57194632;53871972;53871973;53871974;53871975;53871976;53871978;53871979;53871980;53393674;53393774;57540272;58863068;58213449;66782500;67245415;68762298;69715361;68977346;68979673;68200247;69921592;68356186;68356187;68361010;68366980;67987016;68397078;71034150;71179347;70386981;70386984;71189237;70422664;71217107;71229164;70899488;70912444;70927147;71309828;71309872;90693018;89611496;90988804;89770228;90415516;89443239;91168237;91188557;89888870;89988126;89989620;91696341;91855250;101520705;101112665;101592001;101713947;101714427;102144874;102216879;100943801;102358021;118137522;118907360;118362244;118362247;118362312;118362314;122630561;122630564;122630565;122630567;122630568;122630570;122630573;122630575;122630579;122630581;122630582;122630585;122630589;123804357;124896890;124896891;124896892;124896893;132109186;132109187;134472968;139025140"	"HMDB:(975 29880);PubChem class - food;SuperNatural:(SN00160651 SN00159619 SN00236238 SN00006852);ZINC bio:(ZINC04095531 ZINC16889851 ZINC18033592 ZINC18045874 ZINC18166302 ZINC18179993 ZINC33834036);additional;MeSH:(7427);Plantcyc:(TREHALOSE);PubMed;NORMAN:(NS00015235);COCONUT:(CNP0217590);KNApSAcK:(1152);Natural Products:(UNPD109974 UNPD2095 UNPD46267 UNPD55450 UNPD12870);PubChem:(1143 7427 641622 641623 641628 7567208 7568941 7568945 7568949 7568953 6101927 5321995 5321996 5321997 10783457 9840965 12304616 10871590 10925912 10088795 10286734 10405207 11968999 11969000 10450108 18638133 18652485 18667086 21550669 21550670 21581143 21633294 22524534 22814150 22882169 21340501 26470604 26470605 24802549 24824402 25796499 25796500 25796501 25796502 45109765 45109790 44119912 44158049 46916361 46916403 51576595 51576810 51579139 51579421 57123435 57194632 53871972 53871973 53871974 53871975 53871976 53871978 53871979 53871980 53393674 53393774 57540272 58863068 58213449 66782500 67245415 68762298 69715361 68977346 68979673 68200247 69921592 68356186 68356187 68361010 68366980 67987016 68397078 71034150 71179347 70386981 70386984 71189237 70422664 71217107 71229164 70899488 70912444 70927147 71309828 71309872 90693018 89611496 90988804 89770228 90415516 89443239 91168237 91188557 89888870 89988126 89989620 91696341 91855250 101520705 101112665 101592001 101713947 101714427 102144874 102216879 100943801 102358021 118137522 118907360 118362244 118362247 118362312 118362314 122630561 122630564 122630565 122630567 122630568 122630570 122630573 122630575 122630579 122630581 122630582 122630585 122630589 123804357 124896890 124896891 124896892 124896893 132109186 132109187 134472968 139025140);CHEBI:(140775 39245 16551 39244 27082);PubChem class - bio and metabolites;KEGG:(C01083);YMDB:(8);Training Set;PubChem class - drug;Biocyc:(ALPHABETA-TREHALOSE SMA-0000278 TREHALOSE)"	188737918	343.123046875	93.341058	"1607_mapp_batch_00111_sirius_1739"	1739	NA	NA	NA	NA	1739
"C(C1C(C(C(C(O1)OCC(CO)O)O)O)O)O"	912	1	2	1	2	"0.3048878858358021"	-31.9356892552858	0.654773869346734	32.2448175450926	"C9H18O8"	"[M + K]+"	"NHJUPBDCSOGIKX"	"InChI=1S/C9H18O8/c10-1-4(12)3-16-9-8(15)7(14)6(13)5(2-11)17-9/h4-15H,1-3H2"	"Lilioside C"	-3.4000001	"656504;193395;446397;4302177;10083634;11658901;10220660;11807209;15559908;15559911;15559912;11959966;11425306;16048618;23520138;24809553;46780447;60122944;67351818;68256528;71716695;70681492;71104487;70322858;71317131;92291844;92291845;92291846;92291847;89682175;93090040;94827838;95162429;96361165;91849119;91850365;101072096;101612205;117660650;121461316;124567366;124146472;124389366;129725894;129852119;139026049"	"HMDB:(6790 38664);SuperNatural:(SN00226327 SN00276744 SN00400275 SN00253403 SN00341795 SN00358390 SN00401631 SN00299288);ZINC bio:(ZINC04096297 ZINC04096298 ZINC06184878 ZINC06184881 ZINC06184893 ZINC06184894);MeSH:(193395 16048618);Plantcyc:(3-B-D-GALACTOSYL-SN-GLYCEROL DTDP-GROUP);PubMed;COCONUT:(CNP0192217);KNApSAcK:(19351);Natural Products:(UNPD87940 UNPD59711 UNPD60580 UNPD9883 UNPD50499 UNPD124491 UNPD172592 UNPD28459 UNPD154761);PubChem:(656504 193395 446397 4302177 10083634 11658901 10220660 11807209 15559908 15559911 15559912 11959966 11425306 16048618 23520138 24809553 46780447 60122944 67351818 68256528 71716695 70681492 71104487 70322858 71317131 92291844 92291845 92291846 92291847 89682175 93090040 94827838 95162429 96361165 91849119 91850365 101072096 101612205 117660650 121461316 124567366 124146472 124389366 129725894 129852119 139026049);CHEBI:(91033 15754 137979 144569);PubChem class - bio and metabolites;KEGG:(C05401);Biocyc:(3-B-D-GALACTOSYL-SN-GLYCEROL)"	20097406	293.063415527344	36.72657	"613_mapp_batch_00111_sirius_626"	626	"CHEBI:191711"	"(2R)-1-O-beta-D-Galactopyranosylglycerol"	"3.62"	"2"	626
"C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C(=O)S)O)O)O)O)O)O)O)O)O)O)O"	321	1	2	2	3	"0.5222921396497225"	-101.918246822255	0.0100502512562814	42.8376510529819	"C18H32O16S"	"[M + H]+"	"PDMTTYYOUVRCCM"	"InChI=1S/C18H32O16S/c19-1-5-8(22)11(25)14(28)18(33-5)32-3-6-9(23)12(26)15(29)17(34-6)31-2-4(20)7(21)10(24)13(27)16(30)35/h4-15,17-29H,1-3H2,(H,30,35)"	"null"	-6.5999999	"129679720"	"MeSH:(129679720);PubChem:(129679720);PubMed"	70	537.150786263602	582.365466	"1375_mapp_batch_00111_sirius_1460"	1460	NA	NA	NA	NA	1460
"C(C1C(C(C(O1)OOOC2C(C(C(O2)CO)O)O)O)O)O"	1936	1	1	2	4	"0.13913922561756037"	-121.684595757282	0.878391959798995	23.2474162226762	"C10H18O11"	"[M - H2O + H]+"	"ODDRJEWIOFPAOL"	"InChI=1S/C10H18O11/c11-1-3-5(13)7(15)9(17-3)19-21-20-10-8(16)6(14)4(2-12)18-10/h3-16H,1-2H2"	"null"	-2.9000001	"91884769"	"PubChem:(91884769);COCONUT:(CNP0076274)"	2097154	297.082061767578	533.14092	"1396_mapp_batch_00111_sirius_1490"	1490	NA	NA	NA	NA	1490
"C(C1C(C(C(O1)OOOC2C(C(C(O2)CO)O)O)O)O)O"	2424	1	1	2	2	"0.06852166316070094"	-102.296680788704	1	35.1239425539393	"C10H18O11"	"[M - H2O + H]+"	"ODDRJEWIOFPAOL"	"InChI=1S/C10H18O11/c11-1-3-5(13)7(15)9(17-3)19-21-20-10-8(16)6(14)4(2-12)18-10/h3-16H,1-2H2"	"null"	-2.9000001	"91884769"	"PubChem:(91884769);COCONUT:(CNP0076274)"	2097154	297.082061767578	470.87271	"3548_mapp_batch_00111_sirius_4217"	4217	NA	NA	NA	NA	4217
"C(CC(=O)N)C(C(=O)NCC(=O)NC(CCC(=O)N)C(=O)O)N"	564	1	2	1	2	"0.4035208892372767"	-98.4633155016971	0.161306532663317	17.3643597131422	"C12H21N5O6"	"[M + K]+"	"CLPQUWHBWXFJOX"	"InChI=1S/C12H21N5O6/c13-6(1-3-8(14)18)11(21)16-5-10(20)17-7(12(22)23)2-4-9(15)19/h6-7H,1-5,13H2,(H2,14,18)(H2,15,19)(H,16,21)(H,17,20)(H,22,23)"	"5-amino-2-[[2-[(2,5-diamino-5-oxopentanoyl)amino]acetyl]amino]-5-oxopentanoic acid"	-6.19999981	"18220644"	"COCONUT;Training Set;PubChem:(18220644);additional"	2637826	370.113128662109	224.573184	"2719_mapp_batch_00111_sirius_3128"	3128	NA	NA	NA	NA	3128
"C(CC(=O)N)C(C(=O)O)N"	118	1	1	2	2	"0.739725027862347"	-10.7648739439688	1	75.0806510629117	"C5H10N2O3"	"[M + H]+"	"ZDXPYRJPNDTMRX"	"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)"	"glutamin"	-1.80237091	"738;5961;145815;3949139;5460866;5460862;5460863;5460865;5460870;5460871;6992086;6992096;11789351;15560190;15560193;15560194;16213341;16217249;16217534;16217562;16217702;25244553;60111834;56835788;57616937;59584414;59274060;58203006;71308839;71308840;71308841;71308842;71309440;71309658;71309916;71309977;86671832;87103585;87103617;87528065;87151912;88901893;88959280;87944963;87945056;90973518;91337929;101964087;101964088;102387240;117059134;124202803;129848886;131879741"	"HMDB:(641 3423);PubChem class - food;SuperNatural:(SN00002229 SN00002216);ZINC bio:(ZINC01532526 ZINC01532609);additional;HSDB:(56-85-9);MeSH:(5961 145815);Plantcyc:(GLN GLUTAMIDE);PubMed;NORMAN:(NS00006419);COCONUT:(CNP0361973);KNApSAcK:(1359);Natural Products:(UNPD3701);PubChem:(738 5961 145815 3949139 5460866 5460862 5460863 5460865 5460870 5460871 6992086 6992096 11789351 15560190 15560193 15560194 16213341 16217249 16217534 16217562 16217702 25244553 60111834 56835788 57616937 59584414 59274060 58203006 71308839 71308840 71308841 71308842 71309440 71309658 71309916 71309977 86671832 87103585 87103617 87528065 87151912 88901893 88959280 87944963 87945056 90973518 91337929 101964087 101964088 102387240 117059134 124202803 129848886 131879741);CHEBI:(32666 32678 32665 28300 32672 17061 58359 32673 18050 32679 58000);PubChem class - bio and metabolites;KEGG:(C00064 C00303 C00819);PubChem class - safety and toxic;YMDB:(990 2);Training Set;PubChem class - drug;Biocyc:(GLN GLUTAMIDE)"	255847294	147.076152508075	90.255612	"1873_mapp_batch_00111_sirius_2052"	2052	"CHEBI:28300"	"glutamine"	"2.79"	"3"	2052
"C(CC(=O)N)C(C(=O)O)N"	106	1	1	2	2	"0.7632234039081985"	-6.6732720366447	1	83.3328599271492	"C5H10N2O3"	"[M + H]+"	"ZDXPYRJPNDTMRX"	"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)"	"glutamin"	-1.80237091	"738;5961;145815;3949139;5460866;5460862;5460863;5460865;5460870;5460871;6992086;6992096;11789351;15560190;15560193;15560194;16213341;16217249;16217534;16217562;16217702;25244553;60111834;56835788;57616937;59584414;59274060;58203006;71308839;71308840;71308841;71308842;71309440;71309658;71309916;71309977;86671832;87103585;87103617;87528065;87151912;88901893;88959280;87944963;87945056;90973518;91337929;101964087;101964088;102387240;117059134;124202803;129848886;131879741"	"HMDB:(641 3423);PubChem class - food;SuperNatural:(SN00002229 SN00002216);ZINC bio:(ZINC01532526 ZINC01532609);additional;HSDB:(56-85-9);MeSH:(5961 145815);Plantcyc:(GLN GLUTAMIDE);PubMed;NORMAN:(NS00006419);COCONUT:(CNP0361973);KNApSAcK:(1359);Natural Products:(UNPD3701);PubChem:(738 5961 145815 3949139 5460866 5460862 5460863 5460865 5460870 5460871 6992086 6992096 11789351 15560190 15560193 15560194 16213341 16217249 16217534 16217562 16217702 25244553 60111834 56835788 57616937 59584414 59274060 58203006 71308839 71308840 71308841 71308842 71309440 71309658 71309916 71309977 86671832 87103585 87103617 87528065 87151912 88901893 88959280 87944963 87945056 90973518 91337929 101964087 101964088 102387240 117059134 124202803 129848886 131879741);CHEBI:(32666 32678 32665 28300 32672 17061 58359 32673 18050 32679 58000);PubChem class - bio and metabolites;KEGG:(C00064 C00303 C00819);PubChem class - safety and toxic;YMDB:(990 2);Training Set;PubChem class - drug;Biocyc:(GLN GLUTAMIDE)"	255847294	147.076126098633	37.854963	"58_mapp_batch_00111_sirius_58"	58	"CHEBI:28300"	"glutamine"	"2.79"	"3"	58
"C(CC(=O)N)C(C(=O)O)N"	117	1	1	2	2	"0.739725027862347"	-10.7648739439688	1	75.0806510629117	"C5H10N2O3"	"[M + H]+"	"ZDXPYRJPNDTMRX"	"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)"	"glutamin"	-1.80237091	"738;5961;145815;3949139;5460866;5460862;5460863;5460865;5460870;5460871;6992086;6992096;11789351;15560190;15560193;15560194;16213341;16217249;16217534;16217562;16217702;25244553;60111834;56835788;57616937;59584414;59274060;58203006;71308839;71308840;71308841;71308842;71309440;71309658;71309916;71309977;86671832;87103585;87103617;87528065;87151912;88901893;88959280;87944963;87945056;90973518;91337929;101964087;101964088;102387240;117059134;124202803;129848886;131879741"	"HMDB:(641 3423);PubChem class - food;SuperNatural:(SN00002229 SN00002216);ZINC bio:(ZINC01532526 ZINC01532609);additional;HSDB:(56-85-9);MeSH:(5961 145815);Plantcyc:(GLN GLUTAMIDE);PubMed;NORMAN:(NS00006419);COCONUT:(CNP0361973);KNApSAcK:(1359);Natural Products:(UNPD3701);PubChem:(738 5961 145815 3949139 5460866 5460862 5460863 5460865 5460870 5460871 6992086 6992096 11789351 15560190 15560193 15560194 16213341 16217249 16217534 16217562 16217702 25244553 60111834 56835788 57616937 59584414 59274060 58203006 71308839 71308840 71308841 71308842 71309440 71309658 71309916 71309977 86671832 87103585 87103617 87528065 87151912 88901893 88959280 87944963 87945056 90973518 91337929 101964087 101964088 102387240 117059134 124202803 129848886 131879741);CHEBI:(32666 32678 32665 28300 32672 17061 58359 32673 18050 32679 58000);PubChem class - bio and metabolites;KEGG:(C00064 C00303 C00819);PubChem class - safety and toxic;YMDB:(990 2);Training Set;PubChem class - drug;Biocyc:(GLN GLUTAMIDE)"	255847294	147.076152508075	90.255612	"1869_mapp_batch_00111_sirius_2046"	2046	"CHEBI:28300"	"glutamine"	"2.79"	"3"	2046
"C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N"	236	1	1	1	2	"0.5959902174872482"	-5.31476405413394	1	63.3040358151366	"C10H17N3O6S"	"[M + H]+"	"RWSXRVCMGQZWBV"	"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)"	"Glutinal"	-4.5	"745;124886;444462;445616;446684;448041;448106;4633090;7048684;10566814;10710004;9839547;10924820;15559592;15559593;20756463;23634626;25246407;40467184;42615251;45039351;54289881;60072620;59012061;59012062;59119144;59658501;58833436;87774813;101692668;131698098"	"HMDB:(125 62697);PubChem class - food;SuperNatural:(SN00003614 SN00156781);ZINC bio:(ZINC03830891 ZINC03830892 ZINC03830893 ZINC03830894);additional;MeSH:(124886 20756463);Plantcyc:(GLUTATHIONE);PubMed;NORMAN:(NS00001243);COCONUT:(CNP0083313 CNP0104130);KNApSAcK:(1518);Natural Products:(UNPD47599);PubChem:(745 124886 444462 445616 446684 448041 448106 4633090 7048684 10566814 10710004 9839547 10924820 15559592 15559593 20756463 23634626 25246407 40467184 42615251 45039351 54289881 60072620 59012061 59012062 59119144 59658501 58833436 87774813 101692668 131698098);CHEBI:(60836 57925 131728 16856);PubChem class - bio and metabolites;KEGG:(C00051 C02471);PubChem class - safety and toxic;YMDB:(160);Training Set;PubChem class - drug;Biocyc:(GLUTATHIONE SMA-0000138)"	255846782	308.090798175696	93.56622	"2293_mapp_batch_00111_sirius_2552"	2552	"CHEBI:177535"	"L-Glutathione (reduced)"	"1.95"	"2"	2552
"C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N"	203	1	1	1	2	"0.6295665706377915"	-5.97936811717866	1	62.6200268452152	"C10H17N3O6S"	"[M + H]+"	"RWSXRVCMGQZWBV"	"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)"	"Glutinal"	-4.5	"745;124886;444462;445616;446684;448041;448106;4633090;7048684;10566814;10710004;9839547;10924820;15559592;15559593;20756463;23634626;25246407;40467184;42615251;45039351;54289881;60072620;59012061;59012062;59119144;59658501;58833436;87774813;101692668;131698098"	"HMDB:(125 62697);PubChem class - food;SuperNatural:(SN00003614 SN00156781);ZINC bio:(ZINC03830891 ZINC03830892 ZINC03830893 ZINC03830894);additional;MeSH:(124886 20756463);Plantcyc:(GLUTATHIONE);PubMed;NORMAN:(NS00001243);COCONUT:(CNP0083313 CNP0104130);KNApSAcK:(1518);Natural Products:(UNPD47599);PubChem:(745 124886 444462 445616 446684 448041 448106 4633090 7048684 10566814 10710004 9839547 10924820 15559592 15559593 20756463 23634626 25246407 40467184 42615251 45039351 54289881 60072620 59012061 59012062 59119144 59658501 58833436 87774813 101692668 131698098);CHEBI:(60836 57925 131728 16856);PubChem class - bio and metabolites;KEGG:(C00051 C02471);PubChem class - safety and toxic;YMDB:(160);Training Set;PubChem class - drug;Biocyc:(GLUTATHIONE SMA-0000138)"	255846782	308.090728759766	48.998265	"57_mapp_batch_00111_sirius_57"	57	"CHEBI:177535"	"L-Glutathione (reduced)"	"1.95"	"2"	57
"C(CC(=O)NC(CS)C(=O)S)C(C(=O)O)N"	2474	1	1	2	2	"0.060303994459906966"	-264.228015734677	1	79.9080365587155	"C8H14N2O4S2"	"[M - H2O + H]+"	"JXSJMMSZUAYHAY"	"InChI=1S/C8H14N2O4S2/c9-4(7(12)13)1-2-6(11)10-5(3-15)8(14)16/h4-5,15H,1-3,9H2,(H,10,11)(H,12,13)(H,14,16)"	"(2S)-2-amino-5-oxo-5-[[(2S)-1-oxo-1,3-bis(sulfanyl)propan-2-yl]amino]pentanoic acid"	-3.29999995	"5327098"	"PubChem:(5327098);PubChem class - bio and metabolites"	16777218	249.036010742188	35.8991898	"652_mapp_batch_00111_sirius_666"	666	NA	NA	NA	NA	666
"C(CC(=O)NC(CSSCC(C(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)O)C(C(=O)O)N"	1062	1	1	1	1	"0.27456593875848573"	-442.262985991612	0	69.9836270102327	"C16H26N4O10S2"	"[M + H]+"	"GOZJYXJJQVGDOJ"	"InChI=1S/C16H26N4O10S2/c17-7(13(23)24)1-3-11(21)19-9(15(27)28)5-31-32-6-10(16(29)30)20-12(22)4-2-8(18)14(25)26/h7-10H,1-6,17-18H2,(H,19,21)(H,20,22)(H,23,24)(H,25,26)(H,27,28)(H,29,30)"	"gamma-Glu-cys disulfide"	-7.80000019	"152461;440072;14253336;49791984;87659619;90657696;92212885;92524389"	"HMDB:(38458);SuperNatural:(SN00253065);MeSH:(152461 440072 14253336);Plantcyc:(BIS-GAMMA-GLUTAMYLCYSTINE);PubMed;COCONUT:(CNP0243714);Natural Products:(UNPD82546);PubChem:(152461 440072 14253336 49791984 87659619 90657696 92212885 92524389);CHEBI:(58077 17257);PubChem class - bio and metabolites;KEGG:(C03646);Biocyc:(BIS-GAMMA-GLUTAMYLCYSTINE)"	20089198	499.114685058594	38.6255238	"676_mapp_batch_00111_sirius_690"	690	"CHEBI:17257"	"bis-gamma-glutamylcystine"	"2.08"	"3"	690
"C(CC(=O)O)C(C(=O)N)N"	742	1	1	2	2	"0.347672269740633"	-64.5133580002318	1	88.5343224940812	"C5H10N2O3"	"[M - H2O + H]+"	"AEFLONBTGZFSGQ"	"InChI=1S/C5H10N2O3/c6-3(5(7)10)1-2-4(8)9/h3H,1-2,6H2,(H2,7,10)(H,8,9)"	"|A-glutamine"	-1.80237091	"164697;445883;7015181;7019822;5288447;25203472;57998749;101152420"	"COCONUT:(CNP0021175);PubChem:(164697 445883 7015181 7019822 5288447 25203472 57998749 101152420);YMDB Mine;ZINC bio:(ZINC02508203 ZINC02560808);PubChem class - bio and metabolites;EcoCyc Mine;MeSH:(164697 445883);KEGG:(C16673);PubMed;Biocyc:(CPD-12296 ISOGLUTAMINE)"	51558492486	129.065093994141	39.017079	"1212_mapp_batch_00111_sirius_1267"	1267	"CHEBI:21305"	"isoglutamine"	"2.99"	"3"	1267
"C(CC(=O)O)C(C(=O)O)N"	807	1	1	2	2	"0.3309019865848429"	-4.21906819964436	1	45.0593224871256	"C5H9NO4"	"[M - H2O + H]+"	"WHUUTDBJXJRKMK"	"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)"	"Glutamat"	-1.32391071	"611;23327;33032;104813;168158;450555;450602;4525487;4179667;4452358;5128032;5147171;5460297;5460299;5460543;5460544;10582905;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;10942598;10057642;11629711;11701061;14598502;11840951;10351852;10396980;16213329;16213424;16213454;16217561;21575125;42615584;44272391;51037439;51037437;51037438;51037440;46932125;50992608;54431527;54431528;57397101;56638524;56845125;56845930;56845948;57607970;57607968;57607971;57607976;57616920;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;87150909;87206355;88747398;88901897;89254549;90324386;91031500;91083019;91158404;90472821;91466291;101073736;101129201;101129202;102351656;102602046;117064483;117064484;119077677;119077680;119080345;121494059;124202791;129656111;129680450;133188389;132594196;132594197;131667875;131708707;131873974;134775857;139592947;139054390;138397024"	"HMDB:(148 3339 60475);PubChem class - food;SuperNatural:(SN00002027 SN00335254);ZINC bio:(ZINC00895124 ZINC01482113);additional;HSDB:(56-86-0);MeSH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);Plantcyc:(D-GLT GLT);PubMed;NORMAN:(NS00008008);COCONUT:(CNP0086235 CNP0191057 CNP0200734);KNApSAcK:(19577);Natural Products:(UNPD80939 UNPD56979 UNPD112821);PubChem:(611 23327 33032 104813 168158 450555 450602 4525487 4179667 4452358 5128032 5147171 5460297 5460299 5460543 5460544 10582905 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 10942598 10057642 11629711 11701061 14598502 11840951 10351852 10396980 16213329 16213424 16213454 16217561 21575125 42615584 44272391 51037439 51037437 51037438 51037440 46932125 50992608 54431527 54431528 57397101 56638524 56845125 56845930 56845948 57607970 57607968 57607971 57607976 57616920 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 87150909 87206355 88747398 88901897 89254549 90324386 91031500 91083019 91158404 90472821 91466291 101073736 101129201 101129202 102351656 102602046 117064483 117064484 119077677 119077680 119080345 121494059 124202791 129656111 129680450 133188389 132594196 132594197 131667875 131708707 131873974 134775857 139592947 139054390 138397024);CHEBI:(14321 76051 29987 29986 16015 53375 53374 29988 29985 15966 53373 29989 18237);PubChem class - bio and metabolites;KEGG:(C00025 C00217 C00302);PubChem class - safety and toxic;YMDB:(271);Training Set;PubChem class - drug;Biocyc:(CPD1UA-4 GLT SMA-0000342 D-GLT)"	255847294	130.049819946289	37.854963	"41_mapp_batch_00111_sirius_41"	41	"CHEBI:18237"	"glutamic acid"	"2.79"	"3"	41
"C(CC(=O)O)C(C(=O)O)N"	1076	1	1	2	2	"0.2723268245846559"	-5.69728505496959	1	33.5877410532551	"C5H9NO4"	"[M - H2O + H]+"	"WHUUTDBJXJRKMK"	"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)"	"Glutamat"	-1.32391071	"611;23327;33032;104813;168158;450555;450602;4525487;4179667;4452358;5128032;5147171;5460297;5460299;5460543;5460544;10582905;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;10942598;10057642;11629711;11701061;14598502;11840951;10351852;10396980;16213329;16213424;16213454;16217561;21575125;42615584;44272391;51037439;51037437;51037438;51037440;46932125;50992608;54431527;54431528;57397101;56638524;56845125;56845930;56845948;57607970;57607968;57607971;57607976;57616920;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;87150909;87206355;88747398;88901897;89254549;90324386;91031500;91083019;91158404;90472821;91466291;101073736;101129201;101129202;102351656;102602046;117064483;117064484;119077677;119077680;119080345;121494059;124202791;129656111;129680450;133188389;132594196;132594197;131667875;131708707;131873974;134775857;139592947;139054390;138397024"	"HMDB:(148 3339 60475);PubChem class - food;SuperNatural:(SN00002027 SN00335254);ZINC bio:(ZINC00895124 ZINC01482113);additional;HSDB:(56-86-0);MeSH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);Plantcyc:(D-GLT GLT);PubMed;NORMAN:(NS00008008);COCONUT:(CNP0086235 CNP0191057 CNP0200734);KNApSAcK:(19577);Natural Products:(UNPD80939 UNPD56979 UNPD112821);PubChem:(611 23327 33032 104813 168158 450555 450602 4525487 4179667 4452358 5128032 5147171 5460297 5460299 5460543 5460544 10582905 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 10942598 10057642 11629711 11701061 14598502 11840951 10351852 10396980 16213329 16213424 16213454 16217561 21575125 42615584 44272391 51037439 51037437 51037438 51037440 46932125 50992608 54431527 54431528 57397101 56638524 56845125 56845930 56845948 57607970 57607968 57607971 57607976 57616920 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 87150909 87206355 88747398 88901897 89254549 90324386 91031500 91083019 91158404 90472821 91466291 101073736 101129201 101129202 102351656 102602046 117064483 117064484 119077677 119077680 119080345 121494059 124202791 129656111 129680450 133188389 132594196 132594197 131667875 131708707 131873974 134775857 139592947 139054390 138397024);CHEBI:(14321 76051 29987 29986 16015 53375 53374 29988 29985 15966 53373 29989 18237);PubChem class - bio and metabolites;KEGG:(C00025 C00217 C00302);PubChem class - safety and toxic;YMDB:(271);Training Set;PubChem class - drug;Biocyc:(CPD1UA-4 GLT SMA-0000342 D-GLT)"	255847294	130.049890427362	90.255612	"3420_mapp_batch_00111_sirius_3965"	3965	"CHEBI:18237"	"glutamic acid"	"2.79"	"3"	3965
