#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
2244	spectra_filtered.mgf	*..*		:1008	52131	-1	0	165.055	1	0.971834	0	0	139.6	1866700.0	P-COUMARIC ACID M+H	MONA	temp/spectra_filtered.mgf2244	-1	MONA.mgf	2.40361				6	0	0.000396729	165.055	0	CCMSLIB00006681161
254	spectra_filtered.mgf	*..*		:6738	5886	-1	0	311.186	1	0.971787	0	0	286.512	1171900.0	Guancydine [2M-2H2O+K]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf254	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	2.54978				12	0	0.000793457	311.185	0	CCMSLIB00012252843
324	spectra_filtered.mgf	*..*		:971	50211	-1	0	258.11	1	0.970888	0	0	130.4	855100.0	SN-GLYCERO-3-PHOSPHOCHOLINE M+H	MONA	temp/spectra_filtered.mgf324	-1	MONA.mgf	1.53705				6	0	0.000396729	258.11	0	CCMSLIB00006679241
2853	spectra_filtered.mgf	*..*		:760	3988	-1	0	355.102	1	0.970247	0	0	168477000.0	1061900.0	Chlorogenic acid M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2853	-1	GNPS-LIBRARY.mgf	98.8314				6	0	0.0350952	355.067	0	CCMSLIB00004684185
4188	spectra_filtered.mgf	*..*		:1755	50995	-1	0	360.15	1	0.970058	0	0	361.4	21101000.0	SUCROSE M+NH4	MONA	temp/spectra_filtered.mgf4188	-1	MONA.mgf	0.0				11	0	0.0	360.15	0	CCMSLIB00006680025
12	spectra_filtered.mgf	*..*		:1755	50995	-1	0	360.15	1	0.970058	0	0	361.4	21101000.0	SUCROSE M+NH4	MONA	temp/spectra_filtered.mgf12	-1	MONA.mgf	0.0				11	0	0.0	360.15	0	CCMSLIB00006680025
2846	spectra_filtered.mgf	*..*		:21616	18785	-1	0	372.129	1	0.969655	0	0	126.601	7054000.0	CHLOROGENIC ACID [M+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf2846	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	97.0155				6	0	0.0361023	372.093	0	CCMSLIB00012273099
1547	spectra_filtered.mgf	*..*		:513	301	-1	0	579.171	1	0.969545	0	0	108681000.0	4395000.0	KAEMPFERITRIN M+H	LEAFBOT	temp/spectra_filtered.mgf1547	-1	LEAFBOT.mgf	0.421535				8	0	0.000244141	579.171	0	CCMSLIB00011428073
1823	spectra_filtered.mgf	*..*		:19287	16773	-1	0	499.124	1	0.969253	0	0	151.831	2313200.0	19870-46-3 [M-H2O+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf1823	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	1.40627				6	0	0.000701904	499.123	0	CCMSLIB00012271087
2420	spectra_filtered.mgf	*..*		:10714	11160	-1	0	465.103	1	0.968929	0	0	5879350.0	1269300.0	CCG-208508 CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2420	-1	BERKELEY-LAB.mgf	70.3389				12	0	0.0327148	465.136	0	CCMSLIB00010113148
3080	spectra_filtered.mgf	*..*		:1354	50594	-1	0	195.065	1	0.968801	0	0	199.0	284100.0	FERULIC ACID M+H	MONA	temp/spectra_filtered.mgf3080	-1	MONA.mgf	1.01691				6	0	0.000198364	195.065	0	CCMSLIB00006679624
2713	spectra_filtered.mgf	*..*		:21	476	-1	0	163.038	1	0.968701	0	0	3056000.0	557600.0	CAFFEATE M-H2O+H	GNPS-MSMLS	temp/spectra_filtered.mgf2713	-1	GNPS-MSMLS.mgf	5.52183				7	0	0.000900269	163.039	0	CCMSLIB00005464227
3105	spectra_filtered.mgf	*..*		:1703	2751	-1	0	305.07	1	0.968377	0	0	3452970.0	11963000.0	Spectral Match to 3,5,7,3',4'-Pentahydroxyflavanone from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3105	-1	GNPS-NIST14-MATCHES.mgf	14.1049				12	0	0.00430298	305.066	0	CCMSLIB00003137238
308	spectra_filtered.mgf	*..*		:691	49931	-1	0	193.071	1	0.968253	0	0	444.9	1232000.0	QUINIC ACID M+H	MONA	temp/spectra_filtered.mgf308	-1	MONA.mgf	40.9386				8	0	0.00790405	193.063	0	CCMSLIB00006678961
283	spectra_filtered.mgf	*..*		:691	49931	-1	0	193.071	1	0.968253	0	0	444.9	1232000.0	QUINIC ACID M+H	MONA	temp/spectra_filtered.mgf283	-1	MONA.mgf	1.58064				8	0	0.000305176	193.071	0	CCMSLIB00006678961
847	spectra_filtered.mgf	*..*		:19	148	-1	0	165.055	1	0.968139	0	0	8454380.0	826300.0	4-COUMARATE M+H	GNPS-MSMLS	temp/spectra_filtered.mgf847	-1	GNPS-MSMLS.mgf	1.75649				6	0	0.000289917	165.055	0	CCMSLIB00005463899
2296	spectra_filtered.mgf	*..*		:413	5093	-1	0	231.17	1	0.967837	0	0	2154800.0	362200.0	Spectral Match to Val-Leu from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2296	-1	GNPS-NIST14-MATCHES.mgf	1.71618				6	0	0.000396729	231.17	0	CCMSLIB00003139580
2169	spectra_filtered.mgf	*..*		:375	7269	-1	0	449.108	1	0.966885	0	0	10076500.0	53231000.0	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}-4H-chromen-4-one M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2169	-1	GNPS-LIBRARY.mgf	0.679515				9	0	0.000305176	449.108	0	CCMSLIB00005724780
5	spectra_filtered.mgf	*..*		:375	7269	-1	0	449.108	1	0.966885	0	0	10076500.0	53231000.0	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}-4H-chromen-4-one M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf5	-1	GNPS-LIBRARY.mgf	0.88337				9	0	0.000396729	449.108	0	CCMSLIB00005724780
2080	spectra_filtered.mgf	*..*		:23376	23376	-1	0	303.05	1	0.966748	0	0	2754.0	2761000.0	Quercetin [M+H]+	BMDMS-NP	temp/spectra_filtered.mgf2080	-1	BMDMS-NP.mgf	0.302104				13	0	9.15527e-05	303.05	0	CCMSLIB00006377676
184	spectra_filtered.mgf	*..*		:21826	22272	-1	0	226.182	1	0.966532	0	0	15217400.0	1184600.0	VITAMIN K1 CollisionEnergy:205060 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf184	-1	BERKELEY-LAB.mgf	8.90504				12	0	0.00201416	226.18	0	CCMSLIB00010124262
39	spectra_filtered.mgf	*..*		:1	12023	-1	0	611.161	1	0.965141	0	0	616672.0	1223700.0	Rutin M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf39	-1	GNPS-LIBRARY.mgf	0.199735				9	0	0.00012207	611.161	0	CCMSLIB00010012048
2099	spectra_filtered.mgf	*..*		:1	12023	-1	0	611.161	1	0.965141	0	0	616672.0	1223700.0	Rutin M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2099	-1	GNPS-LIBRARY.mgf	0.0				9	0	0.0	611.161	0	CCMSLIB00010012048
2277	spectra_filtered.mgf	*..*		:1	12023	-1	0	611.161	1	0.965141	0	0	616672.0	1223700.0	Rutin M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2277	-1	GNPS-LIBRARY.mgf	0.499338				9	0	0.000305176	611.161	0	CCMSLIB00010012048
3610	spectra_filtered.mgf	*..*		:148	5265	-1	0	180.086	1	0.965092	0	0	1108280.0	241500.0	Spectral Match to D-Fructose from NIST14 M+NH4-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3610	-1	GNPS-NIST14-MATCHES.mgf	3.89761				8	0	0.000701904	180.087	0	CCMSLIB00003139752
149	spectra_filtered.mgf	*..*		:232	466	-1	0	287.055	1	0.964892	0	0	11193000.0	656000.0	Kaempferol M+H	LEAFBOT	temp/spectra_filtered.mgf149	-1	LEAFBOT.mgf	1.701				13	0	0.000488281	287.055	0	CCMSLIB00011428723
3968	spectra_filtered.mgf	*..*		:2214	6888	-1	0	517.135	1	0.964594	0	0	9337470.0	1317100.0	1,3-Dicaffeoyl-epi-quinic acid  M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf3968	-1	GNPS-LIBRARY.mgf	2.36051				8	0	0.0012207	517.134	0	CCMSLIB00005724378
1884	spectra_filtered.mgf	*..*		:2214	6888	-1	0	517.135	1	0.964594	0	0	9337470.0	1317100.0	1,3-Dicaffeoyl-epi-quinic acid  M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1884	-1	GNPS-LIBRARY.mgf	0.826179				8	0	0.000427246	517.135	0	CCMSLIB00005724378
1340	spectra_filtered.mgf	*..*		:1	11995	-1	0	465.103	1	0.964389	0	0	183456.0	1728300.0	Hyperoside M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1340	-1	GNPS-LIBRARY.mgf	0.459303				13	0	0.000213623	465.103	0	CCMSLIB00010012020
1131	spectra_filtered.mgf	*..*		:1200	50440	-1	0	193.034	1	0.963514	0	0	223.2	377800.0	CITRIC ACID M+H	MONA	temp/spectra_filtered.mgf1131	-1	MONA.mgf	1.58094				6	0	0.000305176	193.034	0	CCMSLIB00006679470
2858	spectra_filtered.mgf	*..*		:375	14164	-1	0	325.113	1	0.963114	0	0	617470.0	1087700.0	Sucrose M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf2858	-1	GNPS-LIBRARY.mgf	0.938676				8	0	0.000305176	325.113	0	CCMSLIB00012176428
424	spectra_filtered.mgf	*..*		:1411	128	-1	0	283.175	1	0.963093	0	0	25620800.0	624000.0	Spectral Match to Hexaethylene glycol from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf424	-1	GNPS-NIST14-MATCHES.mgf	0.754385				6	0	0.000213623	283.175	0	CCMSLIB00003134614
89	spectra_filtered.mgf	*..*		:1	83	-1	0	343.1	1	0.962522	0	0	26347700.0	1379900.0	Sucrose M+H	GNPS-EMBL-MCF	temp/spectra_filtered.mgf89	-1	GNPS-EMBL-MCF.mgf	68.222				8	0	0.023407	343.123	0	CCMSLIB00000479739
3665	spectra_filtered.mgf	*..*		:3677	727	-1	0	133.101	1	0.962477	0	0	35420.9	573800.0	Spectral Match to L-Carvone from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3665	-1	GNPS-NIST14-MATCHES.mgf	0.802485				6	0	0.000106812	133.101	0	CCMSLIB00003135213
347	spectra_filtered.mgf	*..*		:3677	727	-1	0	133.101	1	0.962477	0	0	35420.9	573800.0	Spectral Match to L-Carvone from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf347	-1	GNPS-NIST14-MATCHES.mgf	0.802485				6	0	0.000106812	133.101	0	CCMSLIB00003135213
66	spectra_filtered.mgf	*..*		:1165	61	-1	0	287.054	1	0.96244	0	0	900138.0	847200.0	Spectral Match to Datiscetin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf66	-1	GNPS-NIST14-MATCHES.mgf	2.4452				13	0	0.000701904	287.055	0	CCMSLIB00003134547
165	spectra_filtered.mgf	*..*		:15390	13393	-1	0	460.267	1	0.962095	0	0	143.118	558500.0	emorfazone [2M-2H2O+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf165	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	5.23802				6	0	0.00241089	460.269	0	CCMSLIB00012267706
1707	spectra_filtered.mgf	*..*		:1165	61	-1	0	287.054	1	0.961878	0	0	900138.0	333200.0	Spectral Match to Datiscetin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1707	-1	GNPS-NIST14-MATCHES.mgf	2.12626				13	0	0.000610352	287.055	0	CCMSLIB00003134547
1576	spectra_filtered.mgf	*..*		:1165	61	-1	0	287.054	1	0.961878	0	0	900138.0	333200.0	Spectral Match to Datiscetin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1576	-1	GNPS-NIST14-MATCHES.mgf	1.80732				13	0	0.000518799	287.055	0	CCMSLIB00003134547
40	spectra_filtered.mgf	*..*		:375	14164	-1	0	325.113	1	0.96059	0	0	617470.0	4665500.0	Sucrose M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf40	-1	GNPS-LIBRARY.mgf	0.657073				8	0	0.000213623	325.113	0	CCMSLIB00012176428
963	spectra_filtered.mgf	*..*		:21	476	-1	0	163.038	1	0.960562	0	0	3056000.0	451700.0	CAFFEATE M-H2O+H	GNPS-MSMLS	temp/spectra_filtered.mgf963	-1	GNPS-MSMLS.mgf	5.52183				7	0	0.000900269	163.039	0	CCMSLIB00005464227
43	spectra_filtered.mgf	*..*		:4705	5254	-1	0	284.3	1	0.960286	0	0	1381300.0	211400.0	Spectral Match to Octadecanamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf43	-1	GNPS-NIST14-MATCHES.mgf	18.9997				8	0	0.00540161	284.295	0	CCMSLIB00003139741
4158	spectra_filtered.mgf	*..*		:17322	15087	-1	0	234.134	1	0.959686	0	0	226.48	197500.0	1977-33-9 [M+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf4158	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	2.15065				9	0	0.00050354	234.133	0	CCMSLIB00012269401
445	spectra_filtered.mgf	*..*		:23436	23882	-1	0	135.117	1	0.957936	0	0	950706.0	228600.0	CARVEOL CollisionEnergy:205060 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf445	-1	BERKELEY-LAB.mgf	1.46809				6	0	0.000198364	135.117	0	CCMSLIB00010125872
748	spectra_filtered.mgf	*..*		:20760	3780	-1	0	371.316	1	0.957572	0	0	549882000.0	541500.0	Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf748	-1	GNPS-NIST14-MATCHES.mgf	1.06844				7	0	0.000396729	371.316	0	CCMSLIB00003138267
2845	spectra_filtered.mgf	*..*		:20760	3780	-1	0	371.316	1	0.957572	0	0	549882000.0	541500.0	Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2845	-1	GNPS-NIST14-MATCHES.mgf	0.821876				7	0	0.000305176	371.316	0	CCMSLIB00003138267
2857	spectra_filtered.mgf	*..*		:1742	5663	-1	0	758.567	1	0.957038	0	0	1093110.0	5534000.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2857	-1	GNPS-NIST14-MATCHES.mgf	1.68968				7	0	0.00128174	758.568	0	CCMSLIB00003140150
1749	spectra_filtered.mgf	*..*		:1	83	-1	0	343.1	1	0.956835	0	0	26347700.0	312200.0	Sucrose M+H	GNPS-EMBL-MCF	temp/spectra_filtered.mgf1749	-1	GNPS-EMBL-MCF.mgf	67.3326				8	0	0.0231018	343.123	0	CCMSLIB00000479739
1739	spectra_filtered.mgf	*..*		:1	83	-1	0	343.1	1	0.956835	0	0	26347700.0	312200.0	Sucrose M+H	GNPS-EMBL-MCF	temp/spectra_filtered.mgf1739	-1	GNPS-EMBL-MCF.mgf	67.3326				8	0	0.0231018	343.123	0	CCMSLIB00000479739
216	spectra_filtered.mgf	*..*		:21826	22272	-1	0	226.182	1	0.956607	0	0	15217400.0	625900.0	VITAMIN K1 CollisionEnergy:205060 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf216	-1	BERKELEY-LAB.mgf	8.90504				12	0	0.00201416	226.18	0	CCMSLIB00010124262
2065	spectra_filtered.mgf	*..*		:868	50108	-1	0	220.118	1	0.956465	0	0	238.1	244400.0	PANTOTHENIC ACID M+H	MONA	temp/spectra_filtered.mgf2065	-1	MONA.mgf	0.901172				10	0	0.000198364	220.118	0	CCMSLIB00006679138
1260	spectra_filtered.mgf	*..*		:15390	13393	-1	0	460.267	1	0.956181	0	0	143.118	492400.0	emorfazone [2M-2H2O+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf1260	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	5.23802				6	0	0.00241089	460.269	0	CCMSLIB00012267706
1804	spectra_filtered.mgf	*..*		:29731	41729	-1	0	341.087	1	0.956055	0	0	11389300.0	340900.0	Massbank: esculin hydrate|7-hydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one M+H	MASSBANK	temp/spectra_filtered.mgf1804	-1	MASSBANK.mgf	1.16313				6	0	0.000396729	341.087	0	CCMSLIB00005755282
572	spectra_filtered.mgf	*..*		:6455	6453	-1	0	595.145	1	0.955213	0	0	1730.0	1045400.0	ReSpect:PT109250 Kaempferol-3-Glucoside-6''-p-coumaroyl|Kaem-3-Glc-6pp-p-Cou|Tiliroside|Tribuloside|kaempferol-3-O-(6-p-coumaroyl)-glucoside|Potengriffioside A|[(2R,3S,4S,5R,6S)-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4- [M+H]	RESPECT	temp/spectra_filtered.mgf572	-1	RESPECT.mgf	0.922996				9	0	0.000549316	595.144	0	CCMSLIB00000221471
16	spectra_filtered.mgf	*..*		:1	5128	-1	0	437.145	1	0.95514	0	0	13396700.0	5577000.0	phloridzin-emf M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf16	-1	GNPS-LIBRARY.mgf	1.60566				21	0	0.000701904	437.144	0	CCMSLIB00005463720
2447	spectra_filtered.mgf	*..*		:23436	23882	-1	0	135.117	1	0.954493	0	0	950706.0	257300.0	CARVEOL CollisionEnergy:205060 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf2447	-1	BERKELEY-LAB.mgf	1.46809				6	0	0.000198364	135.117	0	CCMSLIB00010125872
549	spectra_filtered.mgf	*..*		:641	4533	-1	0	579.15	1	0.954405	0	0	701737.0	2536500.0	Spectral Match to Procyanidin B2 from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf549	-1	GNPS-NIST14-MATCHES.mgf	0.0				18	0	0.0	579.15	0	CCMSLIB00003139020
2885	spectra_filtered.mgf	*..*		:641	4533	-1	0	579.15	1	0.954405	0	0	701737.0	2536500.0	Spectral Match to Procyanidin B2 from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2885	-1	GNPS-NIST14-MATCHES.mgf	0.0				18	0	0.0	579.15	0	CCMSLIB00003139020
2309	spectra_filtered.mgf	*..*		:467	4663	-1	0	121.065	1	0.953954	0	0	482031.0	180300.0	Spectral Match to Phenol, 4-(2-aminoethyl)- from NIST14 M+H-NH3	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2309	-1	GNPS-NIST14-MATCHES.mgf	0.0				6	0	0.0	121.065	0	CCMSLIB00003139150
2731	spectra_filtered.mgf	*..*		:1	12017	-1	0	449.092	1	0.953732	0	0	223706.0	12006000.0	Quercitrin M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2731	-1	GNPS-LIBRARY.mgf	28.065				7	0	0.0126038	449.105	0	CCMSLIB00010012042
448	spectra_filtered.mgf	*..*		:9952	8620	-1	0	318.3	1	0.953496	0	0	170.296	305100.0	phytosphingosine [M+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf448	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	1.34227				9	0	0.000427246	318.3	0	CCMSLIB00012260331
2884	spectra_filtered.mgf	*..*		:2626	5749	-1	0	784.584	1	0.95094	0	0	25358800.0	2909300.0	Spectral Match to Arachidonoylthio-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2884	-1	GNPS-NIST14-MATCHES.mgf	1.01131				6	0	0.000793457	784.585	0	CCMSLIB00003140236
2683	spectra_filtered.mgf	*..*		:1742	5663	-1	0	758.567	1	0.950864	0	0	1093110.0	2588800.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2683	-1	GNPS-NIST14-MATCHES.mgf	1.52876				6	0	0.00115967	758.568	0	CCMSLIB00003140150
4146	spectra_filtered.mgf	*..*		:2090	4151	-1	0	250.119	1	0.950846	0	0	1090720.0	283900.0	Spectral Match to 2,4,6-Triallyloxy-1,3,5-triazine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4146	-1	GNPS-NIST14-MATCHES.mgf	1.58616				7	0	0.000396729	250.119	0	CCMSLIB00003138638
450	spectra_filtered.mgf	*..*		:1	320	-1	0	169.05	1	0.949627	0	0	14398900.0	895500.0	2,4,6-Trihydroxyacetophenone [M+H]	LDB_POSITIVE	temp/spectra_filtered.mgf450	-1	LDB_POSITIVE.mgf	2.97865				7	0	0.00050354	169.049	0	CCMSLIB00005719748
1427	spectra_filtered.mgf	*..*		:641	4533	-1	0	579.15	1	0.949346	0	0	701737.0	908200.0	Spectral Match to Procyanidin B2 from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1427	-1	GNPS-NIST14-MATCHES.mgf	0.948487				17	0	0.000549316	579.149	0	CCMSLIB00003139020
138	spectra_filtered.mgf	*..*		:79	3228	-1	0	138.055	1	0.949162	0	0	135985000.0	1651000.0	Trigonelline M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf138	-1	GNPS-LIBRARY.mgf	0.0				6	0	0.0	138.055	0	CCMSLIB00003142437
4375	spectra_filtered.mgf	*..*		:79	3228	-1	0	138.055	1	0.949162	0	0	135985000.0	1651000.0	Trigonelline M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf4375	-1	GNPS-LIBRARY.mgf	0.663161				6	0	9.15527e-05	138.055	0	CCMSLIB00003142437
3259	spectra_filtered.mgf	*..*		:957	45961	-1	0	433.113	1	0.949117	0	0	165.942	4316400.0	afzelin [M+H]+	MONA	temp/spectra_filtered.mgf3259	-1	MONA.mgf	1.40922				9	0	0.000610352	433.112	0	CCMSLIB00004718561
1532	spectra_filtered.mgf	*..*		:957	45961	-1	0	433.113	1	0.949117	0	0	165.942	4316400.0	afzelin [M+H]+	MONA	temp/spectra_filtered.mgf1532	-1	MONA.mgf	0.0				9	0	0.0	433.113	0	CCMSLIB00004718561
49	spectra_filtered.mgf	*..*		:957	45961	-1	0	433.113	1	0.949117	0	0	165.942	4316400.0	afzelin [M+H]+	MONA	temp/spectra_filtered.mgf49	-1	MONA.mgf	0.211383				9	0	9.15527e-05	433.113	0	CCMSLIB00004718561
1590	spectra_filtered.mgf	*..*		:1081	46103	-1	0	581.15	1	0.948945	0	0	133.66	934300.0	5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one [M+H]+	MONA	temp/spectra_filtered.mgf1590	-1	MONA.mgf	0.525124				11	0	0.000305176	581.15	0	CCMSLIB00004718703
1095	spectra_filtered.mgf	*..*		:9710	8401	-1	0	459.301	1	0.948644	0	0	236.873	450500.0	Betacain [2M-2H2O+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf1095	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	3.72084				6	0	0.00170898	459.303	0	CCMSLIB00012259847
1902	spectra_filtered.mgf	*..*		:38	692	-1	0	308.091	1	0.948269	0	0	2982180.0	215000.0	GLUTATHIONE REDUCED M+H	GNPS-MSMLS	temp/spectra_filtered.mgf1902	-1	GNPS-MSMLS.mgf	0.693376				11	0	0.000213623	308.091	0	CCMSLIB00005464443
2552	spectra_filtered.mgf	*..*		:38	692	-1	0	308.091	1	0.948269	0	0	2982180.0	215000.0	GLUTATHIONE REDUCED M+H	GNPS-MSMLS	temp/spectra_filtered.mgf2552	-1	GNPS-MSMLS.mgf	0.693376				11	0	0.000213623	308.091	0	CCMSLIB00005464443
2543	spectra_filtered.mgf	*..*		:2996	860	-1	0	496.329	1	0.947052	0	0	5179180.0	547000.0	Spectral Match to Lyso-PC(16:0) from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2543	-1	GNPS-NIST14-MATCHES.mgf	21.7663				7	0	0.0108032	496.34	0	CCMSLIB00003135346
207	spectra_filtered.mgf	*..*		:1138	46169	-1	0	595.166	1	0.947036	0	0	136.964	698200.0	3-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one [M+H]+	MONA	temp/spectra_filtered.mgf207	-1	MONA.mgf	1.33317				7	0	0.000793457	595.165	0	CCMSLIB00004718769
13	spectra_filtered.mgf	*..*		:950	45951	-1	0	435.092	1	0.947026	0	0	110.828	10183000.0	avicularin [M+H]+	MONA	temp/spectra_filtered.mgf13	-1	MONA.mgf	0.420843				10	0	0.000183105	435.092	0	CCMSLIB00004718551
65	spectra_filtered.mgf	*..*		:22895	23341	-1	0	439.357	1	0.946762	0	0	2349840.0	1183000.0	Ursolic acid CollisionEnergy:205060 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf65	-1	BERKELEY-LAB.mgf	0.694596				13	0	0.000305176	439.357	0	CCMSLIB00010125331
2695	spectra_filtered.mgf	*..*		:2524	4308	-1	0	758.569	1	0.945958	0	0	8794860.0	2065700.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2695	-1	GNPS-NIST14-MATCHES.mgf	2.09198				6	0	0.00158691	758.567	0	CCMSLIB00003138795
91	spectra_filtered.mgf	*..*		:913	45909	-1	0	551.103	1	0.945776	0	0	159.713	11220000.0	Quercetin 3-O-malonylglucoside [M+H]+	MONA	temp/spectra_filtered.mgf91	-1	MONA.mgf	0.443004				11	0	0.000244141	551.103	0	CCMSLIB00004718509
4192	spectra_filtered.mgf	*..*		:2524	4308	-1	0	758.569	1	0.945435	0	0	8794860.0	4194300.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4192	-1	GNPS-NIST14-MATCHES.mgf	0.321844				6	0	0.000244141	758.569	0	CCMSLIB00003138795
995	spectra_filtered.mgf	*..*		:2749	3352	-1	0	524.37	1	0.945308	0	0	1240120.0	379000.0	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf995	-1	GNPS-NIST14-MATCHES.mgf	1.86235				7	0	0.000976562	524.371	0	CCMSLIB00003137839
