row ID,row m/z,row retention time,202404241731_EB_QC_00.mzML Peak area,202404241731_EB_QC_01.mzML Peak area,202404241731_EB_QC_02.mzML Peak area,202404241731_EB_QC_03.mzML Peak area,202404241731_EB_QC_04.mzML Peak area,202404241731_EB_QC_with_worm_00.mzML Peak area,202404241731_EB_QC_with_worm_01.mzML Peak area,202404241731_EB_QC_with_worm_02.mzML Peak area,202404241731_EB_QC_with_worm_03.mzML Peak area,202404241731_EB_QC_with_worm_04.mzML Peak area,202404241731_EB_dbgi_mapp_blk_pre01.mzML Peak area,202404241731_EB_dbgi_mapp_blk_pre02.mzML Peak area,202404241731_EB_dbgi_mapp_blk_pre03.mzML Peak area,202404241731_EB_dbgi_mapp_blk_pre04.mzML Peak area,202404241731_EB_tp24_000006_01_01.mzML Peak area,202404241731_EB_tp24_000011_01_01.mzML Peak area,202404241731_EB_tp24_000012_01_01.mzML Peak area,202404241731_EB_tp24_000013_01_01.mzML Peak area,202404241731_EB_tp24_000014_01_01.mzML Peak area,202404241731_EB_tp24_000015_01_01.mzML Peak area,202404241731_EB_tp24_000016_01_01.mzML Peak area,202404241731_EB_tp24_000017_01_01.mzML Peak area,202404241731_EB_tp24_000018_01_01.mzML Peak area,202404241731_EB_tp24_000019_01_01.mzML Peak area,202404241731_EB_tp24_000020_01_01.mzML Peak area,
109,535.1536649816177,2.504761794117647,377284.65031428676,353880.1250559384,382315.3075515256,319987.47579170676,317811.7857088966,383967.1684011149,394750.1145027577,368443.31207996357,331426.1192276278,312046.1275446591,0,0,0,0,0,707130.4781901437,34941.155326955806,40971.29277252348,0,0,0,1017218.1206185268,14491.784512523483,1481871.318747888,299624.95197230874,
110,337.18036600748695,3.1061976733333325,29560.160878842795,30158.552705648603,45658.89842676315,36701.493900193476,44581.83208410887,20188.761183888182,20895.419382574037,24702.451862011418,38687.04669924627,39121.16897427283,0,0,0,0,0,4300.748179400418,0,9045.635372781922,47417.93524816893,747159.5191004687,0,0,1312.9912077033423,0,0,
111,355.1003082284424,1.728276448,546273.3662253671,520023.186209533,505836.24000055576,455618.04820822296,493272.1947075528,491490.93777946976,512004.3021049017,455090.903952421,501466.55377142405,457149.2930177261,4147.109789024058,3047.7170545034382,2879.7356492809085,4870.806650986461,21445.12818455931,1033920.672339866,130738.00626065039,129534.98845521412,113159.31430028906,31679.205229004176,2494.08648012086,1132576.773697152,39835.85694444935,438984.6287192467,1429990.4669572583,
112,219.09760324624312,0.6521190299999999,1723878.4836630158,1678562.72835808,1502435.8507222442,797829.6211859192,828908.3117807399,1892628.0607629057,1819164.2356090522,1628602.829279235,965410.3408072278,804520.8085141146,0,0,0,0,529009.347309776,135985.58659830233,39132.72129142926,254027.78717349214,277614.98698234186,148889.32918110277,6406552.971690242,0,0,25576.409695716673,50423.02618636048,
113,636.2490710116263,3.914618835294117,224545.6082407374,222613.74693829718,226090.63351593653,179294.90943140603,192774.3871462666,220444.24790157418,219657.71283598876,204947.85348050823,183405.9226690429,188959.00770889356,0,0,0,0,0,68626.5685094599,9763.841621475527,10235.495427777543,0,0,0,1417256.0262784078,54254.7151654767,656076.9789242196,85267.8635044596,
114,386.2204284667969,2.6886372899999995,294970.1537346955,323400.7339613213,349680.31102502765,185381.3986616825,348468.4252139492,172489.6716475868,310213.0890057638,265781.0743568717,302632.8169371959,287959.1882376102,0,0,0,0,11690.067312930163,144799.42332666495,480996.89645076613,506564.6658872033,206397.80656573508,95577.11847562484,0,469133.4265603501,186936.23421768696,601228.6164573245,255319.0656628157,
115,682.2465675755551,3.6355754736842107,811065.7937409695,821235.454486917,794743.0966925992,805917.7275020283,748374.0501247968,861597.9209106837,823606.0484311987,815628.4461886525,819229.0243527668,697455.5471657933,0,0,0,0,0,693870.2827592959,1379014.3068645801,951550.6524023551,60193.19465933779,613400.5604360381,0,850014.3895621862,815678.5564563926,917723.4546269379,1084360.941776448,
116,320.25582487765104,8.007463673913046,2424817.2029507137,2469311.8776071034,2271874.205401161,1973474.8887179685,1858971.855582535,2583783.028795742,2478743.836208537,2400170.2737755612,1915931.532889612,1712698.7292382878,0,0,991.130016177581,604.6792038573503,1.0571036206101954E7,1297692.1014759482,976766.3851819868,891939.9160928288,930908.6310499811,989540.101485604,3718530.347903544,867755.0220873116,957860.4767642489,941781.6519205401,884208.5668030689,
117,368.3889407203311,11.26343642857143,2149232.309459362,1963120.8550085933,1729370.5601438524,1282568.1537057152,661319.1659218641,2217262.903034702,1957600.1373436253,1095737.8549804573,789767.2209204129,961699.9821684557,0,0,0,0,5895568.4270293955,807761.7452871308,553578.9399092641,688990.6982904553,1021845.3953974115,560465.6801769026,7980180.551404491,284515.2117258896,865462.6559592256,352617.5225531331,784488.2209764883,
118,782.5685656742554,9.125370435999999,3453437.998234758,3311153.959650169,2998246.303873226,2239483.8030420933,2154836.1151379077,13181.545170296216,3432699.698557486,1676143.4156196974,1140149.0649625836,6837754.935130107,55813.40887666305,37749.647425287185,30330.736831563114,24845.165977858807,3025970.1606121506,4906451.736714088,1197568.773593064,2034266.741741055,2996674.6241411334,858710.0417227288,462494.6044163598,1.6421537889574343E7,2334434.4022917165,3152001.541355244,1769742.111048363,
119,565.4046369280134,10.286383523809523,280167.43457530113,269256.1073284491,232380.78113472523,232400.30526632562,177985.23602489766,270876.69618732115,283938.710477295,243744.38587769686,238032.49905644427,180849.3924243108,0,0,0,0,23813.14254644482,219245.95298835632,325677.093324961,485625.5799394991,210601.0285780117,341989.1314835158,899.0611837209705,609862.2370734306,350964.09301523573,739792.618232873,207528.5684634377,
120,264.10790797663367,2.3729965095238095,6410132.532218219,7237160.091345381,8131968.902699765,8627513.874060754,8756874.934227137,7352609.8373738825,7017273.523434926,8129692.4904404385,8626217.292871462,8559501.574450783,0,0,0,0,519711.9017472339,184508.20639952368,1.1360292790977335E7,2.0403100705471992E7,2.6455320067173056E7,4.166914172346387E7,6791.712174902372,162619.63323422198,11569.989404833581,4327587.036330327,338545.84434569126,
121,379.19028690889627,3.3421747571428573,33770.43415303701,20503.434415769418,46267.021306684175,41993.979665519546,61512.79103540699,36067.31863736402,35248.47267188218,27570.117357281244,67086.0388749503,68239.37191344699,0,0,0,0,0,58625.42194422467,0,54277.81720047618,130467.13888587846,769193.4017033373,0,0,0,0,0,
122,499.45149485270184,11.687766666666667,80494.09861306804,85001.86874148679,60728.89255031175,32591.784356982495,12546.928697417388,78213.80716535244,71495.87218769574,42825.25490166436,26183.914262540577,28585.70233891835,0,0,0,0,0,22982.524766821218,0,0,0,0,660865.0457332056,0,0,0,0,
123,184.11524559469785,5.951435405882353,127809.21216796851,136397.22868544093,155512.45509793295,171150.35074966453,177055.67049364338,124307.56073454904,133897.055380138,158627.7247902429,176047.94034324572,163315.7727251472,0,0,0,0,0,201226.88404098002,0,260967.539964032,165725.60319126432,903289.2416253856,0,0,6067.823427538553,170912.27420534164,1293.457366155781,
124,235.1363225940981,1.7818044849999999,634396.0177720074,618590.2622306248,579353.4155535125,530141.6832556352,552269.273911734,591756.8300172358,547471.6595902974,624376.9075910051,538367.6262182526,532237.2277270369,0,0,0,0,15435.972587802296,1534461.0513155977,75031.29792438295,65028.48628355272,8826.489743001803,12353.599267757132,0,509945.6709264484,75686.81127583154,59119.01959646774,3985628.3731864775,
125,582.5934326171875,10.989642400000001,2140693.7709112363,2169994.2686475255,2004223.5943406506,2074084.9814251184,1567772.901214212,2710095.8107326482,2411429.964663268,1807716.5979337352,1586587.217608122,1739095.5513459323,6848328.94238344,6876286.833813804,6749083.812822147,7093787.253332767,4298180.392983756,1995286.0014196967,2266460.7309553022,1864314.2349651607,2558120.3256154503,2075257.159765776,1919280.4572248494,1564518.1819427398,2186040.629112205,1790416.8029857157,1472567.2337592188,
126,369.11752700925825,3.8570606874999998,272985.2101829295,290141.3112476403,273823.5818955511,229469.5555598312,241476.08676571256,290354.00863028987,274735.069078357,277067.6815624916,227572.455114305,256673.19625135243,0,0,0,0,0,569375.3546378942,14500.33213957481,7483.287401474073,0,0,0,13632.489636533288,0,27416.771748096384,2056342.5431446775,
127,475.18102264484787,3.705740265,816112.4408188297,853480.7300930509,901159.1194137753,855155.9463722822,851633.0438116521,829856.056816262,901706.5058912121,910115.8864909927,869759.9623956037,817471.0185935698,0,0,0,0,16726.47660341235,2869234.040710625,1478696.6809147017,1627994.599156457,217366.00201837978,276231.06408632704,0,1449862.2311983388,664051.8097402916,1094236.786099813,3291995.4620146477,
128,380.2027013463098,1.6513987882352938,166817.94222591832,166720.5424643213,164016.0887192641,188531.31734525136,149402.52296543808,167773.75246971063,174953.2039073233,190850.9471191097,194338.87019885154,164084.33058197645,0,0,0,0,0,341778.74450639583,106867.17912637362,165683.06264556132,0,0,0,646622.5248061889,96421.04619271297,302520.8773402536,896597.1470289958,
129,395.10363769683033,0.8839275821052631,614424.0436618805,690878.084296466,711090.8180468166,871846.8461787712,816363.7575490812,578029.3724761636,576044.7771844291,799744.952874977,867093.5487592673,782821.579778356,0,0,0,0,0,391914.01517525053,840343.8856589991,2278214.04035792,9114.261668348225,79996.86264127615,0,3325951.269597901,1697922.6298925187,2056078.652829544,200179.62938095164,
130,184.09677855173746,3.1515278416666668,2497955.745050803,2512733.743992014,2292643.6931209452,1266909.3224341117,1225771.6253976985,2806968.779250336,2729418.176135819,2336333.5824512034,1247115.5260520533,1173714.316572642,1015.4489556452602,1079.7892675166017,1003.1615640699569,1964.415727323507,782044.5954063901,71967.59733428647,6660.658388879951,47680.57423821908,32190.60827789121,5279.439319794355,9808470.57713429,3540.952036587926,3505.195939720863,0,7068.115574951632,
131,261.14446513010665,2.1830942,5270114.175400406,5302593.580411582,4805735.897245461,2394333.106696164,2408839.784057724,5664046.602425167,5444697.128832494,4891426.348131446,2770538.9696942335,2413034.7130441326,0,512.3729065228092,982.5176386845845,540.1907386673496,2208616.1891637603,49435.42503988631,26268.54830695317,96793.51862450206,100475.33000889517,23989.081517150535,2.0135022079261035E7,9583.591299878877,15472.771421184672,34910.02483444825,9549.999021610958,
132,390.1398773210716,2.45982564,341989.28314576723,345539.03153669625,360710.575034671,303765.88087256416,314492.00478596974,376013.6940405041,356260.55228053185,365486.1578286931,320046.5738799593,285561.0848202076,0,0,0,0,1326.6160160932143,938022.7743680365,59978.34640013703,129918.61701145812,2904.6594313096166,7920.1589358412775,0,723738.6072617283,67115.50578952703,670118.4056725306,1252749.2472268986,
133,146.0922597249349,1.444049557142857,1479273.3221616668,1536584.620372335,1763361.9593846246,1837018.7324983594,1565241.5224576285,1587163.3251816093,1628185.0538281642,1692497.3107637349,1516087.9533312896,1465797.508497586,0,0,0,0,215185.13498146317,2023426.588749516,1377162.4029235314,2131408.6005591443,252684.9851164905,334345.21707852563,211728.74697438872,3086311.4721749392,1258449.9408649397,9124825.457332777,745590.2405217015,
134,432.1866817474365,2.5713646333333333,1308081.934523463,1291279.1353894244,1233653.0127574804,727179.6820372473,1155297.5335572942,723307.7363547698,1120809.2270075523,942612.5313066043,1218977.6790244628,1129961.2459203645,442.4599920351834,506.3476632290285,463.9022210785624,931.3209465688508,596.918318462386,2548219.9996332186,619773.7559584926,378950.12474166707,0,86876.35483650163,6212.7418169567745,385725.9199865868,402076.6389829212,650395.4781617344,3034578.9396715476,
135,296.06191974270075,1.830368377777778,608688.4085231272,744553.8387815667,729103.7782880836,804894.8783126308,781533.3034814354,614369.3503329369,689430.061576857,760236.4969727009,867323.6175413197,144858.44405161,0,0,0,0,29774.649090546452,229467.1264289268,883012.5516926125,1324464.7377525156,1331117.0971697469,1632035.0504172936,0,0,0,353447.52610255085,281529.11835350236,
136,433.1695347836143,3.366306,377411.71811422205,360240.4886005896,379730.7585287496,394044.66183211486,424025.4795867872,356964.135218257,372694.3661110657,396511.2633459854,389277.53652471036,394501.1867436899,0,0,0,0,0,1128449.6958151814,461229.1585495806,726821.6350166386,69611.89136812882,84879.57058892623,0,153143.71016151382,44870.57125126453,260475.9115383826,1325548.0927223782,
137,306.99733613666734,0.6733890710526317,1577617.4373848068,1752639.6916405556,1809763.0489820284,2491267.518214867,2493797.3299944,1428121.0756251465,1453138.163792694,1808711.4538856684,2561202.4482443593,2509992.866483781,0,0,0,0,0,647613.4364974882,5297143.652530527,8486738.43127971,1374016.3135331539,5377236.441905591,0,5490422.753633426,8944441.198991096,4573168.200359798,124884.23812772796,
138,499.2211629231771,3.156317506666667,592206.6914521594,647624.8317963459,568657.5884649294,478399.7089910061,498105.722896791,685650.1135373025,661483.7658375714,439343.2392525737,493253.2994807135,513881.18045820575,0,0,0,0,0,714734.8282317384,0,0,0,0,0,3348613.168725427,3174.079731117297,1791069.2099580008,963804.773643679,
139,305.12826890221226,5.331447376923077,32992.7755731657,32404.3167718466,39840.385198714146,47565.64309615548,50415.21215962926,32751.58658262274,33073.0937177546,36712.436845566546,44938.79093754378,46988.87030197767,0,0,0,0,0,0,0,470.5842588924767,556274.6912640991,119464.63790982259,0,0,0,0,0,
140,212.09141861765008,3.3293581157894736,304754.22728941473,308755.7585788249,325373.6473103069,394267.9758499562,369592.8416032055,312729.6359915927,296168.22610176576,310956.39960340224,372886.4717971395,384252.525239989,0,0,0,0,0,309384.8604187654,592726.7474649119,636675.6584352915,62362.612492496664,22994.741851056384,0,321733.3800766021,188873.78466278463,205546.72598246956,54186.80178429838,
141,785.4802856445312,10.033549849999998,1275159.7210285603,1482098.1868647053,1083253.3428059407,1470270.0186938161,1160715.4448497924,946089.0073100339,1154923.3622261991,1043842.1220423393,1423986.3270213713,993045.0924412988,0,0,0,0,4945.501075869248,938482.5479019166,1531121.5737202028,1583781.6205667444,1308094.4835885577,3088532.3208448994,0,1093970.9542014664,1832127.5881516675,1329067.6205198425,687888.2066998117,
142,600.280540466774,3.490100225,441825.7070046872,380894.24439010856,328467.7242839859,524533.6825323426,449601.52151503135,356726.3792077368,339377.2714639461,341166.1104249464,404413.1115838089,381976.4042689518,0,0,0,0,54631.716278607826,120490.56605985202,1297149.1471367315,740799.3924023309,756221.8102234727,1377018.060823491,0,102740.79679079632,296263.3796190452,117310.39772139456,115226.05246975781,
143,128.01949951171875,0.5150157976,607624.9069098032,656268.32483754,688269.1534920497,619313.6677455821,618581.5432752573,665925.7141216812,665210.0661963179,717614.2894868071,651074.4841080739,595865.0517206027,21293.28519688597,22386.674652785056,21261.95384511281,22756.284748698767,292794.7935038535,793178.4592243364,497489.2590824628,660830.5269236077,669069.0526854754,658919.7736018191,206095.83967076128,1412529.015246854,668834.1786629986,881467.7506950197,660181.6741220729,
144,293.2104095458984,7.618632496,217842.32987168108,234788.20020701812,215949.1364732136,210410.97288540468,231288.13402439805,228650.8509413947,232287.48013860866,227583.49388494983,206888.91415831575,215408.033681544,13261.920478852408,11111.507807017188,12823.485721146788,14954.277601408248,102388.0732276163,279658.25244139234,42318.39683844771,287331.4085770749,293708.31979417906,22002.982769326332,112079.92660820944,134245.1138904669,133121.72826292744,46468.26619801862,829838.6468332472,
145,250.10900809592852,5.952692040909091,2323831.37916292,2438434.7357207946,2629074.9629295208,2825821.2413978768,2930645.132226301,2237372.4781969762,2327623.1903769015,2659261.077184963,2893082.7021238273,2827155.227128008,0,0,427.5412055778607,0,4420.5011593476975,3434549.9439933216,25764.704199133903,4310376.190660921,2908304.897411803,1.4543272084206667E7,7539.845749465017,44316.78140044452,107416.03846822621,3026262.2439291193,52551.466354504955,
146,375.28706665084457,9.532742265,191427.07089750003,214208.40315343192,206338.10968876688,166097.8097660347,129180.9289830964,322288.5516774967,230662.89136315315,219629.29427113733,165981.8059604389,92751.14175139029,0,0,0,0,47496.54131124555,116356.92473986496,38670.5471978862,134439.3227650136,787.0912809639369,0,9502.332713127007,39070.00107956354,29118.570633217336,39919.50505752183,564009.3161605158,
147,461.3629488742663,11.048874304347823,195744.29785845766,213172.73179080716,192613.85806353338,186348.984236631,149527.42065943414,210070.94121519136,202370.11682437858,152878.66105760794,159882.656556273,158100.75960398477,0,0,677.8179054566025,648.3948673389262,16411.44767078651,173761.54333090095,25722.95150097739,19143.366396452424,26092.088105010575,5770.077027692934,14873.68769937041,83154.55089259303,10767.87935734841,106502.67885465844,534778.2358666922,
148,120.08096984863282,1.5854634239999998,1.058225698825404E7,1.0658810713054521E7,9599241.472779835,6692591.051625025,6958086.415233004,9969874.539134758,9925103.034802057,9330339.519955121,6826760.779413793,6493932.626843292,12540.053505107313,13840.171374537942,11038.077400092769,9875.114136870126,4572933.041491823,4328285.097964173,613089.1278077695,8027465.4358368395,1685698.916742095,1534767.105849107,4.457225268275502E7,1140348.451598589,2238892.29918734,743169.1518146015,437331.339988182,
149,397.164485168457,3.2251672,279618.2499005865,321626.58120408916,298067.178171021,313778.8343941859,311671.8548715181,274179.9632416687,296401.7615252825,318556.1084758939,333237.2552506932,290118.61298963806,0,0,0,0,10752.652037582588,275743.9483980951,269151.72327621066,354178.86745537346,149989.3472844664,245728.0814564404,0,657138.9702159021,156015.693601962,538052.3991262027,279432.5377253769,
150,221.18966706621168,4.0033304916666665,354131.5130348192,346797.00112837454,337389.1625482988,300609.88794532564,327185.65199304104,314193.49481137213,321549.94106282655,318086.0294789731,299257.54000847857,289848.76964225154,3159.0746230103864,432.060739602204,3304.6304399355527,2777.562063501671,6157.300774746744,466957.6642834433,233728.19363993526,199234.6434983574,53003.424617123754,40925.50731181784,0,1051955.420849987,5670.407704206328,228777.87556277736,1240943.6030796063,
151,767.2506205240885,4.0675293777777775,399882.15445126564,428026.5683405889,396108.31812246644,371487.8632408514,346842.766358837,411843.8496719755,400061.79352870304,423658.36787611915,386070.64846344973,328759.9693971574,0,0,0,0,0,765223.1579013458,54057.82125241125,103567.31510569474,702.8331493336995,0,0,676156.4360512228,53151.98973699409,546674.7994774163,396273.9187952697,
152,243.2104274204799,8.197627414285714,749393.7726495769,778871.0306267228,735515.1119752347,657769.6134796287,680639.184397386,812830.0756312414,803036.0023718786,711316.6460615487,642692.5774118731,627443.0467122378,0,0,0,0,798668.2009910438,381645.12336574803,144972.8419700251,356066.2288042901,138651.78856091213,130604.69451145662,1114167.306143656,408308.40507989546,264625.4195432136,320744.92904788884,723039.7350995141,
153,455.1887474063874,3.598147425,27103.51029161621,23138.974492792488,26878.80990500338,36172.13805462605,33720.01189880672,23148.055848978223,16067.149570968662,25467.023998775432,38278.332184192855,24274.289844656785,0,0,0,0,0,13766.371754963495,0,4557.827886492256,22540.795896711574,917566.0003488114,0,0,677.7804191895141,3087.8684891270846,0,
154,556.280401376959,7.01809176923077,293699.47993157356,297900.84056155075,216917.67083077834,77869.88675565532,69271.29517024609,359763.284509673,340784.1199663075,259564.7189248999,80130.64680123105,73102.5376968429,0,0,0,0,499048.98747822404,0,0,1169.7173668981386,0,0,1045116.3054241402,0,0,0,0,
155,716.5220105001953,9.993193612,5233322.008120526,5440188.268709282,4651582.158599593,3384511.2828844627,3266787.8786951257,16485.673729477934,5018926.319265059,1996497.8282655815,2193144.1601861753,5564704.221403314,61323.43638526118,37526.329282809565,22614.424028385012,21250.74362550297,3950884.043545259,7857825.200838724,1536662.9154899558,3262124.931056035,3550894.446858776,1523535.5667995103,1333278.5170411465,9171186.279790243,4159345.6715639825,5664070.425218196,3226151.713145417,
156,506.1876257043893,1.913783357142857,683643.6675850435,631001.4607034189,664918.0880386761,618548.105318589,638856.5879080668,700185.313144945,632727.3541819919,669464.2761399316,641023.2584763285,631787.273358886,0,0,0,0,6315.457296707495,651252.6083588959,1236552.5593498012,1207166.0826033272,28774.00464510876,87369.3496956291,13526.143406974388,1742166.4304452506,333206.95620632736,861256.6989107629,1059755.8385479231,
157,309.27894592285156,7.045286586666666,60762.3030096403,58881.77412168854,55842.12061848124,61001.25637252217,51035.94878733997,69783.45998710707,55964.32303495978,52733.78724696044,53664.48586226917,52793.26886322636,0,0,0,0,350917.5275956763,57942.068663859594,0,60856.46176817727,200086.45632538595,0,34531.17392957699,0,0,0,0,
158,437.3117980957031,6.124066399999999,497109.26064948924,525714.6972059063,604984.5328174378,498135.409953889,522023.32941853383,548495.3140091865,441511.8638667758,625031.7526867243,416153.0833555719,539614.2284799622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,528.2281473796997,3.5837623066666664,24107.43734729176,20529.11889110176,17204.763954409387,31438.63269986604,33737.583082543366,20520.030695886417,18730.69020142967,10099.899410132839,35542.620746658584,30439.570541981837,0,0,0,0,8638.481121942654,0,0,6519.741567712145,406221.8307784751,19767.998818382945,0,0,0,6104.02123911771,0,
160,337.1311223647174,3.4705452529411764,36766.68083900047,34107.969612264096,27817.14528783389,51476.54815117065,59478.7340865829,43874.50976117355,27712.971319562104,48743.78267054854,28691.22469916699,38431.86119486697,0,0,0,0,42240.45112946485,2225.885371625331,0,36484.55993396648,603059.1687858772,6166.476011718662,0,2741.4209685301316,0,0,3231.8101412460583,
161,583.4150987104936,9.044879904545452,936112.8254310781,895117.8107702595,893677.428266524,907429.20046677,900418.8012464321,774807.4615898534,892952.816532625,849748.3100570809,891357.6082565143,780780.4113946753,0,566.0706260191652,0,0,30515.29013329542,748342.0057511608,945625.7291359503,2166069.680222014,709044.3011352251,1184171.5441039603,14902.059802146381,3368862.8789152186,1311290.947467073,4103955.9956485047,780507.3227642179,
162,342.3367680140904,7.840323166666668,2955023.1532073054,2937140.5797788147,2452681.1033625756,1327241.588362927,1288131.8149662742,3124818.0464562713,3104474.853668452,2613159.0312527553,1362035.2655861187,1224498.4964983643,0,0,0,0,322688.2547221759,16267.604728617445,8361.304851109839,29690.291234661712,39705.40614738336,229945.7449959135,1.4582399254018899E7,6233.604785520969,6667.525359299537,4822.494725509108,4912.843215247314,
163,671.2707870489807,4.30332922,535258.3430713823,559232.9166218516,636880.1641467216,619687.8392331172,593864.2344723428,682258.1920318399,565590.0747564504,682751.2071967949,618671.5649797246,450861.02384953306,0,0,0,0,5371.271973633296,1017295.1456733285,1742543.0124700458,1609501.7634965708,93788.73685715538,31031.0738063298,0,1340804.8706335519,213316.52378422196,1351927.9566935047,948511.2106676719,
164,561.1217922634548,1.6794240333333335,520239.5720789429,553916.3356041705,463553.0472363336,469302.51283331885,511893.06690977083,534785.836177615,488265.0054360566,485923.6169381725,491530.67481579335,475844.3437917401,0,0,0,0,0,212131.9854773517,440671.8868970592,776859.1616409854,0,1951.9883810068422,0,1218977.7462726997,16297.41699825068,1217478.4947368815,234035.1360843613,
165,418.1710205078125,2.6655661294117645,237613.356863275,262247.5003517858,278943.2463396114,266148.5140545417,251081.30775145144,304129.8288228165,271190.48952011263,275558.5061051025,228296.98284520934,232074.0682495081,0,0,0,0,0,807502.7624461025,36492.67549522559,44602.98293229516,0,0,0,126421.20867006427,37386.41941647345,180491.57736742898,783110.3302234202,
166,246.06097106933595,0.9775051960000001,863631.321948789,1003013.603671141,978398.4352662753,873783.703896701,941766.654792216,923869.8976550855,946907.1960637487,918173.7011150201,987179.94846042,964420.6442183201,0,0,0,0,54893.36357131597,1057136.977844951,1182200.926552621,1341240.6061290437,231653.06172680738,187931.79856128572,0,2528865.199689291,585173.6517320689,1965049.5787280963,1682534.5283967971,
167,514.3747168646919,8.998114988888888,129271.79874528604,125761.93558553312,114817.71917814584,107877.17902686363,107064.93871902481,125277.75990242137,142066.82634576494,120523.3674784709,109737.99147966315,99298.10535169436,0,0,0,0,9855.4709752797,142642.062636239,37442.824725106606,97542.89273909431,0,0,0,178999.93514398762,29259.53570428745,68977.9344538642,723992.3720683171,
168,336.309716796875,8.758028788,416858.7718977401,426766.0042859867,383594.2093776627,409088.59913441574,430729.29267888423,430638.6771033756,403962.8393373516,435427.0594963006,415908.0264894023,419763.0972103765,262348.410297094,245183.61123856864,249884.7407046563,262162.67670375324,576380.7043983748,385939.051843072,239780.604497088,309206.5390444739,459003.79594804696,332274.2654216652,373077.73719799676,284875.2202051883,244915.4805923045,320590.163049021,349382.50902569003,
169,468.30848621186755,6.955851485714287,1041118.6771843027,997121.9080450332,879301.115465707,447434.7889011199,391071.7832273313,1091802.2303654107,1061731.0550615056,889692.6453788507,471368.18960218853,401015.867355166,0,0,0,0,456095.7751955498,10917.637600336704,5227.218146034728,17787.036531052192,10987.014148937818,6376.206986947258,6081604.103997693,31765.520043502882,11756.002655173992,8181.03688965607,6792.128033017293,
170,431.31349716186526,10.235258349999999,341082.9054013348,364016.5523885216,352952.0554065179,362259.96449402644,314103.48878613237,494422.0563239088,372597.515823865,428794.89067488554,389044.8737184273,200849.50431357202,0,0,0,0,3983.1881320608263,86162.14368879006,54378.5465374222,39851.8437033271,0,8888.64397346895,56363.068511191144,79702.0306633288,30640.370713241813,177234.903986306,36571.02004382968,
171,346.2583697521973,4.807622320000001,5221205.790089105,5629727.511012744,5862982.324161442,6416994.335845115,6305757.156648142,5581646.250388549,5427028.661558756,5829004.092091352,5900599.3757351125,6112202.80326507,6144.222756971921,5892.620913972249,6817.067878168612,6937.765461799037,50050.097892515456,143272.72939160364,46603.18101543114,235425.70060982055,723555.8347482068,94307.75240364614,281491.72917022184,161677.2677950447,63658.8640367594,95517.25332712517,59486.86660538787,
172,342.3000244140625,8.096825823999998,634454.9682142765,678547.8568763267,922651.8202917073,930242.9867831377,514595.4724341367,913863.6002899148,724479.1123067734,653467.9729837787,913193.0130037756,775095.3878539462,20695.308563962644,22255.459081204484,24656.989746507883,26007.28089688253,226190.30760232394,1673152.4554507593,376047.0034477597,1428662.9806514452,69526.86839583717,33813.47529305426,211331.30992580915,566013.2602765552,573267.7091192997,809278.4536917253,2264576.0441054706,
173,228.05012550354004,0.6498069694999999,2377880.8415291426,2386667.1718620686,2489232.870011573,2548270.6772160595,2607728.8597319108,2377644.203378307,2361475.4443774614,2477658.12065421,2596561.5522887968,2481529.9214638015,0,0,0,0,114471.00767089878,3161056.5761037753,3139649.6170241255,3273130.483991432,751352.3547340637,660557.6706827136,0,5704804.180585481,1250761.7068551567,4158545.9067010838,4213660.367786055,
174,496.2227355957031,5.58626902,2319790.8301976863,2277486.66201984,2378805.087012948,2335744.2196682654,2269767.235974185,2299388.269740539,2294363.2758005075,2353757.7004086915,2438126.589536616,2194424.4767683013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,779.2006123860677,2.793476913333334,128931.39808121484,111663.30893103483,109951.05570061566,143870.26784275976,140653.18023457035,94292.41618753709,110795.08550760998,135775.16759267615,153866.7804696908,154585.35671315467,0,0,0,0,4078.8352607436073,0,426622.90940818976,678148.2900477942,388556.20248599706,2928.991164703899,0,0,0,0,0,
176,662.2802975303248,3.6066045368421045,643270.7793433744,657120.3134883663,649787.905773402,656465.5031510927,667295.9329826932,677932.0915540719,664180.3355906195,659608.9314764598,650732.6070215503,636229.665226166,0,0,0,0,0,837559.4046692589,1467916.0831692177,1154386.7327884838,59792.96454518323,234074.47809890052,0,602021.0691545224,609435.3545451752,1061717.2595009527,1603360.5268864548,
177,490.1917448043823,1.58746529375,1117278.8507343524,1301395.8006485414,650727.8241418567,692931.3168073372,790469.4590831253,735530.7644020683,873054.2597519271,639559.5251805935,804372.5717660607,699637.7627562173,0,0,0,0,0,372426.86935253895,13340.809054756428,651967.0250872988,0,0,0,28812.021643936634,187410.21168729037,0,219165.854959968,
178,551.425148342723,10.284496826086956,5577290.774335533,5288342.239665566,4589602.078208869,4732173.434192554,4009944.908794642,5307548.338511289,5285833.3703791,4620130.174435308,4501574.05855624,4188401.590159351,2742.2210413477683,717.3256955567051,0,0,357642.64797444426,4340443.136774627,6154139.333366057,9522127.302742163,3760505.472081191,6245319.919482887,110291.8597426198,1.1261804125437709E7,7078107.686435273,1.3346077163604425E7,4149312.225226708,
