#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
520	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.969099	0	0	33576000.0	1584900.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf520	-1	BERKELEY-LAB.mgf	1.33482				6	0	0.000976562	731.607	0	CCMSLIB00010103189
771	spectra_filtered.mgf	*..*		:4747	2861	-1	0	326.305	1	0.968981	0	0	749156.0	782000.0	Spectral Match to N-Oleoylethanolamine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf771	-1	GNPS-NIST14-MATCHES.mgf	1.87049				10	0	0.000610352	326.306	0	CCMSLIB00003137348
4070	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.968876	0	0	33576000.0	2237000.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf4070	-1	BERKELEY-LAB.mgf	0.66741				6	0	0.000488281	731.607	0	CCMSLIB00010103189
2696	spectra_filtered.mgf	*..*		:3792	1512	-1	0	163.038	1	0.968237	0	0	7916430.0	261300.0	Spectral Match to Rosmarinic acid from NIST14 M+H-C9H10O5	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2696	-1	GNPS-NIST14-MATCHES.mgf	4.30516				6	0	0.000701904	163.039	0	CCMSLIB00003135999
415	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.967535	0	0	33576000.0	2138900.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf415	-1	BERKELEY-LAB.mgf	1.16797				6	0	0.000854492	731.607	0	CCMSLIB00010103189
360	spectra_filtered.mgf	*..*		:75	3313	-1	0	177.039	1	0.967405	0	0	39865400.0	628600.0	l-ascorbic acid  M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf360	-1	GNPS-LIBRARY.mgf	2.84423				6	0	0.00050354	177.04	0	CCMSLIB00003740011
3258	spectra_filtered.mgf	*..*		:75	3313	-1	0	177.039	1	0.967405	0	0	39865400.0	628600.0	l-ascorbic acid  M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf3258	-1	GNPS-LIBRARY.mgf	2.84423				6	0	0.00050354	177.04	0	CCMSLIB00003740011
814	spectra_filtered.mgf	*..*		:4754	4754	-1	0	147.113	1	0.96712	0	0	15630900.0	2896000.0	L-(+)-Lysine - 40.0 eV M+H	BIRMINGHAM-UHPLC-MS-POS	temp/spectra_filtered.mgf814	-1	BIRMINGHAM-UHPLC-MS-POS.mgf	1.4521				7	0	0.000213623	147.113	0	CCMSLIB00006120703
2130	spectra_filtered.mgf	*..*		:4371	2613	-1	0	256.263	1	0.967024	0	0	2967350.0	427800.0	Spectral Match to Palmitamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2130	-1	GNPS-NIST14-MATCHES.mgf	39.0605				8	0	0.0100098	256.253	0	CCMSLIB00003137100
4394	spectra_filtered.mgf	*..*		:3536	54659	-1	0	162.112	1	0.966846	0	0	52.4	384300.0	CARNITINE M+H	MONA	temp/spectra_filtered.mgf4394	-1	MONA.mgf	2.44725				6	0	0.000396729	162.112	0	CCMSLIB00006683689
1877	spectra_filtered.mgf	*..*		:1054	4033	-1	0	199.06	1	0.966572	0	0	1072470.0	486400.0	Spectral Match to Syringic acid from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1877	-1	GNPS-NIST14-MATCHES.mgf	0.53658				8	0	0.000106812	199.06	0	CCMSLIB00003138520
3725	spectra_filtered.mgf	*..*		:1755	50995	-1	0	360.15	1	0.966235	0	0	361.4	998800.0	SUCROSE M+NH4	MONA	temp/spectra_filtered.mgf3725	-1	MONA.mgf	0.254207				12	0	9.15527e-05	360.15	0	CCMSLIB00006680025
2650	spectra_filtered.mgf	*..*		:22032	22478	-1	0	144.044	1	0.966215	0	0	859380.0	1234000.0	Indole-3-carboxylic acid CollisionEnergy:205060 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf2650	-1	BERKELEY-LAB.mgf	0.635589				6	0	9.15527e-05	144.044	0	CCMSLIB00010124468
852	spectra_filtered.mgf	*..*		:22032	22478	-1	0	144.044	1	0.966215	0	0	859380.0	1234000.0	Indole-3-carboxylic acid CollisionEnergy:205060 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf852	-1	BERKELEY-LAB.mgf	33.3684				6	0	0.00480652	144.039	0	CCMSLIB00010124468
2072	spectra_filtered.mgf	*..*		:22030	22476	-1	0	162.055	1	0.965598	0	0	4766500.0	923400.0	Indole-3-carboxylic acid CollisionEnergy:205060 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2072	-1	BERKELEY-LAB.mgf	1.789				6	0	0.000289917	162.055	0	CCMSLIB00010124466
2896	spectra_filtered.mgf	*..*		:2996	860	-1	0	496.329	1	0.964894	0	0	5179180.0	33770000.0	Spectral Match to Lyso-PC(16:0) from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2896	-1	GNPS-NIST14-MATCHES.mgf	21.7663				8	0	0.0108032	496.34	0	CCMSLIB00003135346
376	spectra_filtered.mgf	*..*		:1200	50440	-1	0	193.034	1	0.964887	0	0	223.2	844000.0	CITRIC ACID M+H	MONA	temp/spectra_filtered.mgf376	-1	MONA.mgf	2.60856				6	0	0.00050354	193.035	0	CCMSLIB00006679470
2693	spectra_filtered.mgf	*..*		:1138	46169	-1	0	595.166	1	0.964669	0	0	136.964	5809400.0	3-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one [M+H]+	MONA	temp/spectra_filtered.mgf2693	-1	MONA.mgf	0.71786				9	0	0.000427246	595.166	0	CCMSLIB00004718769
473	spectra_filtered.mgf	*..*		:6833	6833	-1	0	522.203	1	0.964441	0	0	22086300.0	567700.0	Raffinose - 40.0 eV M+NH4	BIRMINGHAM-UHPLC-MS-POS	temp/spectra_filtered.mgf473	-1	BIRMINGHAM-UHPLC-MS-POS.mgf	0.35064				10	0	0.000183105	522.203	0	CCMSLIB00006124308
1502	spectra_filtered.mgf	*..*		:103	3590	-1	0	145.047	1	0.963569	0	0	518401.0	108000.0	Spectral Match to .beta.-D-Glucopyranose, 1,6-anhydro- from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1502	-1	GNPS-NIST14-MATCHES.mgf	17.2526				6	0	0.00250244	145.049	0	CCMSLIB00003138077
3206	spectra_filtered.mgf	*..*		:4837	246	-1	0	300.289	1	0.963216	0	0	316030.0	444600.0	Spectral Match to Palmitoyl ethanolamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3206	-1	GNPS-NIST14-MATCHES.mgf	1.01627				8	0	0.000305176	300.289	0	CCMSLIB00003134732
2876	spectra_filtered.mgf	*..*		:1555	50795	-1	0	377.146	1	0.961991	0	0	154.3	667400.0	RIBOFLAVIN M+H	MONA	temp/spectra_filtered.mgf2876	-1	MONA.mgf	3.39852				14	0	0.00128174	377.145	0	CCMSLIB00006679825
1720	spectra_filtered.mgf	*..*		:10909	11355	-1	0	225.076	1	0.961697	0	0	3539600.0	1420900.0	SINAPIC ACID CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1720	-1	BERKELEY-LAB.mgf	1.76264				8	0	0.000396729	225.076	0	CCMSLIB00010113343
1083	spectra_filtered.mgf	*..*		:375	14164	-1	0	325.113	1	0.961149	0	0	617470.0	1072400.0	Sucrose M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf1083	-1	GNPS-LIBRARY.mgf	0.0				8	0	0.0	325.113	0	CCMSLIB00012176428
2247	spectra_filtered.mgf	*..*		:15390	13393	-1	0	460.267	1	0.961053	0	0	143.118	1493200.0	emorfazone [2M-2H2O+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf2247	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	31.9586				6	0	0.0147095	460.282	0	CCMSLIB00012267706
1384	spectra_filtered.mgf	*..*		:23199	23645	-1	0	169.05	1	0.960975	0	0	3624780.0	676600.0	Vanillic acid CollisionEnergy:205060 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1384	-1	BERKELEY-LAB.mgf	1.80524				6	0	0.000305176	169.05	0	CCMSLIB00010125635
3645	spectra_filtered.mgf	*..*		:2626	5749	-1	0	784.584	1	0.959849	0	0	25358800.0	3368900.0	Spectral Match to Arachidonoylthio-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3645	-1	GNPS-NIST14-MATCHES.mgf	1.40027				8	0	0.00109863	784.583	0	CCMSLIB00003140236
1785	spectra_filtered.mgf	*..*		:2626	5749	-1	0	784.584	1	0.959849	0	0	25358800.0	3368900.0	Spectral Match to Arachidonoylthio-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1785	-1	GNPS-NIST14-MATCHES.mgf	1.47807				8	0	0.00115967	784.583	0	CCMSLIB00003140236
1766	spectra_filtered.mgf	*..*		:4719	5011	-1	0	284.3	1	0.959626	0	0	6162870.0	125500.0	Spectral Match to Octadecanamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1766	-1	GNPS-NIST14-MATCHES.mgf	18.5703				6	0	0.00527954	284.295	0	CCMSLIB00003139498
1918	spectra_filtered.mgf	*..*		:1	487	-1	0	288.253	1	0.95909	0	0	293681000.0	584700.0	Lauryl diethanolamide M+H	CASMI	temp/spectra_filtered.mgf1918	-1	CASMI.mgf	0.423483				6	0	0.00012207	288.253	0	CCMSLIB00000579850
3702	spectra_filtered.mgf	*..*		:2287	2001	-1	0	432.241	1	0.957738	0	0	170.833	909900.0	CHEMBL2398726 [M-2H2O+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3702	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	6.7073				8	0	0.00289917	432.238	0	CCMSLIB00012248958
1995	spectra_filtered.mgf	*..*		:144	53	-1	0	162.112	1	0.957732	0	0	1379870.0	1212000.0	Spectral Match to L-Carnitine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1995	-1	GNPS-NIST14-MATCHES.mgf	3.10612				6	0	0.00050354	162.113	0	CCMSLIB00003134539
2010	spectra_filtered.mgf	*..*		:144	53	-1	0	162.112	1	0.957732	0	0	1379870.0	1212000.0	Spectral Match to L-Carnitine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2010	-1	GNPS-NIST14-MATCHES.mgf	3.10612				6	0	0.00050354	162.113	0	CCMSLIB00003134539
4005	spectra_filtered.mgf	*..*		:1574	267	-1	0	225.09	1	0.956662	0	0	4567510.0	1074000.0	3-HYDROXYKYNURENINE M+H	GNPS-EMBL-MCF	temp/spectra_filtered.mgf4005	-1	GNPS-EMBL-MCF.mgf	12.4055				9	0	0.00279236	225.087	0	CCMSLIB00000578050
3933	spectra_filtered.mgf	*..*		:4025	2274	-1	0	277.216	1	0.956521	0	0	2754480.0	156400.0	Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3933	-1	GNPS-NIST14-MATCHES.mgf	0.660516				10	0	0.000183105	277.216	0	CCMSLIB00003136761
2683	spectra_filtered.mgf	*..*		:101	751	-1	0	204.122	1	0.956256	0	0	7671260.0	276600.0	Spectral Match to Acetyl-DL-carnitine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2683	-1	GNPS-NIST14-MATCHES.mgf	5.90551				7	0	0.00120544	204.123	0	CCMSLIB00003135237
3436	spectra_filtered.mgf	*..*		:15138	13161	-1	0	258.11	1	0.956109	0	0	149.416	629000.0	Miglustat [M+K]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3436	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	1.06411				6	0	0.000274658	258.11	0	CCMSLIB00012267474
3676	spectra_filtered.mgf	*..*		:519	303	-1	0	449.108	1	0.956093	0	0	181379000.0	571000.0	KAEMPFEROL-4'-GLUCOSIDE M+H	LEAFBOT	temp/spectra_filtered.mgf3676	-1	LEAFBOT.mgf	0.679515				7	0	0.000305176	449.108	0	CCMSLIB00011428075
3146	spectra_filtered.mgf	*..*		:10908	11354	-1	0	207.065	1	0.955066	0	0	4910150.0	347400.0	SINAPIC ACID CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf3146	-1	BERKELEY-LAB.mgf	1.47382				7	0	0.000305176	207.065	0	CCMSLIB00010113342
528	spectra_filtered.mgf	*..*		:1186	46226	-1	0	625.176	1	0.954943	0	0	140.16	1586500.0	5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one [M+H]+	MONA	temp/spectra_filtered.mgf528	-1	MONA.mgf	0.0				10	0	0.0	625.176	0	CCMSLIB00004718826
4019	spectra_filtered.mgf	*..*		:1666	50906	-1	0	298.097	1	0.954598	0	0	109.2	298300.0	5'-METHYLTHIOADENOSINE M+H	MONA	temp/spectra_filtered.mgf4019	-1	MONA.mgf	0.307124				6	0	9.15527e-05	298.097	0	CCMSLIB00006679936
3058	spectra_filtered.mgf	*..*		:3792	1512	-1	0	163.038	1	0.954201	0	0	7916430.0	426200.0	Spectral Match to Rosmarinic acid from NIST14 M+H-C9H10O5	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3058	-1	GNPS-NIST14-MATCHES.mgf	5.52183				6	0	0.000900269	163.039	0	CCMSLIB00003135999
1552	spectra_filtered.mgf	*..*		:10908	11354	-1	0	207.065	1	0.954151	0	0	4910150.0	2293000.0	SINAPIC ACID CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf1552	-1	BERKELEY-LAB.mgf	2.4318				8	0	0.00050354	207.066	0	CCMSLIB00010113342
3244	spectra_filtered.mgf	*..*		:743	49983	-1	0	163.06	1	0.953922	0	0	255.6	597000.0	1,6-ANHYDRO-B-GLUCOSE M+H	MONA	temp/spectra_filtered.mgf3244	-1	MONA.mgf	0.0				6	0	0.0	163.06	0	CCMSLIB00006679013
1740	spectra_filtered.mgf	*..*		:3535	2620	-1	0	366.3	1	0.95391	0	0	69288000.0	513000.0	GABA-C18:2 M+H	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf1740	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	1.41632				6	0	0.000518799	366.301	0	CCMSLIB00011436113
2215	spectra_filtered.mgf	*..*		:1742	5663	-1	0	758.567	1	0.953895	0	0	1093110.0	7683000.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2215	-1	GNPS-NIST14-MATCHES.mgf	1.85061				7	0	0.00140381	758.568	0	CCMSLIB00003140150
265	spectra_filtered.mgf	*..*		:2601	219	-1	0	524.371	1	0.953818	0	0	3866440.0	1776700.0	Spectral Match to PAF C-16 from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf265	-1	GNPS-NIST14-MATCHES.mgf	0.581985				7	0	0.000305176	524.371	0	CCMSLIB00003134705
2970	spectra_filtered.mgf	*..*		:1615	9910	-1	0	138.055	1	0.953401	0	0	1174880.0	129700.0	TRIGONELLINE - 50.0 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2970	-1	GNPS-LIBRARY.mgf	0.0				6	0	0.0	138.055	0	CCMSLIB00005884768
81	spectra_filtered.mgf	*..*		:15390	13393	-1	0	460.267	1	0.953044	0	0	143.118	656500.0	emorfazone [2M-2H2O+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf81	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	4.77389				6	0	0.00219727	460.269	0	CCMSLIB00012267706
674	spectra_filtered.mgf	*..*		:10908	11354	-1	0	207.065	1	0.952226	0	0	4910150.0	3216000.0	SINAPIC ACID CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf674	-1	BERKELEY-LAB.mgf	0.442145				7	0	9.15527e-05	207.065	0	CCMSLIB00010113342
2968	spectra_filtered.mgf	*..*		:3607	4039	-1	0	522.36	1	0.952046	0	0	1708930.0	49430000.0	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2968	-1	GNPS-NIST14-MATCHES.mgf	8.99707				8	0	0.00469971	522.355	0	CCMSLIB00003138526
507	spectra_filtered.mgf	*..*		:103	3590	-1	0	145.047	1	0.95204	0	0	518401.0	2080000.0	Spectral Match to .beta.-D-Glucopyranose, 1,6-anhydro- from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf507	-1	GNPS-NIST14-MATCHES.mgf	17.989				7	0	0.00260925	145.05	0	CCMSLIB00003138077
254	spectra_filtered.mgf	*..*		:38099	50097	-1	0	354.3	1	0.951072	0	0	1321040.0	235100.0	Massbank:LU033603 Oleyl sarcosine|Oleoyl sarcosine|2-[methyl-[(Z)-octadec-9-enoyl]amino]acetic acid M+H	MASSBANK	temp/spectra_filtered.mgf254	-1	MASSBANK.mgf	4.56515				8	0	0.00161743	354.302	0	CCMSLIB00005763650
527	spectra_filtered.mgf	*..*		:1690	4980	-1	0	295.128	1	0.950675	0	0	257349.0	1032400.0	Spectral Match to Glu Phe from METLIN M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf527	-1	GNPS-NIST14-MATCHES.mgf	1.75788				8	0	0.000518799	295.129	0	CCMSLIB00003139467
4335	spectra_filtered.mgf	*..*		:1	11113	-1	0	138.055	1	0.950254	0	0	25597600.0	2879000.0	Trigonelline M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf4335	-1	GNPS-LIBRARY.mgf	0.663161				6	0	9.15527e-05	138.055	0	CCMSLIB00006717990
1996	spectra_filtered.mgf	*..*		:1120	46149	-1	0	757.219	1	0.950135	0	0	149.279	2752600.0	5,7-dihydroxy-2-[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one [M+H]+	MONA	temp/spectra_filtered.mgf1996	-1	MONA.mgf	0.644835				11	0	0.000488281	757.219	0	CCMSLIB00004718749
1261	spectra_filtered.mgf	*..*		:12360	12806	-1	0	250.119	1	0.949728	0	0	2570730.0	247900.0	1,3,5-triprop-2-enyl-1,3,5-triazaperhydroine-2,4,6-trione CollisionEnergy:205060 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1261	-1	BERKELEY-LAB.mgf	1.58616				6	0	0.000396729	250.119	0	CCMSLIB00010114794
3526	spectra_filtered.mgf	*..*		:12382	10744	-1	0	208.097	1	0.94948	0	0	141.051	350600.0	N-Acetyl-DL-phenylalanine [M+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3526	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	2.41974				6	0	0.00050354	208.096	0	CCMSLIB00012264870
1905	spectra_filtered.mgf	*..*		:262	4591	-1	0	219.134	1	0.949375	0	0	26790900.0	199900.0	Spectral Match to Ser-Leu from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1905	-1	GNPS-NIST14-MATCHES.mgf	0.487426				7	0	0.000106812	219.134	0	CCMSLIB00003139078
2609	spectra_filtered.mgf	*..*		:10909	11355	-1	0	225.076	1	0.949205	0	0	3539600.0	3194000.0	SINAPIC ACID CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2609	-1	BERKELEY-LAB.mgf	2.2372				9	0	0.00050354	225.076	0	CCMSLIB00010113343
1045	spectra_filtered.mgf	*..*		:2747	187	-1	0	786.604	1	0.948958	0	0	534093.0	1299700.0	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1045	-1	GNPS-NIST14-MATCHES.mgf	9.54397				7	0	0.00750732	786.596	0	CCMSLIB00003134673
2897	spectra_filtered.mgf	*..*		:4017	1440	-1	0	256.262	1	0.948097	0	0	546673.0	2636000.0	Spectral Match to Palmitamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2897	-1	GNPS-NIST14-MATCHES.mgf	6.6689				7	0	0.00170898	256.264	0	CCMSLIB00003135927
1086	spectra_filtered.mgf	*..*		:156	1411	-1	0	227.103	1	0.948059	0	0	4851150.0	449300.0	Spectral Match to PyroGlu-Pro from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1086	-1	GNPS-NIST14-MATCHES.mgf	2.21723				6	0	0.00050354	227.102	0	CCMSLIB00003135898
1668	spectra_filtered.mgf	*..*		:3638	1980	-1	0	386.29	1	0.947935	0	0	41382700.0	576300.0	Glu-C16:0 M+H	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf1668	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	0.316007				7	0	0.00012207	386.29	0	CCMSLIB00011435443
653	spectra_filtered.mgf	*..*		:23205	23651	-1	0	193.086	1	0.9475	0	0	6467340.0	554500.0	Sinapyl alcohol CollisionEnergy:205060 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf653	-1	BERKELEY-LAB.mgf	1.58052				7	0	0.000305176	193.086	0	CCMSLIB00010125641
4170	spectra_filtered.mgf	*..*		:6	594	-1	0	394.306	1	0.947335	0	0	189.24	216000.0	C16:0 N-Acyl Histidine [M+H]+	CMMC-LIBRARY	temp/spectra_filtered.mgf4170	-1	CMMC-LIBRARY.mgf	4.33416				6	0	0.00170898	394.308	0	CCMSLIB00012471608
580	spectra_filtered.mgf	*..*		:1941	4742	-1	0	510.394	1	0.947153	0	0	2692750.0	384500.0	Spectral Match to Lyso-PAF C-18 from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf580	-1	GNPS-NIST14-MATCHES.mgf	2.98961				6	0	0.00152588	510.392	0	CCMSLIB00003139229
3603	spectra_filtered.mgf	*..*		:2626	5749	-1	0	784.584	1	0.94704	0	0	25358800.0	3213800.0	Spectral Match to Arachidonoylthio-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3603	-1	GNPS-NIST14-MATCHES.mgf	0.933516				6	0	0.000732422	784.585	0	CCMSLIB00003140236
1127	spectra_filtered.mgf	*..*		:755	1201	-1	0	731.606	1	0.947011	0	0	33576000.0	1132400.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040 M	BERKELEY-LAB	temp/spectra_filtered.mgf1127	-1	BERKELEY-LAB.mgf	0.66741				6	0	0.000488281	731.607	0	CCMSLIB00010103189
656	spectra_filtered.mgf	*..*		:103	3590	-1	0	145.047	1	0.9469	0	0	518401.0	239700.0	Spectral Match to .beta.-D-Glucopyranose, 1,6-anhydro- from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf656	-1	GNPS-NIST14-MATCHES.mgf	17.2526				6	0	0.00250244	145.049	0	CCMSLIB00003138077
1162	spectra_filtered.mgf	*..*		:103	3590	-1	0	145.047	1	0.9469	0	0	518401.0	239700.0	Spectral Match to .beta.-D-Glucopyranose, 1,6-anhydro- from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1162	-1	GNPS-NIST14-MATCHES.mgf	17.2526				6	0	0.00250244	145.049	0	CCMSLIB00003138077
3344	spectra_filtered.mgf	*..*		:2749	3352	-1	0	524.37	1	0.946605	0	0	1240120.0	3954000.0	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3344	-1	GNPS-NIST14-MATCHES.mgf	1.51316				7	0	0.000793457	524.371	0	CCMSLIB00003137839
4435	spectra_filtered.mgf	*..*		:15138	13161	-1	0	258.11	1	0.946459	0	0	149.416	791600.0	Miglustat [M+K]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf4435	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	1.06411				6	0	0.000274658	258.11	0	CCMSLIB00012267474
2721	spectra_filtered.mgf	*..*		:13176	25174	-1	0	426.358	1	0.946423	0	0	229190.0	1044600.0	Massbank:RP025103 Oleoyl-L-Carnitine|(3R)-3-[(Z)-octadec-9-enoyl]oxy-4-(trimethylazaniumyl)butanoate M+H	MASSBANK	temp/spectra_filtered.mgf2721	-1	MASSBANK.mgf	0.214732				6	0	9.15527e-05	426.358	0	CCMSLIB00005738727
3426	spectra_filtered.mgf	*..*		:10908	11354	-1	0	207.065	1	0.946102	0	0	4910150.0	4699000.0	SINAPIC ACID CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf3426	-1	BERKELEY-LAB.mgf	0.442145				7	0	9.15527e-05	207.065	0	CCMSLIB00010113342
118	spectra_filtered.mgf	*..*		:2463	2742	-1	0	782.571	1	0.945381	0	0	550572.0	2356400.0	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf118	-1	GNPS-NIST14-MATCHES.mgf	3.04173				6	0	0.00238037	782.569	0	CCMSLIB00003137229
873	spectra_filtered.mgf	*..*		:22055	34053	-1	0	311.124	1	0.944982	0	0	13239.0	1013900.0	Massbank:PR311057 Glutamyltyrosine M+H	MASSBANK	temp/spectra_filtered.mgf873	-1	MASSBANK.mgf	1.27515				10	0	0.000396729	311.124	0	CCMSLIB00005747606
169	spectra_filtered.mgf	*..*		:2231	5336	-1	0	468.308	1	0.9445	0	0	5397210.0	1146100.0	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf169	-1	GNPS-NIST14-MATCHES.mgf	1.04265				7	0	0.000488281	468.309	0	CCMSLIB00003139823
1292	spectra_filtered.mgf	*..*		:2255	326	-1	0	279.231	1	0.943569	0	0	1008200.0	643100.0	Spectral Match to 9(10)-EpOME from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1292	-1	GNPS-NIST14-MATCHES.mgf	2.95087				11	0	0.000823975	279.232	0	CCMSLIB00003134812
