"feature_id_full","feature_id","feature_mz","feature_rt","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_p_value","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_p_value_minus_log10","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_fold_change","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"752_348.07_0.7",752,348.070401972781,0.660721710909091,0.00753933119870438,2.12266717794916,0.625423987570271,-0.677093541302359,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","[(2R,3S,4R,5R)-5-(2-amino-6-oxo-7,8-dihydro-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",NA,"Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O","C1NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N",NA,NA,NA,NA,"UDMBCSSLTHHNCD","InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1","UDMBCSSLTHHNCD-KQYNXXCUSA-N","InChI=1S/C10H16N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h3,5-6,9,12,16-17H,1-2H2,(H2,19,20,21)(H3,11,13,14,18)","PRELUFZXUIIWGM"
"4003_249.16_4.2",4003,249.162707737514,4.21886637619048,0.0077676714838148,2.10970915021944,1.69756031465305,0.763462834620224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276_356.32_10",1276,356.31608327446,9.96147907083333,0.00777821382696807,2.10912012205307,0.607946441324523,-0.717983863716874,"Fatty acids","Fatty amides","N-acyl amines","Stearoyl sarcosine",NA,NA,"CCCCCCCCCCCCCCCCCC(=O)N(C)CC(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C21H41NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20(23)22(2)19-21(24)25/h3-19H2,1-2H3,(H,24,25)","RJYOKYDKKOFLBT"
"2234_188.11_3.2",2234,188.11022605896,3.16390343,0.00791012631530238,2.10181658128098,1.70202995566254,0.767256428625214,"Fatty acids","Fatty acyls","Hydrocarbons","null",NA,"C[S+]([O-])CCCCCCCC#N","CS(=O)CCCCCCCC#N",NA,NA,NA,NA,"VRYSUGWFYFXWLB","InChI=1S/C9H17NOS/c1-12(11)9-7-5-3-2-4-6-8-10/h2-7,9H2,1H3","VRYSUGWFYFXWLB-UHFFFAOYSA-N","InChI=1S/C9H17NOS/c1-12(11)9-7-5-3-2-4-6-8-10/h2-7,9H2,1H3","VRYSUGWFYFXWLB"
"1652_416.26_3.5",1652,416.264092407227,3.476815656,0.00812506750175962,2.09017302228509,0.633319976153941,-0.658993509332849,"Fatty acids","Linear polyketides","Open-chain polyketides","null",NA,"CC1=C(C=CC(C)OC2OC(CO)C(O)C(O)C2O)C(C)(C)CCC1=O","CC1C(OC(CC1=C)(CC(=O)NCC2CC(C(C(O2)CC(CO)O)(C)C)O)O)C",NA,NA,NA,NA,"PPPBOWXAOKXHBI","InChI=1S/C19H30O7/c1-10(5-6-12-11(2)13(21)7-8-19(12,3)4)25-18-17(24)16(23)15(22)14(9-20)26-18/h5-6,10,14-18,20,22-24H,7-9H2,1-4H3","PPPBOWXAOKXHBI-UHFFFAOYSA-N","InChI=1S/C21H37NO7/c1-12-8-21(27,29-14(3)13(12)2)9-19(26)22-10-16-7-17(25)20(4,5)18(28-16)6-15(24)11-23/h13-18,23-25,27H,1,6-11H2,2-5H3,(H,22,26)","YWJZKKGHAWXBLL"
"2847_202.13_3.8",2847,202.125854492188,3.75876248095238,0.00837843963176078,2.0768368551662,1.65441462997684,0.726320848563913,"Fatty acids","Fatty acyls","Fatty alcohols","null","N#CCCCCCCCCS(=O)C","C[S+]([O-])CCCCCCCCC#N","CS(=O)CCCCCCCCC#N","1S/C10H19NOS/c1-13(12)10-8-6-4-2-3-5-7-9-11/h2-8,10H2,1H3",NA,"XGRYRNQISNOEGY-UHFFFAOYSA-N","XGRYRNQISNOEGY","XGRYRNQISNOEGY","InChI=1S/C10H19NOS/c1-13(12)10-8-6-4-2-3-5-7-9-11/h2-8,10H2,1H3","XGRYRNQISNOEGY-UHFFFAOYSA-N","InChI=1S/C10H19NOS/c1-13(12)10-8-6-4-2-3-5-7-9-11/h2-8,10H2,1H3","XGRYRNQISNOEGY"
"3168_340.28_7.8",3168,340.284719238721,7.804700436,0.00867481955728653,2.06173955009211,1.53683066107767,0.619958207395261,"Fatty acids","Fatty amides","N-acyl amines","Elmiric acid",NA,NA,"CCCCCCCCC=CCCCCCCCC(=O)NCC(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C20H37NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h9-10H,2-8,11-18H2,1H3,(H,21,22)(H,23,24)","HPFXACZRFJDURI"
"112_219.1_0.7",112,219.097603246243,0.65211903,0.00869681603107294,2.0606397167179,1.74833630086995,0.805982720840243,"Amino acids and Peptides","Small peptides","Dipeptides","gamma-Gln-ala",NA,"C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)O","CC(C(=O)O)NC(=O)CCC(C(=O)O)N",NA,NA,NA,NA,"JZDHUJAFXGNDSB","InChI=1S/C8H14N2O5/c1-4(8(14)15)10-7(13)5(9)2-3-6(11)12/h4-5H,2-3,9H2,1H3,(H,10,13)(H,11,12)(H,14,15)/t4-,5-/m0/s1","JZDHUJAFXGNDSB-WHFBIAKZSA-N","InChI=1S/C8H14N2O5/c1-4(7(12)13)10-6(11)3-2-5(9)8(14)15/h4-5H,2-3,9H2,1H3,(H,10,11)(H,12,13)(H,14,15)","WQXXXVRAFAKQJM"
"864_584.47_9.5",864,584.473499755859,9.50434832,0.00890551089100303,2.05034116089708,0.634911212766851,-0.655373238210311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2136_497.42_11.8",2136,497.421223144531,11.79179308,0.00895344397245061,2.0480098797085,1.66309087131659,0.733866999663126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409_233.17_3.8",409,233.167695296438,3.75805479473684,0.00899840116773427,2.04583464897334,1.64462876353048,0.717761966053845,"Fatty acids","Fatty acyls","Piperidine alkaloids","Urea, N-isopropyl-N''-(7-thiaoctyl)-",NA,NA,"CC(C)NC(=O)NCCCCCCSC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H24N2OS/c1-10(2)13-11(14)12-8-6-4-5-7-9-15-3/h10H,4-9H2,1-3H3,(H2,12,13,14)","YWKXGZMBSICNNL"
"1629_358.26_5.8",1629,358.258814494197,5.77047032916667,0.00914413467678418,2.03885738618304,1.56653723193159,0.647579058687421,"Fatty acids","Sphingolipids","Sphingoid bases","null",NA,NA,"CC1C(CCC([NH2+]1)CCC(CCCC(CCC(CC(=O)[O-])O)CO)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C19H37NO6/c1-13-18(24)10-7-15(20-13)6-9-16(22)4-2-3-14(12-21)5-8-17(23)11-19(25)26/h13-18,20-24H,2-12H2,1H3,(H,25,26)","FVPMXEPAQOIZKO"
"2310_381.08_1",2310,381.079379538223,1.02445087826087,0.00934137678944707,2.02958911006605,0.653431295206801,-0.613892542531875,NA,NA,NA,NA,NA,"OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O|OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@@H](O[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O",NA,NA,NA,NA,NA,"HDTRYLNUVZCQOY|VCWMRQDBPZKXKG|CZMRCDWAGMRECN|GUBGYTABKSRVRQ|DLRVVLDZNNYCBX|HIWPGCMGAMJNRG","InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-2-3(14)4(15)10(21)12(22-2)23-11-8(19)6(17)5(16)7(18)9(11)20/h2-21H,1H2/t2-,3+,4+,5-,6-,7+,8+,9+,10-,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11+,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4+,5-,6+,7+,8+,9+,10-,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1","HDTRYLNUVZCQOY-LIZSDCNHSA-N|VCWMRQDBPZKXKG-DXNLKLAMSA-N|CZMRCDWAGMRECN-UGDNZRGBSA-N|GUBGYTABKSRVRQ-ASMJPISFSA-N|DLRVVLDZNNYCBX-LDGFZSKTSA-N|HIWPGCMGAMJNRG-RTPHMHGBSA-N",NA,NA
"3498_327.22_6.8",3498,327.216359677841,6.7681228,0.00936381633854028,2.02854711312372,1.51868984146935,0.602827261635105,"Fatty acids","Fatty Acids and Conjugates","Hydroxy fatty acids","null",NA,NA,"CC=CC(CC(C(C=CC(CCCCCCCC(=O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C18H32O6/c1-2-8-15(20)13-17(22)16(21)12-11-14(19)9-6-4-3-5-7-10-18(23)24/h2,8,11-12,14-17,19-22H,3-7,9-10,13H2,1H3,(H,23,24)","POZILVSYXIGOPV"
"3093_771.5_11.3",3093,771.501468056127,11.292382,0.00938989887131147,2.02733908503611,0.649254058413223,-0.623144967832996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200_325.11_1",2200,325.112980957947,1.0058556192,0.00957982484663937,2.01864243130073,0.654662268751663,-0.611177262827426,NA,NA,NA,NA,"C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O",NA,NA,"InChI=1S/C12H22O11/c13-1-4-6(16)7(17)8(18)11(21-4)22-9-5(2-14)23-12(20,3-15)10(9)19/h4-11,13-20H,1-3H2/t4-,5-,6+,7+,8-,9-,10+,11+,12-/m1/s1",NA,"JCQLYHFGKNRPGE-FCVZTGTOSA-N","JCQLYHFGKNRPGE",NA,NA,NA,NA,NA
"61_332.24_4.4",61,332.243074937749,4.43332286818182,0.00988126633633156,2.00518739472014,1.5719627311333,0.652567013877352,"Fatty acids","Sphingolipids","Sphingoid bases","N-n-Undecylgluconamide",NA,NA,"CCCCCCCCCCCNC(=O)C(C(C(C(CO)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C17H35NO6/c1-2-3-4-5-6-7-8-9-10-11-18-17(24)16(23)15(22)14(21)13(20)12-19/h13-16,19-23H,2-12H2,1H3,(H,18,24)","SALJKOPFFFXOQN"
"662_499.11_0.7",662,499.114695499139,0.652713445263158,0.0104139193119879,1.98238579160119,0.634579996055808,-0.656126051170342,"Amino acids and Peptides","Small peptides","Tripeptides","gamma-Glu-cys disulfide",NA,NA,"C(CC(=O)NC(CSSCC(C(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)O)C(C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C16H26N4O10S2/c17-7(13(23)24)1-3-11(21)19-9(15(27)28)5-31-32-6-10(16(29)30)20-12(22)4-2-8(18)14(25)26/h7-10H,1-6,17-18H2,(H,19,21)(H,20,22)(H,23,24)(H,25,26)(H,27,28)(H,29,30)","GOZJYXJJQVGDOJ"
"3480_404.19_3.6",3480,404.191435242653,3.603538135,0.0105878769814141,1.9751911133287,0.588808320437885,-0.764130036655377,"Amino acids and Peptides","Amino acid glycosides","Cyanogenic glycosides","(5-acetamido-3,4-diacetyloxy-6-butoxyoxan-2-yl)methyl acetate",NA,NA,"CCCCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C18H29NO9/c1-6-7-8-24-18-15(19-10(2)20)17(27-13(5)23)16(26-12(4)22)14(28-18)9-25-11(3)21/h14-18H,6-9H2,1-5H3,(H,19,20)","NDHDOPGXUSBUJH"
"1469_136.08_0.9",1469,136.075775756836,0.9263410464,0.0106286470899084,1.97352201287847,1.57630690955332,0.656548457245486,"Alkaloids","Tyrosine alkaloids","Phenylethylamines","Norphen",NA,"ON=CCc1ccccc1","C1=CC(=CC=C1C(CN)O)O",NA,NA,NA,NA,"CXISHLWVCSLKOJ","InChI=1S/C8H9NO/c10-9-7-6-8-4-2-1-3-5-8/h1-5,7,10H,6H2","CXISHLWVCSLKOJ-UHFFFAOYSA-N","InChI=1S/C8H11NO2/c9-5-8(11)6-1-3-7(10)4-2-6/h1-4,8,10-11H,5,9H2","QHGUCRYDKWKLMG"
"1326_263.18_4.2",1326,263.178532191685,4.21665995714286,0.0109272412802807,1.9614894673253,1.67630580797486,0.745285363478482,"Alkaloids","Ornithine alkaloids","Pyrrolidine alkaloids","Urea, N-(1-methylethyl)-N''-[7-(methylsulfinyl)heptyl]-",NA,NA,"CC(C)NC(=O)NCCCCCCCS(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H26N2O2S/c1-11(2)14-12(15)13-9-7-5-4-6-8-10-17(3)16/h11H,4-10H2,1-3H3,(H2,13,14,15)","AUWQPTCUIRSWGE"
"1350_182.08_2.5",1350,182.081259250641,2.49522365,0.0109602596911044,1.96017915560735,1.55505680108432,0.636967278198981,NA,NA,NA,NA,NA,"NC(Cc1ccc(O)cc1)C(=O)O",NA,NA,NA,NA,NA,"OUYCCCASQSFEME","InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)","OUYCCCASQSFEME-UHFFFAOYSA-N",NA,NA
"1337_138.13_3.8",1337,138.127638680594,3.75696794285714,0.0112494461783686,1.94886885778364,1.63931131106503,0.713089853388921,"Alkaloids","Lysine alkaloids","Quinolizidine alkaloids","9(10)-Dehydroquinolizidine",NA,NA,"C1CCN2CCCC=C2C1",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C9H15N/c1-3-7-10-8-4-2-6-9(10)5-1/h5H,1-4,6-8H2","XRJWBIZYAUPOEA"
"2371_357.31_6.1",2371,357.310942150534,6.05171850952381,0.0112792238721756,1.94772078329842,1.64588490412769,0.718863452375631,"Fatty acids","Fatty amides","N-acyl amines","N2,N2-Dimethyl-N6-(1-oxododecyl)-L-lysine",NA,NA,"CCCCCCCCCCCC(=O)NCCCCC(C(=O)O)N(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C20H40N2O3/c1-4-5-6-7-8-9-10-11-12-16-19(23)21-17-14-13-15-18(20(24)25)22(2)3/h18H,4-17H2,1-3H3,(H,21,23)(H,24,25)","CYGAEZQNRUGNLL"
"2184_298.27_9.4",2184,298.27465820517,9.413578984,0.0122230718890176,1.91281963396315,1.53062437309249,0.614120277895634,"Fatty acids","Fatty amides","N-acyl ethanolamines (endocannabinoids)","ACMC-20lypg",NA,NA,"CCCCCCC=CCCCCCCCC(=O)NCCO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h7-8,20H,2-6,9-17H2,1H3,(H,19,21)","WFRLANWAASSSFV"
"2105_247.18_3.8",2105,247.18363771005,3.7572238952381,0.012455564457232,1.90463658646497,1.63363051035597,0.708081715946499,"Fatty acids","Fatty acyls","Fatty alcohols","1-[bis(ethoxymethyl)phosphoryl]heptane",NA,NA,"CCCCCCCP(=O)(COCC)COCC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C13H29O3P/c1-4-7-8-9-10-11-17(14,12-15-5-2)13-16-6-3/h4-13H2,1-3H3","ZBKKKWXYXFQOIE"
"192_243.13_2.8",192,243.133982745452,2.77674904545454,0.0124784939757724,1.90383782631057,1.66695134199016,0.737211992930192,"Amino acids and Peptides","Small peptides","Dipeptides","L-alpha-glutamyl-L-leucine",NA,NA,"CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-10(16)7(12)3-4-9(14)15/h6-8H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)","YBAFDPFAUTYYRW"
"1263_134.12_0.6",1263,134.117709931873,0.624490822857143,0.0128890750610565,1.88977824713783,1.62699711720679,0.702211694774944,"Alkaloids","Ornithine alkaloids","Fatty alcohols","2-(3-methoxypropylamino)ethanol",NA,"CCC(C)C(=O)OC","COCCCNCCO",NA,NA,NA,NA,"OCWLYWIFNDCWRZ","InChI=1S/C6H12O2/c1-4-5(2)6(7)8-3/h5H,4H2,1-3H3","OCWLYWIFNDCWRZ-UHFFFAOYSA-N","InChI=1S/C6H15NO2/c1-9-6-2-3-7-4-5-8/h7-8H,2-6H2,1H3","SVWQYWXZTDBOMA"
"4280_188.06_5.4",4280,188.056178092957,5.4097766375,0.0131555126591178,1.88089222316264,1.60455957954002,0.682177359897744,"Fatty acids","Fatty acyls","Thia fatty acids","6-(methylsulfinyl)hexyl isothiocyanate",NA,NA,"CS(=O)CCCCCCN=C=S",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H15NOS2/c1-12(10)7-5-3-2-4-6-9-8-11/h2-7H2,1H3","XQZVZULJKVALRI"
"949_295.19_6.8",949,295.190410766602,6.776217904,0.0132017815478071,1.87936745787188,1.49994214211587,0.584906852126238,"Terpenoids","Linear polyketides","Open-chain polyketides","cis-14-hydroxy-10,13-dioxo-7-heptadecenoic acid",NA,"COc1cc(COC(=O)CCCCCC(C)C)ccc1O","CCCC(C(=O)CCC(=O)CC=CCCCCCC(=O)O)O",NA,NA,NA,NA,"BXBVPYSHEOQGHP","InChI=1S/C17H26O4/c1-13(2)7-5-4-6-8-17(19)21-12-14-9-10-15(18)16(11-14)20-3/h9-11,13,18H,4-8,12H2,1-3H3","BXBVPYSHEOQGHP-UHFFFAOYSA-N","InChI=1S/C17H28O5/c1-2-9-15(19)16(20)13-12-14(18)10-7-5-3-4-6-8-11-17(21)22/h5,7,15,19H,2-4,6,8-13H2,1H3,(H,21,22)","QGFDIKLPPWSQIY"
"1083_325.11_0.7",1083,325.112993164365,0.6508739564,0.0135429497380838,1.86828673332799,0.666554745299582,-0.58520472365606,"Carbohydrates","Saccharides","Disaccharides","Nigerose","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O","O[C@@H]1[C@@H](O)[C@@H]2OC[C@@H](O2)[C@H]1O|CC(O)C(O)CC(=O)C(=O)O","C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",NA,"CZMRCDWAGMRECN-UGDNZRGBSA-N","CZMRCDWAGMRECN","TWNIBLMWSKIRAT|FRIWJYNKZPJVRL","InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2/t2-,3-,4+,5-,6-/m1/s1|InChI=1S/C6H10O5/c1-3(7)4(8)2-5(9)6(10)11/h3-4,7-8H,2H2,1H3,(H,10,11)","TWNIBLMWSKIRAT-VFUOTHLCSA-N|FRIWJYNKZPJVRL-UHFFFAOYSA-N","InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2","QIGJYVCQYDKYDW"
"4131_302.31_7.1",4131,302.305499683727,7.06126175,0.0135887213038115,1.86682140837612,1.50046466201297,0.585409341902558,"Fatty acids","Sphingolipids","Sphingoid bases","saginfol",NA,NA,"CCCCCCCCCCCCCCCC(C(CO)N)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3","OTKJDMGTUTTYMP"
"2021_381.08_1.6",2021,381.079211426392,1.568400608,0.0140515109194767,1.85227697478301,0.670175020298014,-0.577390181492994,"Carbohydrates","Saccharides","Disaccharides","Sugar-d6",NA,NA,"C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2","CZMRCDWAGMRECN"
"1243_315.19_7.2",1243,315.193478089006,7.24162728,0.0140740752661285,1.85158013075804,1.5478357089687,0.630252348462483,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","null",NA,NA,"C1CCN2CCCC(C2C1)CNC(=O)C3=CN4C(=NN=N4)C=C3",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C16H22N6O/c23-16(13-6-7-15-18-19-20-22(15)11-13)17-10-12-4-3-9-21-8-2-1-5-14(12)21/h6-7,11-12,14H,1-5,8-10H2,(H,17,23)","QOXGZRZVWISVPL"
"130_184.1_3.2",130,184.096778551737,3.15152784166667,0.0143501145696266,1.84314463156009,1.65287767584297,0.724979959364172,"Amino acids and Peptides","Small peptides","Aminoacids","[(2R)-2,3-dicarboxycyclopropyl]methyl-trimethylazanium",NA,"O=C(O)c1cccc(O)c1|O=C(O)c1ccccc1O|O=C(O)c1ccc(O)cc1","C[N+](C)(C)CC1C(C1C(=O)O)C(=O)O",NA,NA,NA,NA,"IJFXRHURBJZNAO|YGSDEFSMJLZEOE|FJKROLUGYXJWQN","InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)|InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)|InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)","IJFXRHURBJZNAO-UHFFFAOYSA-N|YGSDEFSMJLZEOE-UHFFFAOYSA-N|FJKROLUGYXJWQN-UHFFFAOYSA-N","InChI=1S/C9H15NO4/c1-10(2,3)4-5-6(8(11)12)7(5)9(13)14/h5-7H,4H2,1-3H3,(H-,11,12,13,14)/p+1","LGCMKYRYRXDCIT"
"2152_366.34_7.5",2152,366.336765289307,7.53793514,0.0145772186088707,1.83632533322327,1.61788218344773,0.694106552425249,"Fatty acids","Fatty amides","N-acyl ethanolamines (endocannabinoids)","N-[(E)-1,3-dihydroxyheptadec-4-en-2-yl]hexanamide",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC","CCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCC)O",NA,NA,NA,NA,"RBKMRGOHCLRTLZ","InChI=1S/C21H40O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h10-11H,3-9,12-20H2,1-2H3/b11-10-","RBKMRGOHCLRTLZ-KHPPLWFESA-N","InChI=1S/C23H45NO3/c1-3-5-7-8-9-10-11-12-13-14-15-17-18-22(26)21(20-25)24-23(27)19-16-6-4-2/h17-18,21-22,25-26H,3-16,19-20H2,1-2H3,(H,24,27)","KDRQUXQQNFOTAO"
"547_925.53_9.3",547,925.533704485212,9.25190274285714,0.0146303186345737,1.83474621524651,1.48895911689358,0.574304141653641,"Fatty acids","Glycerophospholipids","Glycerophosphoinositol phosphates","null",NA,NA,"CCC(C)CCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC(C)CC)COP(=O)(O)OCC(COP(=O)(O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C44H88O13P2/c1-5-39(3)31-27-23-19-17-15-13-11-9-7-8-10-12-14-16-18-20-26-30-34-44(47)57-42(38-56-59(51,52)55-36-41(45)35-54-58(48,49)50)37-53-43(46)33-29-25-22-21-24-28-32-40(4)6-2/h39-42,45H,5-38H2,1-4H3,(H,51,52)(H2,48,49,50)","FNYGADWBQIZXJR"
"3189_203_1.5",3189,203.003615529914,1.48910348421053,0.0147340736002902,1.83167716506889,0.61146567069118,-0.709656590597247,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","3-Borono-4-chlorobenzonitrile",NA,NA,"B(C1=C(C=CC(=C1)C#N)Cl)(O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H5BClNO2/c9-7-2-1-5(4-10)3-6(7)8(11)12/h1-3,11-12H","YNZXUVCJPQNYHR"
"3380_182.08_0.9",3380,182.08117401123,0.9114548852,0.0148127925187995,1.82936306023765,1.56024587456011,0.641773397072961,"Amino acids and Peptides","Small peptides","Aminoacids","tyrosine",NA,"N[C@@H](Cc1ccc(O)cc1)C(=O)O","C1=CC(=CC=C1CC(C(=O)O)N)O",NA,NA,NA,NA,"OUYCCCASQSFEME","InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1","OUYCCCASQSFEME-QMMMGPOBSA-N","InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)","OUYCCCASQSFEME"
