"feature_id_full","feature_id","feature_mz","feature_rt","Malus_vs_Potentilla_p_value","Malus_vs_Prunus_p_value","Potentilla_vs_Prunus_p_value","Malus_vs_Potentilla_p_value_minus_log10","Malus_vs_Prunus_p_value_minus_log10","Potentilla_vs_Prunus_p_value_minus_log10","Potentilla_vs_Prunus_fold_change","Malus_vs_Prunus_fold_change","Malus_vs_Potentilla_fold_change","Potentilla_vs_Prunus_fold_change_log2","Malus_vs_Prunus_fold_change_log2","Malus_vs_Potentilla_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"602_388.18_0.7",602,388.181051008865,0.687721123636364,0.0028329389403281,0.98644156953462,0.00326366755834462,2.54776278593292,0.00592863446676348,2.48629408549706,0.300355181947814,1.06981614339749,3.56183681087071,-1.73525854037566,0.0973628790563592,1.83262141943202,"Alkaloids","Pseudoalkaloids","Purine alkaloids","4-butyl-3-[2-[4-(2-methoxyphenyl)piperazin-1-yl]-2-oxoethyl]sulfanyl-1H-1,2,4-triazol-5-one",NA,NA,"CCCCN1C(=O)NN=C1SCC(=O)N2CCN(CC2)C3=CC=CC=C3OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C19H27N5O3S/c1-3-4-9-24-18(26)20-21-19(24)28-14-17(25)23-12-10-22(11-13-23)15-7-5-6-8-16(15)27-2/h5-8H,3-4,9-14H2,1-2H3,(H,20,26)","DNZGPFQSLGBDFX"
"2986_332.13_2.1",2986,332.134089789894,2.14353438125,0.00292544387807125,0.0010912234612227,0.503444978639757,2.53380822901037,2.96208630528838,0.298047986438779,1.20256137782313,68.4407673254111,56.9124941042946,0.266110529938153,6.09678402961766,5.83067349967951,NA,NA,NA,NA,NA,"O=C(O)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1",NA,NA,NA,NA,NA,"PRBPGFIPERGSFI","InChI=1S/C14H18O8/c15-6-8-9(16)10(17)11(18)14(21-8)22-12(13(19)20)7-4-2-1-3-5-7/h1-5,8-12,14-18H,6H2,(H,19,20)/t8-,9-,10+,11-,12+,14+/m1/s1","PRBPGFIPERGSFI-SSLNLQFTSA-N",NA,NA
"1672_441.17_2.5",1672,441.173550551977,2.46025656875,0.00300322265574016,0.0037161627266169,0.970402890387289,2.52241246847545,2.42990527699152,0.0130479185745206,0.963222255894151,9.45521906519896,9.81623816034209,-0.0540593679712512,3.24111088394077,3.29517025191202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32_457.07_3.3",32,457.073849881557,3.30019357222222,0.0030177698824565,0.00778553362025514,0.608285712233106,2.52031388006394,2.10871161554415,0.215892384377443,8.34441566048044,0.192714675137702,0.023095047392043,3.06081102463355,-2.37546165847814,-5.43627268311169,"Shikimates and Phenylpropanoids","Flavonoids","Flavonols","Reinutrin",NA,"O=CC(O)C(O)C(O)COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O|O=c1c(O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12|O=c1c(O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12","C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O",NA,NA,NA,NA,"CJBIGGJNXVLZLI|PZZRDJXEMZMZFD|BDCDNTVZSILEOY","InChI=1S/C20H18O11/c21-6-13(26)17(28)14(27)7-30-20-18(29)16-12(25)4-9(22)5-15(16)31-19(20)8-1-2-10(23)11(24)3-8/h1-6,13-14,17,22-28H,7H2|InChI=1S/C20H18O11/c21-8-4-11(24)14-13(5-8)30-18(7-1-2-9(22)10(23)3-7)19(16(14)27)31-20-17(28)15(26)12(25)6-29-20/h1-5,12,15,17,20-26,28H,6H2/t12-,15-,17+,20-/m0/s1|InChI=1S/C20H18O11/c21-6-13-15(26)17(28)20(30-13)31-19-16(27)14-11(25)4-8(22)5-12(14)29-18(19)7-1-2-9(23)10(24)3-7/h1-5,13,15,17,20-26,28H,6H2/t13-,15-,17+,20-/m0/s1","CJBIGGJNXVLZLI-UHFFFAOYSA-N|PZZRDJXEMZMZFD-IEGSVRCHSA-N|BDCDNTVZSILEOY-UXYNSRGZSA-N","InChI=1S/C20H18O11/c21-8-4-11(24)14-13(5-8)30-18(7-1-2-9(22)10(23)3-7)19(16(14)27)31-20-17(28)15(26)12(25)6-29-20/h1-5,12,15,17,20-26,28H,6H2","PZZRDJXEMZMZFD"
"776_322.09_2.2",776,322.089768015947,2.24549117333333,0.0031867317159785,0.01351928100902,0.374206631130992,2.49665449729644,1.8690464047049,0.426888520849686,14.1024189068709,0.271945626421386,0.0192836156844618,3.81787073592575,-1.87860987110993,-5.69648060703568,"Alkaloids","Anthranilic acid alkaloids","Anthranillic acid derivatives","Ambcb5122934",NA,NA,"C1=CC=C(C(=C1)C(=O)O)NC2C(C(C(C(O2)CO)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C13H17NO7/c15-5-8-9(16)10(17)11(18)12(21-8)14-7-4-2-1-3-6(7)13(19)20/h1-4,8-12,14-18H,5H2,(H,19,20)","MRAJLOPDLYILFT"
"491_457.11_3.8",491,457.110290964489,3.76750438666667,0.00323913601901193,0.00344720668719667,0.997425011809055,2.48957081455049,2.46253267643599,0.00111974544745549,1.77287848934086,0.027430076320649,0.015472056593595,0.826093659286391,-5.1880975534701,-6.01419121275649,"Shikimates and Phenylpropanoids","Flavonoids","Flavanones","Prunin",NA,NA,"C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C21H22O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-6,14,16,18-24,26-28H,7-8H2","DLIKSSGEMUFQOK"
"30_487.08_3.1",30,487.084428352867,3.08930253181818,0.00341421354711824,0.00699382618576183,0.745324003565487,2.46670931877059,2.155285165207,0.127654891854185,1.80327104377693,0.258425867779831,0.143309497854832,0.850616259845069,-1.95217760748001,-2.80279386732508,"Shikimates and Phenylpropanoids","Flavonoids","Flavonols","Hirsutrin",NA,"O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12","C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O",NA,NA,NA,NA,"OVSQVDMCBVZWGM","InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15+,17+,18-,21+/m1/s1","OVSQVDMCBVZWGM-DTGCRPNFSA-N","InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2","OVSQVDMCBVZWGM"
"313_435.13_3.8",313,435.128318423317,3.77841748,0.00373281597675013,0.00399318330159981,0.997097059528323,2.42796341973132,2.39868075365586,0.0012625644908542,1.10590053549941,0.123085234005177,0.111298647621681,0.145221635667915,-3.02227039647082,-3.16749203213873,"Shikimates and Phenylpropanoids","Flavonoids","Flavanones","Prunin","O=C1CC(c2ccc(O)cc2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c21","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21","C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O","\"\"InChI=1S/C21H22O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-6,14,16,18-24,26-28H,7-8H2/t14-,16+,18+,19-,20+,21+/m0/s1\"\"",NA,"DLIKSSGEMUFQOK-UHFFFAOYSA-N","DLIKSSGEMUFQOK","DLIKSSGEMUFQOK","InChI=1S/C21H22O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-6,14,16,18-24,26-28H,7-8H2/t14-,16+,18+,19-,20+,21+/m0/s1","DLIKSSGEMUFQOK-SFTVRKLSSA-N","InChI=1S/C21H22O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-6,14,16,18-24,26-28H,7-8H2","DLIKSSGEMUFQOK"
"740_169.05_2.4",740,169.049621049448,2.35659873478261,0.00379220934352931,0.00433698282855322,0.988710839552945,2.42110769606232,2.36281229735305,0.00493070450854461,1.30172973729933,0.104405654125343,0.0802053230664847,0.380429949939004,-3.25972825120072,-3.64015820113972,"Polyketides","Phloroglucinols","Acyl phloroglucinols","Spectrum2_001989",NA,"COc1cc(C(=O)O)ccc1O","CC(=O)C1=C(C=C(C=C1O)O)O",NA,NA,NA,NA,"WKOLLVMJNQIZCI","InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)","WKOLLVMJNQIZCI-UHFFFAOYSA-N","InChI=1S/C8H8O4/c1-4(9)8-6(11)2-5(10)3-7(8)12/h2-3,10-12H,1H3","XLEYFDVVXLMULC"
"75_605.16_5.2",75,605.162753477102,5.18897185,0.0039173092621454,0.00390958955189236,0.999997519623759,2.40701214059375,2.4078688346003,1.07721505048842e-06,0.898863258779361,0.00346181070662344,0.00385132073517445,-0.153826435082698,-8.17425744501875,-8.02043100993605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371_355.08_1.9",1371,355.078936556201,1.86615705333333,0.00396548679323605,0.35574591048933,0.0184683841739486,2.40170349216995,0.448860083688164,1.73357109995961,0.430971602113544,2.02432098297097,4.69710990943121,-1.21433528552595,1.01743806662546,2.23177335215141,NA,NA,NA,NA,NA,"COc1c(O)cc2c(c1OC)C(=O)[C@H](O)[C@H](c1ccc(O)cc1)O2|COc1ccc([C@@H]2Oc3c(OC)c(O)cc(O)c3C(=O)[C@@H]2O)cc1|COc1ccc([C@@H]2Oc3cc(O)c(OC)c(O)c3C(=O)[C@@H]2O)cc1",NA,NA,NA,NA,NA,"PKNANBLYJZQXLC|KALYBGCOEHEKGT|MEROIHPPFMVPPD","InChI=1S/C17H16O7/c1-22-16-10(19)7-11-12(17(16)23-2)13(20)14(21)15(24-11)8-3-5-9(18)6-4-8/h3-7,14-15,18-19,21H,1-2H3/t14-,15-/m0/s1|InChI=1S/C17H16O7/c1-22-9-5-3-8(4-6-9)15-14(21)13(20)12-10(18)7-11(19)16(23-2)17(12)24-15/h3-7,14-15,18-19,21H,1-2H3/t14-,15-/m0/s1|InChI=1S/C17H16O7/c1-22-9-5-3-8(4-6-9)16-15(21)13(19)12-11(24-16)7-10(18)17(23-2)14(12)20/h3-7,15-16,18,20-21H,1-2H3/t15-,16-/m0/s1","PKNANBLYJZQXLC-GJZGRUSLSA-N|KALYBGCOEHEKGT-GJZGRUSLSA-N|MEROIHPPFMVPPD-HOTGVXAUSA-N",NA,NA
"4267_411.29_11",4267,411.289796829224,10.968128,0.00400407741803732,0.600707139543536,0.0108840890429605,2.39749753411446,0.221337206331428,1.96320791390549,0.394947154212511,1.53898702536389,3.89669101030109,-1.34026846806844,0.621981068883748,1.96224953695219,"Terpenoids","Steroids","Pregnane steroids","Norigest",NA,NA,"CCCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C27H38O3/c1-4-6-7-8-9-25(29)30-27(5-2)17-15-24-23-12-10-19-18-20(28)11-13-21(19)22(23)14-16-26(24,27)3/h2,18,21-24H,4,6-17H2,1,3H3","APTGJECXMIKIET"
"126_145.05_0.6",126,145.04953747638,0.634998787826087,0.00404201798014281,0.907456397806466,0.00606687049394949,2.3934017589406,0.0421742331204716,2.21703527559549,0.558583540382869,1.07218265479624,1.91946696829151,-0.840155032114233,0.100550701244855,0.940705733359089,"Carbohydrates","Saccharides","Monosaccharides","Glucosan",NA,"O=C(O)C=CCCC(=O)O","C1C2C(C(C(C(O1)O2)O)O)O",NA,NA,NA,NA,"HSBSUGYTMJWPAX","InChI=1S/C6H8O4/c7-5(8)3-1-2-4-6(9)10/h1,3H,2,4H2,(H,7,8)(H,9,10)","HSBSUGYTMJWPAX-UHFFFAOYSA-N","InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2","TWNIBLMWSKIRAT"
"1229_139.04_2.2",1229,139.039016670927,2.24255972608696,0.00406069333575709,0.750172623650938,0.00838772367287788,2.3913998072638,0.124838788778034,2.07635588546958,0.165646744894071,5.06494964199709,30.5768135995431,-2.59381824143114,2.34054792517602,4.93436616660716,"Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Simple phenolic acids","Domerine",NA,"O=C(O)c1ccc(O)cc1","C1=CC=C(C(=C1)C(=O)O)O",NA,NA,NA,NA,"FJKROLUGYXJWQN","InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)","FJKROLUGYXJWQN-UHFFFAOYSA-N","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)","YGSDEFSMJLZEOE"
"249_163.06_0.6",249,163.059991887941,0.637059458695652,0.00435465828780524,0.982465501984892,0.00368358548016545,2.36104591862258,0.00768269037812043,2.43372924758637,0.500155141740836,0.968380754057862,1.93616074941732,-0.999552424993697,-0.0463536878978832,0.953198737095814,"Carbohydrates","Saccharides","Monosaccharides","D-allose","C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O","CC(=CC(=O)O)C(=O)O","C(C1C(C(C(C(O1)O)O)O)O)O","\"\"InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2/t2-,3-,4+,5-,6-/m1/s1\"\"",NA,"TWNIBLMWSKIRAT-VFUOTHLCSA-N","TWNIBLMWSKIRAT","HNEGQIOMVPPMNR","InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h2H,1H3,(H,6,7)(H,8,9)","HNEGQIOMVPPMNR-UHFFFAOYSA-N","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2","WQZGKKKJIJFFOK"
"815_393.12_2.8",815,393.115724710131,2.80438385333333,0.00445727883275937,0.00279075887862734,0.869011787974472,2.35093019702421,2.55427768490344,0.0609743323919046,0.185111609381473,0.0196203800882725,0.105992164153462,-2.43353271738897,-5.67150319989166,-3.23797048250269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946_486.21_2",2946,486.208455488046,2.0455299,0.0046498912649644,0.98225523371642,0.00392358774031498,2.33255720271824,0.00777564847379886,2.40631663113718,0.123970686390687,0.809592678693506,6.53051702998656,-3.01192906781009,-0.304731851372346,2.70719721643774,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","N-acetyl-N6,O-didemethylpuromycin",NA,NA,"CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC2C(OC(C2O)N3C=NC4=C(N=CN=C43)NC)CO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C22H27N7O6/c1-11(31)27-14(7-12-3-5-13(32)6-4-12)21(34)28-16-15(8-30)35-22(18(16)33)29-10-26-17-19(23-2)24-9-25-20(17)29/h3-6,9-10,14-16,18,22,30,32-33H,7-8H2,1-2H3,(H,27,31)(H,28,34)(H,23,24,25)","SYBVJJYTHAJORG"
"89_343.12_0.6",89,343.123411548707,0.633699609545455,0.00499690975394607,0.984248954043681,0.00425153196941419,2.30129849400691,0.00689503806000771,2.3714545508958,0.428955266428596,0.959337039035939,2.23645007793751,-1.22110089067448,-0.0598903358266352,1.16121055484785,"Carbohydrates","Saccharides","Disaccharides","Nigerose",NA,"OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O","\"\"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1\"\"","CZMRCDWAGMRECN-UGDNZRGBSA-N",NA,NA,"GUBGYTABKSRVRQ","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11+,12-/m1/s1","GUBGYTABKSRVRQ-ASMJPISFSA-N","InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2","QIGJYVCQYDKYDW"
"321_735.21_2.5",321,735.210554901434,2.54636695714286,0.00505035256465469,0.0728503442994561,0.117483267198935,2.29667830276463,1.13756839136138,0.930023984291403,305.335630223556,0.464318002070786,0.0015206807070987,8.25425214010397,-1.10681487817669,-9.36106701828066,"Terpenoids","Monoterpenoids","Secoiridoid monoterpenoids","null",NA,NA,"COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)COC4C(C(C(C(O4)COC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C32H40O18/c1-44-29(43)16-10-46-30(22-14(9-33)4-5-15(16)22)50-32-28(42)26(40)24(38)20(49-32)12-47-31-27(41)25(39)23(37)19(48-31)11-45-21(36)7-3-13-2-6-17(34)18(35)8-13/h2-4,6-8,10,15,19-20,22-28,30-35,37-42H,5,9,11-12H2,1H3","CSRRWPAMFHNUSX"
"2733_675.19_2.4",2733,675.190135249385,2.41395324666667,0.00560934518137579,0.0104818179019854,0.817064484355614,2.2510878340582,1.97956338945787,0.087743666729922,7.4066046927734,0.138448548806223,0.0186925797378261,2.88881233936272,-2.85257816318351,-5.74139050254623,"Terpenoids","Monoterpenoids","Cinnamic acids and derivatives","null",NA,"O=C(/C=C/c1ccc(O)cc1)OC1OC(CO)C(O)C(O)C1O|O=C(/C=C/c1ccc(O)cc1)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","COC1=CC(=CC(=C1O)OC)C=CC(=O)OC2C(C(OC2(CO)OC3C(C(C(C(O3)COC(=O)C4=CC=CC=C4)O)O)O)CO)O",NA,NA,NA,NA,"DSNCQKUYZOSARM|MBXDFASBTUWDHK","InChI=1S/C15H18O8/c16-7-10-12(19)13(20)14(21)15(22-10)23-11(18)6-3-8-1-4-9(17)5-2-8/h1-6,10,12-17,19-21H,7H2/b6-3+|InChI=1S/C15H18O8/c16-7-11(19)13(21)15(23)14(22)12(20)10(18)6-3-8-1-4-9(17)5-2-8/h1-6,11,13-17,19,21-23H,7H2/b6-3+/t11-,13-,14+,15+/m1/s1","DSNCQKUYZOSARM-ZZXKWVIFSA-N|MBXDFASBTUWDHK-MFFVXOFNSA-N","InChI=1S/C30H36O16/c1-40-17-10-15(11-18(41-2)22(17)34)8-9-21(33)44-27-24(36)19(12-31)45-30(27,14-32)46-29-26(38)25(37)23(35)20(43-29)13-42-28(39)16-6-4-3-5-7-16/h3-11,19-20,23-27,29,31-32,34-38H,12-14H2,1-2H3","NMOKSKJXURQQEJ"
"781_490.17_4.1",781,490.170787847307,4.09591104666667,0.00564481875490974,0.00671660178732802,0.983106394662701,2.24834999793852,2.17285039931075,0.00739947899948509,4.35385064311342,0.0448682394722156,0.0103054154012345,2.12229191737098,-4.47816161272577,-6.60045353009675,"Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","Lonijaposide F","O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O","COc1cc(/C=C/C(=O)O)cc(OC)c1O","CC[N+]1=CC(=CC(=C1)C(=O)O)C=CC2C(C(OC=C2C(=O)O)OC3C(C(C(C(O3)CO)O)O)O)C=C","InChI=1S/C24H24O10/c25-16-7-1-14(2-8-16)5-11-19(27)32-13-18-21(29)22(30)23(31)24(33-18)34-20(28)12-6-15-3-9-17(26)10-4-15/h1-12,18,21-26,29-31H,13H2/b11-5+,12-6+/t18-,21-,22+,23-,24+/m1/s1",NA,"IAVJHQVGTRSIOM-UVMZMRPTSA-N","IAVJHQVGTRSIOM","PCMORTLOPMLEFB","InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/b4-3+","PCMORTLOPMLEFB-ONEGZZNKSA-N","InChI=1S/C24H29NO11/c1-3-14-15(6-5-12-7-13(21(30)31)9-25(4-2)8-12)16(22(32)33)11-34-23(14)36-24-20(29)19(28)18(27)17(10-26)35-24/h3,5-9,11,14-15,17-20,23-24,26-29H,1,4,10H2,2H3,(H-,30,31,32,33)/p+1","KKLONPANWKAOPP"
"1087_503.19_4.9",1087,503.188904373734,4.9492811,0.00569446504487559,0.00568378684504667,0.999997966937099,2.24454706859472,2.24536221747149,8.82948896969872e-07,0.690759546996396,0.000851348537519362,0.00123248175319653,-0.533744498205478,-10.1979624951023,-9.66421799689682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609_1013.27_3.2",2609,1013.2702648183,3.15739298888889,0.00599471948118435,0.00599471948118435,1,2.22223113460418,2.22223113460418,0,1,0.00088059072678695,0.00088059072678695,0,-10.1492407277445,-10.1492407277445,"Shikimates and Phenylpropanoids","Flavonoids","Flavan-3-ols","methyl N-[(5Z,13E)-9-hydroxy-2-[4-hydroxy-5-[2-hydroxy-1-(4-hydroxy-6-methyl-5-methylsulfanyloxan-2-yl)oxyethyl]-3-[4-methoxy-5-(propan-2-ylamino)oxan-2-yl]oxy-6-methyl-5-methylsulfanyloxan-2-yl]oxy-13-[2-(methyltrisulfanyl)ethylidene]-11-oxo-12-bicyclo[7.3.1]trideca-1(12),5-dien-3,7-diynyl]carbamate",NA,NA,"CC1C(C(CC(O1)OC(CO)C2(C(OC(C(C2O)OC3CC(C(CO3)NC(C)C)OC)OC4C#CC=CC#CC5(CC(=O)C(=C4C5=CCSSSC)NC(=O)OC)O)C)SC)O)SC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C43H62N2O14S5/c1-23(2)44-27-22-54-33(19-31(27)52-5)59-37-39(49)43(61-8,32(21-46)58-34-18-28(47)38(60-7)24(3)55-34)25(4)56-40(37)57-30-14-12-10-11-13-16-42(51)20-29(48)36(45-41(50)53-6)35(30)26(42)15-17-63-64-62-9/h10-11,15,23-25,27-28,30-34,37-40,44,46-47,49,51H,17-22H2,1-9H3,(H,45,50)","PYODOXNMJUJHHR"
"13_435.09_3.3",13,435.092151716111,3.30107992777778,0.00634305673336444,0.0151998093621752,0.696552995377875,2.1977014041824,1.81816185899434,0.157045835845022,6.7982927311006,0.193365784219451,0.0284432859642609,2.76517248494733,-2.37059556017607,-5.1357680451234,"Shikimates and Phenylpropanoids","Flavonoids","Flavonols","Reinutrin","O=c1c(O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12","O=c1c(O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12","C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O","InChI=1S/C20H18O11/c21-6-13-15(26)17(28)20(30-13)31-19-16(27)14-11(25)4-8(22)5-12(14)29-18(19)7-1-2-9(23)10(24)3-7/h1-5,13,15,17,20-26,28H,6H2/t13-,15-,17+,20-/m0/s1",NA,"BDCDNTVZSILEOY-UXYNSRGZSA-N","BDCDNTVZSILEOY","PZZRDJXEMZMZFD","InChI=1S/C20H18O11/c21-8-4-11(24)14-13(5-8)30-18(7-1-2-9(22)10(23)3-7)19(16(14)27)31-20-17(28)15(26)12(25)6-29-20/h1-5,12,15,17,20-26,28H,6H2/t12-,15-,17+,20-/m0/s1","PZZRDJXEMZMZFD-IEGSVRCHSA-N","InChI=1S/C20H18O11/c21-8-4-11(24)14-13(5-8)30-18(7-1-2-9(22)10(23)3-7)19(16(14)27)31-20-17(28)15(26)12(25)6-29-20/h1-5,12,15,17,20-26,28H,6H2","PZZRDJXEMZMZFD"
"443_307.1_0.6",443,307.101946215389,0.63844484,0.00636521869130446,0.996785284688975,0.00686908181017187,2.1961866705971,0.00139838202674967,2.16310131118294,0.522990111636551,1.01460774489578,1.94001324751792,-0.935144425714905,0.0209220782764398,0.956066503991345,"Carbohydrates","Saccharides","Disaccharides","D-Galactose, 3-O-(3,6-anhydro-alpha-L-galactopyranosyl)-",NA,"CC(=O)C1(O)C=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CO1","C1C2C(C(O1)C(C(O2)OC(C(C=O)O)C(C(CO)O)O)O)O",NA,NA,NA,NA,"BWBYOMWIDCKMAI","InChI=1S/C12H18O9/c1-5(14)12(18)2-6(4-19-12)20-11-10(17)9(16)8(15)7(3-13)21-11/h2,7-11,13,15-18H,3-4H2,1H3/t7-,8-,9+,10-,11-,12?/m1/s1","BWBYOMWIDCKMAI-LNMZYWNMSA-N","InChI=1S/C12H20O10/c13-1-4(15)7(17)10(5(16)2-14)22-12-9(19)11-8(18)6(21-12)3-20-11/h2,4-13,15-19H,1,3H2","ILLZAAKBNPACJI"
"2071_205.07_4.5",2071,205.068200854643,4.539420025,0.00642206521606425,0.00929392609645885,0.930500228454803,2.1923252884872,2.03180078527094,0.0312835159059727,11.844153709639,0.0803542189092382,0.00678429382791987,3.56610321347182,-3.63748241678104,-7.20358563025285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
